method,split,seed,success,success_ci95,mechanism_recall,mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_failure,tail_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups,regret_to_oracle
embedding_diversity_selection,nominal,6,0.5714,0.0215,0.4286,0.0035,0.0825,0.008,0.1023,0.0072,0.1593,0.0015,0.2075,0.0,0.4544,0.0027,35,0.1701
embedding_diversity_selection,seen_task_shift,0,0.5469,0.021,0.4152,0.0034,0.0944,0.0103,0.1195,0.0091,0.1676,0.0014,0.2158,0.0,0.4442,0.0027,35,0.167
embedding_diversity_selection,seen_task_shift,1,0.5449,0.02,0.4176,0.0032,0.0949,0.0104,0.1196,0.0091,0.1662,0.0014,0.2158,0.0,0.4484,0.0026,35,0.1799
embedding_diversity_selection,seen_task_shift,2,0.535,0.0196,0.4179,0.0037,0.0951,0.0096,0.1183,0.0098,0.1659,0.0015,0.2158,0.0,0.4461,0.0028,35,0.1949
embedding_diversity_selection,seen_task_shift,3,0.5459,0.0231,0.4199,0.004,0.0937,0.0104,0.1196,0.0095,0.1667,0.0013,0.2158,0.0,0.4469,0.003,35,0.1673
embedding_diversity_selection,seen_task_shift,4,0.5452,0.0193,0.4191,0.0041,0.0954,0.01,0.1177,0.009,0.1677,0.0013,0.2158,0.0,0.4479,0.0028,35,0.1684
embedding_diversity_selection,seen_task_shift,5,0.5463,0.0163,0.4154,0.0033,0.0943,0.0103,0.1201,0.0097,0.1671,0.0014,0.2158,0.0,0.4482,0.0023,35,0.1735
embedding_diversity_selection,seen_task_shift,6,0.5408,0.0227,0.4213,0.003,0.0968,0.0104,0.1192,0.009,0.1664,0.0012,0.2158,0.0,0.4452,0.0026,35,0.1765
embedding_diversity_selection,unseen_object_shift,0,0.5088,0.0206,0.4109,0.0036,0.1057,0.0114,0.1264,0.0096,0.1708,0.0013,0.2209,0.0,0.4414,0.0025,35,0.2078
embedding_diversity_selection,unseen_object_shift,1,0.499,0.02,0.4088,0.0035,0.1045,0.0126,0.1252,0.0099,0.1704,0.0013,0.2209,0.0,0.4392,0.0023,35,0.2109
embedding_diversity_selection,unseen_object_shift,2,0.5027,0.0227,0.4096,0.0033,0.1046,0.0119,0.1231,0.0097,0.1716,0.0013,0.2209,0.0,0.4414,0.0029,35,0.1728
embedding_diversity_selection,unseen_object_shift,3,0.5207,0.023,0.41,0.0029,0.1041,0.0124,0.1235,0.01,0.1704,0.0011,0.2209,0.0,0.442,0.0026,35,0.182
embedding_diversity_selection,unseen_object_shift,4,0.5282,0.0225,0.4084,0.0039,0.1056,0.0125,0.1242,0.0096,0.1701,0.0012,0.2209,0.0,0.4402,0.0024,35,0.1803
embedding_diversity_selection,unseen_object_shift,5,0.5248,0.0223,0.4099,0.0034,0.1057,0.0121,0.1258,0.0098,0.1702,0.0014,0.2209,0.0,0.442,0.002,35,0.1769
embedding_diversity_selection,unseen_object_shift,6,0.5337,0.0223,0.4114,0.0032,0.1054,0.0124,0.1241,0.0101,0.1701,0.0014,0.2209,0.0,0.4408,0.0027,35,0.1469
embedding_diversity_selection,unseen_mechanism_shift,0,0.4908,0.0208,0.3843,0.0033,0.1214,0.0148,0.1332,0.0112,0.1737,0.0013,0.2247,0.0,0.4358,0.0027,35,0.2146
embedding_diversity_selection,unseen_mechanism_shift,1,0.4929,0.0217,0.3854,0.0033,0.122,0.0146,0.1316,0.0109,0.1751,0.0012,0.2247,0.0,0.437,0.003,35,0.2054
embedding_diversity_selection,unseen_mechanism_shift,2,0.485,0.0226,0.3835,0.0032,0.1222,0.0144,0.1321,0.0113,0.1733,0.0014,0.2247,0.0,0.4377,0.0028,35,0.1922
embedding_diversity_selection,unseen_mechanism_shift,3,0.4922,0.0189,0.388,0.0026,0.1206,0.0143,0.132,0.011,0.1744,0.0012,0.2247,0.0,0.4335,0.0027,35,0.1867
embedding_diversity_selection,unseen_mechanism_shift,4,0.5014,0.0271,0.3857,0.0032,0.1227,0.0143,0.1331,0.0108,0.1748,0.0014,0.2247,0.0,0.4372,0.0025,35,0.1963
embedding_diversity_selection,unseen_mechanism_shift,5,0.5068,0.0211,0.3873,0.0037,0.121,0.0146,0.1327,0.011,0.1739,0.0011,0.2247,0.0,0.4364,0.0023,35,0.1711
embedding_diversity_selection,unseen_mechanism_shift,6,0.5061,0.0236,0.3818,0.003,0.1222,0.0142,0.1328,0.0107,0.1736,0.0013,0.2247,0.0,0.433,0.0033,35,0.1786
embedding_diversity_selection,combined_stress,0,0.4622,0.0259,0.3823,0.0027,0.1283,0.0153,0.1446,0.012,0.1805,0.0014,0.2318,0.0,0.4259,0.0026,35,0.1912
embedding_diversity_selection,combined_stress,1,0.4622,0.0224,0.3826,0.0033,0.1284,0.0151,0.1435,0.012,0.1789,0.0013,0.2318,0.0,0.4272,0.0027,35,0.2065
embedding_diversity_selection,combined_stress,2,0.4643,0.024,0.3867,0.0034,0.1283,0.0152,0.1443,0.012,0.18,0.0011,0.2318,0.0,0.4289,0.0023,35,0.1963
embedding_diversity_selection,combined_stress,3,0.4656,0.0222,0.3843,0.0032,0.1264,0.0156,0.1459,0.0125,0.1791,0.0012,0.2318,0.0,0.4276,0.0023,35,0.2088
embedding_diversity_selection,combined_stress,4,0.465,0.0198,0.3812,0.0029,0.1276,0.0155,0.1444,0.0125,0.1781,0.0015,0.2318,0.0,0.4294,0.0029,35,0.2048
embedding_diversity_selection,combined_stress,5,0.4847,0.0289,0.3841,0.0039,0.1261,0.0153,0.145,0.0121,0.1787,0.0015,0.2318,0.0,0.4283,0.0024,35,0.1884
embedding_diversity_selection,combined_stress,6,0.4735,0.0251,0.3836,0.0027,0.1255,0.0157,0.1426,0.0126,0.1793,0.0013,0.2318,0.0,0.4282,0.0026,35,0.1844
uncertainty_sampling,nominal,0,0.5854,0.0168,0.4668,0.0031,0.0707,0.0083,0.0888,0.0057,0.1653,0.0012,0.233,0.0,0.4918,0.0027,35,0.1752
uncertainty_sampling,nominal,1,0.5857,0.021,0.4718,0.0027,0.0722,0.0078,0.0882,0.006,0.1642,0.0013,0.233,0.0,0.4909,0.0026,35,0.1694
uncertainty_sampling,nominal,2,0.5724,0.0206,0.4701,0.0037,0.0718,0.0079,0.0912,0.0063,0.1649,0.0013,0.233,0.0,0.4924,0.0028,35,0.1656
uncertainty_sampling,nominal,3,0.5789,0.0195,0.4669,0.0039,0.0707,0.0081,0.0902,0.0054,0.1648,0.0013,0.233,0.0,0.4934,0.0026,35,0.1752
uncertainty_sampling,nominal,4,0.585,0.0201,0.4662,0.0023,0.0707,0.0074,0.0899,0.0061,0.1644,0.0014,0.233,0.0,0.4933,0.0027,35,0.1551
uncertainty_sampling,nominal,5,0.5639,0.0207,0.4725,0.0041,0.0721,0.0076,0.0906,0.0056,0.1657,0.0013,0.233,0.0,0.4908,0.0031,35,0.1861
uncertainty_sampling,nominal,6,0.5728,0.0239,0.468,0.0031,0.0713,0.0077,0.089,0.0064,0.165,0.0012,0.233,0.0,0.4911,0.0028,35,0.1687
uncertainty_sampling,seen_task_shift,0,0.5398,0.0224,0.4561,0.0032,0.081,0.009,0.1031,0.0071,0.1717,0.0015,0.2413,0.0,0.4827,0.0031,35,0.1741
uncertainty_sampling,seen_task_shift,1,0.5395,0.0223,0.4601,0.003,0.081,0.0093,0.1033,0.0077,0.1719,0.0013,0.2413,0.0,0.4834,0.0023,35,0.1854
uncertainty_sampling,seen_task_shift,2,0.565,0.0206,0.4582,0.0035,0.0815,0.0102,0.102,0.0076,0.1716,0.0015,0.2413,0.0,0.4802,0.0026,35,0.165
uncertainty_sampling,seen_task_shift,3,0.5364,0.0209,0.4552,0.0028,0.0833,0.0098,0.1006,0.0077,0.1718,0.0013,0.2413,0.0,0.4807,0.0029,35,0.1769
uncertainty_sampling,seen_task_shift,4,0.5466,0.0192,0.4579,0.0036,0.0837,0.0095,0.103,0.0071,0.1713,0.0014,0.2413,0.0,0.4805,0.0029,35,0.167
uncertainty_sampling,seen_task_shift,5,0.5599,0.0183,0.4581,0.0038,0.0817,0.0089,0.1024,0.0071,0.1724,0.0013,0.2413,0.0,0.4805,0.0027,35,0.1599
uncertainty_sampling,seen_task_shift,6,0.5408,0.0214,0.4547,0.003,0.0822,0.0099,0.1006,0.0073,0.1711,0.0011,0.2413,0.0,0.478,0.0027,35,0.1765
uncertainty_sampling,unseen_object_shift,0,0.5364,0.0239,0.4486,0.0029,0.092,0.0116,0.1062,0.0082,0.1748,0.0014,0.2464,0.0,0.4792,0.0034,35,0.1803
uncertainty_sampling,unseen_object_shift,1,0.5259,0.0193,0.4477,0.0039,0.0913,0.011,0.1055,0.0079,0.1767,0.0012,0.2464,0.0,0.4745,0.0027,35,0.184
uncertainty_sampling,unseen_object_shift,2,0.5374,0.0187,0.4496,0.0034,0.0905,0.0113,0.1062,0.0075,0.1752,0.0014,0.2464,0.0,0.4769,0.0029,35,0.1381
uncertainty_sampling,unseen_object_shift,3,0.5303,0.0214,0.4512,0.0032,0.0917,0.011,0.1072,0.0081,0.1752,0.0013,0.2464,0.0,0.4749,0.0022,35,0.1724
uncertainty_sampling,unseen_object_shift,4,0.5194,0.021,0.452,0.0038,0.0918,0.0114,0.1077,0.0079,0.1752,0.0014,0.2464,0.0,0.473,0.0023,35,0.1891
uncertainty_sampling,unseen_object_shift,5,0.5323,0.0203,0.4486,0.0027,0.0914,0.0119,0.1064,0.0079,0.1747,0.0012,0.2464,0.0,0.4754,0.0026,35,0.1694
uncertainty_sampling,unseen_object_shift,6,0.517,0.024,0.4502,0.0032,0.0924,0.0107,0.106,0.0081,0.1757,0.0012,0.2464,0.0,0.4749,0.0032,35,0.1636
uncertainty_sampling,unseen_mechanism_shift,0,0.5238,0.0178,0.4233,0.0032,0.1075,0.0132,0.1142,0.0087,0.1773,0.0016,0.2503,0.0,0.4719,0.0025,35,0.1816
uncertainty_sampling,unseen_mechanism_shift,1,0.5071,0.0232,0.4255,0.0037,0.1089,0.0129,0.1133,0.0086,0.1789,0.0015,0.2503,0.0,0.4715,0.0029,35,0.1912
uncertainty_sampling,unseen_mechanism_shift,2,0.5071,0.0232,0.4272,0.0038,0.1073,0.0131,0.1123,0.0084,0.1783,0.0013,0.2503,0.0,0.4684,0.003,35,0.1701
uncertainty_sampling,unseen_mechanism_shift,3,0.4935,0.0225,0.4215,0.0033,0.1078,0.0135,0.1126,0.0085,0.1779,0.0017,0.2503,0.0,0.4705,0.0028,35,0.1854
uncertainty_sampling,unseen_mechanism_shift,4,0.5163,0.0223,0.4238,0.0031,0.1067,0.0132,0.1133,0.0082,0.1789,0.0015,0.2503,0.0,0.4707,0.0023,35,0.1813
uncertainty_sampling,unseen_mechanism_shift,5,0.5289,0.0257,0.4222,0.0031,0.1076,0.0131,0.1124,0.0086,0.1784,0.0011,0.2503,0.0,0.4722,0.0027,35,0.149
uncertainty_sampling,unseen_mechanism_shift,6,0.5126,0.0214,0.4212,0.0036,0.1071,0.0132,0.1123,0.0086,0.179,0.0016,0.2503,0.0,0.4709,0.0021,35,0.1721
uncertainty_sampling,combined_stress,0,0.4861,0.0234,0.4221,0.0032,0.1138,0.0144,0.1222,0.01,0.184,0.0015,0.2573,0.0,0.4622,0.0026,35,0.1673
uncertainty_sampling,combined_stress,1,0.4731,0.0231,0.4215,0.0035,0.1126,0.0143,0.1226,0.0097,0.1838,0.0014,0.2573,0.0,0.4623,0.0032,35,0.1956
uncertainty_sampling,combined_stress,2,0.4765,0.0231,0.4234,0.003,0.1112,0.0147,0.1212,0.0102,0.1831,0.0012,0.2573,0.0,0.4619,0.0021,35,0.184
uncertainty_sampling,combined_stress,3,0.4837,0.0208,0.4215,0.0027,0.1135,0.0138,0.1221,0.0096,0.1841,0.0013,0.2573,0.0,0.4597,0.003,35,0.1908
uncertainty_sampling,combined_stress,4,0.4837,0.0225,0.4257,0.0033,0.1132,0.0139,0.1236,0.0097,0.1851,0.001,0.2573,0.0,0.4587,0.0024,35,0.1861
uncertainty_sampling,combined_stress,5,0.4622,0.0222,0.4225,0.0037,0.1139,0.0143,0.1227,0.0103,0.1844,0.0014,0.2573,0.0,0.4627,0.0029,35,0.2109
uncertainty_sampling,combined_stress,6,0.4871,0.0235,0.4221,0.0037,0.1126,0.0148,0.1223,0.0105,0.1838,0.0012,0.2573,0.0,0.4622,0.0024,35,0.1707
failure_prediction_selection,nominal,0,0.5993,0.018,0.5321,0.0033,0.059,0.0065,0.0775,0.0041,0.1578,0.0013,0.2472,0.0,0.5418,0.0023,35,0.1612
failure_prediction_selection,nominal,1,0.5939,0.0142,0.5308,0.0034,0.0585,0.006,0.077,0.0049,0.1587,0.0012,0.2472,0.0,0.5428,0.003,35,0.1612
failure_prediction_selection,nominal,2,0.6044,0.0205,0.5329,0.0028,0.0574,0.0069,0.0761,0.0047,0.1586,0.001,0.2472,0.0,0.5422,0.0028,35,0.1337
failure_prediction_selection,nominal,3,0.5922,0.0176,0.5275,0.0028,0.0566,0.0069,0.0775,0.0047,0.1582,0.0015,0.2472,0.0,0.5416,0.0026,35,0.1619
failure_prediction_selection,nominal,4,0.6031,0.0197,0.5307,0.0032,0.0578,0.0065,0.0787,0.0044,0.1585,0.0013,0.2472,0.0,0.5424,0.0022,35,0.1371
failure_prediction_selection,nominal,5,0.6102,0.0153,0.5327,0.0034,0.057,0.0059,0.0765,0.0044,0.1592,0.0013,0.2472,0.0,0.5417,0.0026,35,0.1398
failure_prediction_selection,nominal,6,0.6024,0.0194,0.5302,0.0031,0.0565,0.0066,0.0792,0.0047,0.1589,0.0016,0.2472,0.0,0.542,0.0028,35,0.1391
failure_prediction_selection,seen_task_shift,0,0.5759,0.0172,0.5196,0.0028,0.0668,0.0082,0.0871,0.0055,0.165,0.0011,0.2555,0.0,0.5306,0.0018,35,0.1381
failure_prediction_selection,seen_task_shift,1,0.5752,0.0185,0.5225,0.0033,0.0665,0.0081,0.0867,0.0057,0.1655,0.0012,0.2555,0.0,0.5323,0.0033,35,0.1497
failure_prediction_selection,seen_task_shift,2,0.5595,0.02,0.5205,0.0028,0.0689,0.0084,0.0885,0.006,0.1654,0.0011,0.2555,0.0,0.5303,0.0034,35,0.1704
failure_prediction_selection,seen_task_shift,3,0.5595,0.0189,0.5216,0.0042,0.0669,0.0078,0.0874,0.0052,0.1661,0.001,0.2555,0.0,0.5315,0.0025,35,0.1537
failure_prediction_selection,seen_task_shift,4,0.5633,0.0176,0.5235,0.0039,0.0674,0.0087,0.0877,0.0055,0.1647,0.0014,0.2555,0.0,0.53,0.0024,35,0.1503
failure_prediction_selection,seen_task_shift,5,0.5568,0.0231,0.518,0.0034,0.0672,0.008,0.0862,0.0054,0.1653,0.0012,0.2555,0.0,0.531,0.0028,35,0.1629
failure_prediction_selection,seen_task_shift,6,0.566,0.0218,0.5172,0.0033,0.0679,0.0079,0.0861,0.006,0.1648,0.0012,0.2555,0.0,0.5309,0.0024,35,0.1514
failure_prediction_selection,unseen_object_shift,0,0.5565,0.0188,0.5097,0.0032,0.0754,0.009,0.0917,0.0064,0.1697,0.0011,0.2606,0.0,0.5231,0.0033,35,0.1602
failure_prediction_selection,unseen_object_shift,1,0.5418,0.0219,0.5124,0.0035,0.0749,0.0091,0.0917,0.006,0.1684,0.0011,0.2606,0.0,0.5244,0.0026,35,0.168
failure_prediction_selection,unseen_object_shift,2,0.5432,0.0171,0.5112,0.0038,0.0754,0.0095,0.0913,0.0068,0.1691,0.0016,0.2606,0.0,0.5247,0.0023,35,0.1323
failure_prediction_selection,unseen_object_shift,3,0.5486,0.0198,0.5098,0.0033,0.0748,0.0095,0.0922,0.0057,0.1691,0.0016,0.2606,0.0,0.5258,0.0029,35,0.1541
failure_prediction_selection,unseen_object_shift,4,0.5401,0.0193,0.5113,0.0034,0.0743,0.0097,0.0902,0.0063,0.1688,0.0013,0.2606,0.0,0.5244,0.0026,35,0.1684
failure_prediction_selection,unseen_object_shift,5,0.5463,0.0203,0.5119,0.0039,0.0755,0.0097,0.0903,0.0059,0.1708,0.001,0.2606,0.0,0.5245,0.0022,35,0.1554
failure_prediction_selection,unseen_object_shift,6,0.5456,0.017,0.5124,0.0027,0.0745,0.0091,0.0907,0.0061,0.1697,0.0013,0.2606,0.0,0.5268,0.0037,35,0.135
failure_prediction_selection,unseen_mechanism_shift,0,0.5364,0.0185,0.4864,0.0032,0.0882,0.0113,0.0963,0.0063,0.1711,0.0014,0.2645,0.0,0.52,0.0019,35,0.169
failure_prediction_selection,unseen_mechanism_shift,1,0.5272,0.0198,0.4858,0.0037,0.0901,0.0114,0.0955,0.0071,0.1721,0.0016,0.2645,0.0,0.5219,0.0026,35,0.1711
failure_prediction_selection,unseen_mechanism_shift,2,0.5231,0.0171,0.4888,0.0033,0.0891,0.0112,0.0952,0.007,0.1727,0.0014,0.2645,0.0,0.5196,0.0025,35,0.1541
failure_prediction_selection,unseen_mechanism_shift,3,0.533,0.0173,0.487,0.004,0.0886,0.011,0.0953,0.0064,0.1717,0.0016,0.2645,0.0,0.5203,0.0029,35,0.1459
failure_prediction_selection,unseen_mechanism_shift,4,0.5313,0.019,0.4902,0.0033,0.089,0.0111,0.0956,0.0069,0.172,0.0012,0.2645,0.0,0.5204,0.0022,35,0.1663
failure_prediction_selection,unseen_mechanism_shift,5,0.5259,0.0191,0.4883,0.0032,0.0885,0.0112,0.0961,0.0067,0.1721,0.0012,0.2645,0.0,0.521,0.0024,35,0.152
failure_prediction_selection,unseen_mechanism_shift,6,0.5378,0.0212,0.4862,0.0034,0.0872,0.0113,0.0948,0.0064,0.1725,0.0012,0.2645,0.0,0.5192,0.0023,35,0.1469
failure_prediction_selection,combined_stress,0,0.5071,0.021,0.4856,0.0033,0.092,0.0117,0.1035,0.0076,0.1771,0.0014,0.2715,0.0,0.5109,0.0026,35,0.1463
failure_prediction_selection,combined_stress,1,0.5085,0.0209,0.4862,0.0032,0.0933,0.0118,0.1042,0.0072,0.1772,0.0012,0.2715,0.0,0.5095,0.0029,35,0.1602
failure_prediction_selection,combined_stress,2,0.5099,0.0211,0.4852,0.003,0.0922,0.0124,0.1034,0.0079,0.1764,0.0013,0.2715,0.0,0.5122,0.0032,35,0.1507
failure_prediction_selection,combined_stress,3,0.4969,0.0217,0.4844,0.0031,0.091,0.0123,0.103,0.0077,0.1777,0.0013,0.2715,0.0,0.5122,0.0029,35,0.1776
failure_prediction_selection,combined_stress,4,0.4949,0.0189,0.4889,0.0031,0.0932,0.0115,0.1033,0.0081,0.1768,0.0014,0.2715,0.0,0.5094,0.0025,35,0.1748
failure_prediction_selection,combined_stress,5,0.5041,0.0271,0.4835,0.0036,0.0926,0.0119,0.1032,0.0073,0.1764,0.0013,0.2715,0.0,0.5109,0.0028,35,0.169
failure_prediction_selection,combined_stress,6,0.4963,0.0184,0.4853,0.0033,0.0922,0.0119,0.1027,0.0078,0.1776,0.0014,0.2715,0.0,0.5106,0.0023,35,0.1616
proposed_mechanism_coverage_audit,nominal,0,0.6435,0.0193,0.697,0.003,0.0284,0.0032,0.0623,0.0029,0.1105,0.0014,0.1931,0.0,0.7087,0.0023,35,0.117
proposed_mechanism_coverage_audit,nominal,1,0.6697,0.0191,0.6972,0.0038,0.0294,0.003,0.0641,0.0032,0.1104,0.0014,0.1931,0.0,0.7108,0.0027,35,0.0854
proposed_mechanism_coverage_audit,nominal,2,0.6616,0.0152,0.6983,0.0035,0.0306,0.0035,0.0621,0.0035,0.1092,0.0012,0.1931,0.0,0.7118,0.0026,35,0.0765
proposed_mechanism_coverage_audit,nominal,3,0.6636,0.0158,0.6976,0.0034,0.0287,0.0035,0.0621,0.0033,0.109,0.0014,0.1931,0.0,0.7106,0.0028,35,0.0905
proposed_mechanism_coverage_audit,nominal,4,0.6701,0.0185,0.7018,0.0036,0.0289,0.0032,0.0627,0.003,0.1095,0.0014,0.1931,0.0,0.7101,0.0024,35,0.0701
proposed_mechanism_coverage_audit,nominal,5,0.665,0.0168,0.6957,0.0032,0.0297,0.0034,0.0638,0.0032,0.1103,0.0014,0.1931,0.0,0.7087,0.0031,35,0.085
proposed_mechanism_coverage_audit,nominal,6,0.6827,0.017,0.696,0.0026,0.0293,0.0032,0.0628,0.0029,0.1094,0.0013,0.1931,0.0,0.7084,0.0019,35,0.0588
proposed_mechanism_coverage_audit,seen_task_shift,0,0.6364,0.0209,0.6862,0.0031,0.0323,0.0038,0.069,0.0035,0.1158,0.0013,0.2014,0.0,0.7017,0.0026,35,0.0776
proposed_mechanism_coverage_audit,seen_task_shift,1,0.6401,0.0157,0.6833,0.0036,0.0338,0.0039,0.068,0.0038,0.1166,0.0011,0.2014,0.0,0.6983,0.0028,35,0.0847
proposed_mechanism_coverage_audit,seen_task_shift,2,0.6398,0.0194,0.6833,0.0031,0.0319,0.0045,0.068,0.0034,0.1159,0.0014,0.2014,0.0,0.7001,0.0023,35,0.0901
proposed_mechanism_coverage_audit,seen_task_shift,3,0.6228,0.0182,0.6843,0.0034,0.034,0.0037,0.0681,0.0034,0.1174,0.0015,0.2014,0.0,0.7001,0.0028,35,0.0905
proposed_mechanism_coverage_audit,seen_task_shift,4,0.6422,0.0206,0.6876,0.0036,0.0333,0.0036,0.0705,0.0029,0.116,0.0013,0.2014,0.0,0.7008,0.0024,35,0.0714
proposed_mechanism_coverage_audit,seen_task_shift,5,0.6357,0.0181,0.688,0.0031,0.033,0.0039,0.0684,0.0033,0.1165,0.0011,0.2014,0.0,0.7012,0.0023,35,0.084
proposed_mechanism_coverage_audit,seen_task_shift,6,0.6282,0.0219,0.6848,0.0031,0.0332,0.0034,0.069,0.0038,0.1168,0.0015,0.2014,0.0,0.6989,0.0025,35,0.0891
proposed_mechanism_coverage_audit,unseen_object_shift,0,0.6116,0.0158,0.6779,0.0033,0.0366,0.0046,0.0709,0.0043,0.12,0.0009,0.2065,0.0,0.6889,0.003,35,0.1051
proposed_mechanism_coverage_audit,unseen_object_shift,1,0.5946,0.0172,0.6823,0.0032,0.0356,0.0041,0.0708,0.0033,0.1205,0.0014,0.2065,0.0,0.6906,0.0026,35,0.1153
proposed_mechanism_coverage_audit,unseen_object_shift,2,0.6119,0.0163,0.6782,0.0036,0.037,0.0046,0.0697,0.0042,0.1194,0.0014,0.2065,0.0,0.6929,0.0023,35,0.0636
proposed_mechanism_coverage_audit,unseen_object_shift,3,0.6241,0.0188,0.6779,0.0032,0.0367,0.0048,0.0692,0.0034,0.1197,0.0011,0.2065,0.0,0.6925,0.0023,35,0.0786
proposed_mechanism_coverage_audit,unseen_object_shift,4,0.5997,0.0191,0.6776,0.0031,0.0358,0.0048,0.0702,0.0037,0.1203,0.0011,0.2065,0.0,0.6928,0.0023,35,0.1088
proposed_mechanism_coverage_audit,unseen_object_shift,5,0.6214,0.0163,0.6755,0.0037,0.0374,0.0042,0.0702,0.0037,0.1208,0.0014,0.2065,0.0,0.6945,0.0029,35,0.0803
proposed_mechanism_coverage_audit,unseen_object_shift,6,0.6153,0.0199,0.678,0.003,0.0368,0.0043,0.0718,0.0038,0.1194,0.0014,0.2065,0.0,0.6952,0.003,35,0.0653
proposed_mechanism_coverage_audit,unseen_mechanism_shift,0,0.5935,0.0155,0.6501,0.0038,0.044,0.0051,0.0729,0.004,0.1237,0.0015,0.2104,0.0,0.6886,0.0024,35,0.1119
proposed_mechanism_coverage_audit,unseen_mechanism_shift,1,0.5976,0.0211,0.656,0.0037,0.0426,0.0055,0.0734,0.0048,0.1246,0.0014,0.2104,0.0,0.6877,0.0023,35,0.1007
proposed_mechanism_coverage_audit,unseen_mechanism_shift,2,0.5833,0.0144,0.6545,0.0029,0.0433,0.0053,0.0731,0.0042,0.1227,0.0016,0.2104,0.0,0.6873,0.0029,35,0.0939
proposed_mechanism_coverage_audit,unseen_mechanism_shift,3,0.6027,0.0213,0.6543,0.0031,0.0428,0.0054,0.0733,0.0041,0.1239,0.0011,0.2104,0.0,0.6887,0.0028,35,0.0762
proposed_mechanism_coverage_audit,unseen_mechanism_shift,4,0.6,0.0174,0.6495,0.0038,0.0429,0.0051,0.0724,0.0037,0.1229,0.0011,0.2104,0.0,0.6868,0.0022,35,0.0976
proposed_mechanism_coverage_audit,unseen_mechanism_shift,5,0.585,0.0188,0.6514,0.0036,0.0438,0.0054,0.073,0.0044,0.123,0.0012,0.2104,0.0,0.6907,0.0021,35,0.0929
proposed_mechanism_coverage_audit,unseen_mechanism_shift,6,0.5986,0.0215,0.6549,0.0033,0.0423,0.0057,0.075,0.0046,0.1237,0.0012,0.2104,0.0,0.6882,0.0024,35,0.0861
proposed_mechanism_coverage_audit,combined_stress,0,0.5721,0.0172,0.6528,0.0032,0.0442,0.0054,0.0768,0.0048,0.1281,0.0015,0.2174,0.0,0.6776,0.0027,35,0.0813
proposed_mechanism_coverage_audit,combined_stress,1,0.5711,0.0151,0.6511,0.0033,0.045,0.0051,0.0795,0.0043,0.1276,0.0013,0.2174,0.0,0.6801,0.0028,35,0.0976
proposed_mechanism_coverage_audit,combined_stress,2,0.5912,0.0156,0.6511,0.0035,0.0467,0.0055,0.0781,0.0045,0.1296,0.0015,0.2174,0.0,0.6805,0.0026,35,0.0694
proposed_mechanism_coverage_audit,combined_stress,3,0.6044,0.018,0.6529,0.0034,0.0455,0.0053,0.0779,0.0045,0.1294,0.0013,0.2174,0.0,0.6782,0.0025,35,0.0701
proposed_mechanism_coverage_audit,combined_stress,4,0.565,0.0215,0.6542,0.0029,0.0453,0.0054,0.0788,0.0049,0.1283,0.0013,0.2174,0.0,0.6765,0.0031,35,0.1048
proposed_mechanism_coverage_audit,combined_stress,5,0.5592,0.0189,0.6539,0.0038,0.0444,0.0057,0.0781,0.0048,0.1277,0.0015,0.2174,0.0,0.6779,0.0024,35,0.1139
proposed_mechanism_coverage_audit,combined_stress,6,0.582,0.0221,0.6489,0.0031,0.0444,0.0054,0.0782,0.0045,0.1289,0.0014,0.2174,0.0,0.6787,0.0027,35,0.0759
oracle_mechanism_coverage,nominal,0,0.7605,0.0179,0.7898,0.0032,0.0104,0.002,0.0473,0.0014,0.0834,0.0013,0.1839,0.0,0.8066,0.0025,35,0.0
oracle_mechanism_coverage,nominal,1,0.7551,0.019,0.7921,0.0033,0.0097,0.0021,0.0489,0.0018,0.0855,0.0014,0.1839,0.0,0.8069,0.0029,35,0.0
oracle_mechanism_coverage,nominal,2,0.7381,0.0157,0.791,0.0041,0.0105,0.0017,0.0499,0.0017,0.0839,0.0015,0.1839,0.0,0.8078,0.0025,35,0.0
oracle_mechanism_coverage,nominal,3,0.7541,0.0174,0.7889,0.0033,0.0094,0.0018,0.0482,0.0017,0.0837,0.0011,0.1839,0.0,0.8073,0.0023,35,0.0
oracle_mechanism_coverage,nominal,4,0.7401,0.0118,0.7907,0.0035,0.0113,0.0019,0.0486,0.0015,0.0843,0.0014,0.1839,0.0,0.8094,0.0024,35,0.0
oracle_mechanism_coverage,nominal,5,0.75,0.0127,0.7899,0.0035,0.0106,0.002,0.0479,0.0024,0.084,0.0012,0.1839,0.0,0.8076,0.0029,35,0.0
oracle_mechanism_coverage,nominal,6,0.7415,0.0122,0.7903,0.0033,0.0093,0.0019,0.0478,0.0014,0.0853,0.0013,0.1839,0.0,0.8072,0.0023,35,0.0
oracle_mechanism_coverage,seen_task_shift,0,0.7139,0.0183,0.7773,0.0031,0.0117,0.0016,0.0499,0.002,0.0914,0.001,0.1923,0.0,0.7938,0.0026,35,0.0
oracle_mechanism_coverage,seen_task_shift,1,0.7248,0.0153,0.781,0.003,0.0105,0.0021,0.0494,0.0021,0.0915,0.0012,0.1923,0.0,0.7943,0.0026,35,0.0
