method,split,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
dataset_card_compliance_selection,provenance_label_shift,0.512708,0.008267,0.522511,0.000323,0.521991,0.008287,0.420005,0.000511,0.322067,0.000601,0.07453,0.000242,0.101949,0.000287,0.040682,0.000202,0.150671,0.000255,0.220322,0.0,0.146747,0.0,0.041163,0.000141,0.058845,0.000169,0.04713,0.000154,0.042255,0.000124,0.171333,0.000333,0.306319,0.011594,10
dataset_card_compliance_selection,heldout_combined_catalog_gap,0.499792,0.012437,0.502214,0.000284,0.503407,0.012404,0.41084,0.000688,0.315077,0.000539,0.083863,0.000248,0.114253,0.000291,0.043524,0.000139,0.153413,0.000188,0.223682,0.0,0.14895,0.0,0.041291,0.000193,0.067518,0.000158,0.046942,0.000191,0.045785,0.00014,0.191315,0.000316,0.324034,0.012924,10
safety_event_mining_selection,nominal_catalog,0.6275,0.013744,0.625199,0.000504,0.672697,0.013295,0.524595,0.000502,0.483804,0.000611,0.032337,0.00027,0.042092,0.000285,0.029814,0.00021,0.148404,0.000261,0.240697,0.0,0.164862,0.0,0.037515,0.000281,0.04336,0.000116,0.032687,0.00015,0.026219,0.000165,0.078813,0.000443,0.230337,0.012094,10
safety_event_mining_selection,task_shift,0.601042,0.013615,0.600362,0.000419,0.641983,0.013378,0.515619,0.0005,0.472488,0.000908,0.039654,0.000246,0.049554,0.000381,0.031758,0.000184,0.152755,0.000188,0.245977,0.0,0.168709,0.0,0.038806,0.000247,0.047508,0.000122,0.036093,0.000231,0.029758,7.3e-05,0.092699,0.000365,0.243755,0.01744,10
safety_event_mining_selection,object_shift,0.588542,0.015771,0.588495,0.000332,0.62681,0.015291,0.511093,0.000713,0.466724,0.000726,0.042115,0.000323,0.053178,0.000225,0.032638,0.000213,0.155209,0.00017,0.248857,0.0,0.170826,0.0,0.039487,0.00018,0.050159,0.00014,0.037837,0.000276,0.031528,0.000108,0.098317,0.000407,0.240669,0.016438,10
safety_event_mining_selection,embodiment_shift,0.575625,0.017442,0.574925,0.000513,0.610126,0.017249,0.502383,0.000531,0.461785,0.000539,0.049113,0.00032,0.056932,0.000388,0.036585,0.000178,0.157323,0.000191,0.251257,0.0,0.172733,0.0,0.040535,0.000203,0.06779,0.000193,0.040366,0.000202,0.034358,0.000129,0.110104,0.000344,0.248243,0.020348,10
safety_event_mining_selection,mechanism_shift,0.563958,0.021148,0.560597,0.000637,0.59497,0.020858,0.486923,0.00072,0.456159,0.000712,0.053233,0.000338,0.061627,0.000449,0.035175,0.000139,0.159738,0.000126,0.254137,0.0,0.174895,0.0,0.041286,0.000232,0.055923,0.000265,0.042265,9.7e-05,0.035422,0.000167,0.117041,0.000646,0.248444,0.02344,10
safety_event_mining_selection,sensor_modality_shift,0.56,0.012794,0.557632,0.000664,0.590788,0.012778,0.488693,0.000635,0.454113,0.001185,0.053063,0.000351,0.062609,0.000193,0.036195,0.000198,0.160421,0.000171,0.255097,0.0,0.175732,0.0,0.0418,0.000143,0.058505,0.000229,0.04426,0.000219,0.035949,0.000205,0.118118,0.000324,0.25894,0.015701,10
safety_event_mining_selection,provenance_label_shift,0.548958,0.013256,0.553574,0.000534,0.578454,0.013061,0.484636,0.000598,0.451676,0.000637,0.053739,0.000288,0.064036,0.000287,0.037986,0.000167,0.161286,0.000143,0.256057,0.0,0.177833,0.0,0.046918,0.000237,0.061048,0.000192,0.058714,0.000281,0.036963,0.000128,0.120759,0.000424,0.256992,0.016732,10
safety_event_mining_selection,heldout_combined_catalog_gap,0.534792,0.010473,0.535097,0.000411,0.55938,0.010299,0.476476,0.000589,0.444503,0.000345,0.061315,0.000274,0.06967,0.000314,0.040252,0.000205,0.164108,0.000133,0.259417,0.0,0.180027,0.0,0.046533,0.000167,0.068864,0.000156,0.058719,0.0001,0.039703,0.000129,0.133694,0.000407,0.277236,0.018387,10
label_quality_first_selection,nominal_catalog,0.604583,0.018421,0.608704,0.000194,0.636772,0.017946,0.458842,0.000273,0.365894,0.000873,0.039724,0.00033,0.05063,0.000244,0.030205,0.000234,0.136715,0.000312,0.214991,0.0,0.129813,0.0,0.031296,0.000282,0.041937,0.000179,0.029587,0.000244,0.026706,0.000153,0.092799,0.000351,0.25976,0.018025,10
label_quality_first_selection,task_shift,0.5925,0.009969,0.580659,0.000514,0.617893,0.009904,0.448993,0.000654,0.354499,0.001126,0.050852,0.000176,0.066846,0.000251,0.032543,0.000244,0.141308,0.000219,0.220271,0.0,0.133463,0.0,0.031855,0.000236,0.046262,0.000218,0.030993,0.000214,0.031289,0.000135,0.117257,0.000308,0.262483,0.006943,10
label_quality_first_selection,object_shift,0.572708,0.014085,0.569854,0.000465,0.5955,0.013955,0.444372,0.00055,0.348538,0.000653,0.052009,0.000334,0.075236,0.000246,0.033932,0.000178,0.143599,0.000323,0.223151,0.0,0.135462,0.0,0.03217,0.000229,0.049357,0.000229,0.031595,0.000198,0.033424,0.000139,0.125402,0.000388,0.265829,0.017235,10
label_quality_first_selection,embodiment_shift,0.548958,0.013977,0.555077,0.000496,0.567276,0.013772,0.43652,0.000437,0.343393,0.000681,0.058431,0.000324,0.083365,0.000256,0.037372,0.000217,0.145784,0.000255,0.225551,0.0,0.137179,0.0,0.032372,0.000159,0.068725,0.000137,0.032392,0.000152,0.036423,0.000108,0.13964,0.000429,0.286356,0.008126,10
label_quality_first_selection,mechanism_shift,0.533542,0.014766,0.53891,0.00051,0.547442,0.014721,0.420018,0.000349,0.337726,0.000833,0.065092,0.000326,0.092836,0.000308,0.037173,0.0002,0.147983,0.000199,0.228431,0.0,0.139189,0.0,0.032387,0.000134,0.055812,0.000146,0.032845,0.0002,0.03795,0.000136,0.153305,0.000429,0.289923,0.014272,10
label_quality_first_selection,sensor_modality_shift,0.536875,0.018353,0.536184,0.000367,0.55014,0.018317,0.421764,0.00044,0.334807,0.000798,0.064701,0.000347,0.095592,0.000297,0.037948,0.000169,0.148819,0.000265,0.229391,0.0,0.139907,0.0,0.032874,0.000123,0.058832,0.000159,0.033718,0.000282,0.038803,8.1e-05,0.15537,0.000451,0.294408,0.018341,10
label_quality_first_selection,provenance_label_shift,0.531875,0.023833,0.533007,0.000505,0.543966,0.023674,0.418801,0.000345,0.333159,0.000449,0.063646,0.000281,0.098701,0.000362,0.039168,0.000173,0.149774,0.000207,0.230351,0.0,0.141136,0.0,0.034635,0.000283,0.061247,9.8e-05,0.038723,0.000182,0.039566,0.000134,0.157256,0.000406,0.289728,0.024756,10
label_quality_first_selection,heldout_combined_catalog_gap,0.511667,0.014069,0.512947,0.00036,0.518057,0.013997,0.409301,0.000871,0.326147,0.000462,0.073272,0.000244,0.110526,0.000226,0.042215,0.000213,0.152395,0.000221,0.233711,0.0,0.143364,0.0,0.034631,0.000209,0.070014,0.0002,0.038832,0.000233,0.042995,0.000162,0.177275,0.000334,0.311834,0.02126,10
domain_mix_robust_selection,nominal_catalog,0.625417,0.011737,0.628147,0.000362,0.669821,0.011596,0.540457,0.000478,0.437799,0.000731,0.03866,0.000234,0.047316,0.000296,0.030556,0.00031,0.135752,0.000227,0.228073,0.0,0.150439,0.0,0.037067,0.00027,0.039742,0.00016,0.032076,0.000161,0.026219,0.000114,0.089426,0.000391,0.23104,0.012113,10
domain_mix_robust_selection,task_shift,0.604792,0.014811,0.60249,0.00044,0.643403,0.014308,0.530822,0.000452,0.426044,0.000508,0.047892,0.000212,0.060595,0.000242,0.032834,0.000193,0.140027,0.000222,0.233353,0.0,0.154266,0.0,0.037985,0.000146,0.043087,0.000223,0.035072,0.000213,0.029065,9.7e-05,0.109755,0.000344,0.243254,0.016003,10
domain_mix_robust_selection,object_shift,0.601458,0.00878,0.591917,0.000354,0.637491,0.008599,0.525731,0.000663,0.4208,0.000716,0.048611,0.000293,0.06732,0.000242,0.034178,0.000209,0.142646,0.000228,0.236233,0.0,0.156371,0.0,0.038724,0.000212,0.044852,0.000193,0.036966,0.000168,0.030447,0.000133,0.11619,0.000387,0.233726,0.011894,10
domain_mix_robust_selection,embodiment_shift,0.578125,0.014839,0.577943,0.000205,0.610501,0.014558,0.518038,0.000654,0.415988,0.00071,0.054036,0.000288,0.07377,0.000243,0.037297,0.000203,0.144729,0.000227,0.238633,0.0,0.15826,0.0,0.039831,0.000219,0.058252,0.000173,0.039323,0.000257,0.032545,0.000121,0.128013,0.000319,0.247994,0.017918,10
domain_mix_robust_selection,mechanism_shift,0.569583,0.012268,0.563353,0.000319,0.598171,0.012062,0.50113,0.000489,0.40999,0.000644,0.059075,0.000132,0.081618,0.000314,0.03722,0.000171,0.147085,0.000194,0.241513,0.0,0.160408,0.0,0.040466,0.000179,0.049366,0.000114,0.040992,0.000172,0.033584,0.000135,0.138898,0.000275,0.244528,0.009512,10
domain_mix_robust_selection,sensor_modality_shift,0.568125,0.012899,0.560106,0.00031,0.595482,0.012599,0.503323,0.000766,0.407825,0.000516,0.059057,0.000207,0.083787,0.00026,0.038018,0.000137,0.147867,0.000209,0.242473,0.0,0.161233,0.0,0.041176,0.000304,0.051422,0.000121,0.042846,0.000259,0.034019,0.000148,0.140906,0.000275,0.257631,0.011516,10
domain_mix_robust_selection,provenance_label_shift,0.552917,0.009355,0.556343,0.000361,0.579395,0.00906,0.500215,0.000701,0.406107,0.00048,0.059485,0.000197,0.086167,0.000209,0.040001,0.000198,0.148665,0.000209,0.243433,0.0,0.163242,0.0,0.045796,0.000249,0.052966,0.000186,0.056479,0.000183,0.0348,8.4e-05,0.14411,0.000202,0.255097,0.009591,10
domain_mix_robust_selection,heldout_combined_catalog_gap,0.540417,0.020563,0.537736,0.00036,0.562071,0.020509,0.490983,0.000268,0.399082,0.000431,0.066941,0.000186,0.095809,0.00036,0.042443,0.000163,0.151549,0.000188,0.246793,0.0,0.165438,0.0,0.04571,0.000162,0.058952,6.5e-05,0.056637,0.000171,0.036869,0.000137,0.16002,0.000348,0.277259,0.022409,10
causal_feature_coverage_selection,nominal_catalog,0.642292,0.008906,0.640007,0.000353,0.695804,0.008544,0.583818,0.000674,0.475246,0.000691,0.03077,0.000289,0.044713,0.000293,0.029498,0.000255,0.128633,0.000276,0.229263,0.0,0.151849,0.0,0.036164,0.000188,0.039755,0.000291,0.031826,0.000142,0.025645,0.000125,0.079053,0.000484,0.205469,0.009234,10
causal_feature_coverage_selection,task_shift,0.607083,0.009033,0.615475,0.000541,0.655383,0.008507,0.573756,0.000406,0.463867,0.000467,0.038137,0.000379,0.056463,0.000297,0.031535,0.000162,0.133002,0.000225,0.234543,0.0,0.155646,0.0,0.037164,0.000158,0.042949,0.000181,0.034174,0.000205,0.028836,0.000112,0.096252,0.000476,0.229583,0.008398,10
causal_feature_coverage_selection,object_shift,0.604583,0.014441,0.604934,0.000333,0.650989,0.014229,0.569957,0.000642,0.458075,0.000921,0.03884,0.000352,0.061815,0.000226,0.032309,0.000172,0.135249,0.000211,0.237423,0.0,0.157732,0.0,0.037761,0.000201,0.04486,0.000211,0.03581,0.000185,0.03031,0.000103,0.101356,0.000341,0.220197,0.016609,10
causal_feature_coverage_selection,embodiment_shift,0.589167,0.012838,0.592116,0.000516,0.63199,0.012403,0.561288,0.000703,0.453691,0.000519,0.043784,0.000254,0.067162,0.000354,0.035278,0.000147,0.137492,0.000152,0.239823,0.0,0.159593,0.0,0.038518,0.0002,0.058975,0.000153,0.038134,0.000317,0.032431,7.6e-05,0.111795,0.000379,0.228647,0.009474,10
causal_feature_coverage_selection,mechanism_shift,0.583958,0.017303,0.57845,0.000503,0.622809,0.016759,0.5449,0.000708,0.447809,0.00097,0.047908,0.000228,0.074259,0.000421,0.035321,0.000183,0.139726,0.000196,0.242703,0.0,0.161717,0.0,0.039004,0.000222,0.049781,0.000233,0.03975,0.000152,0.033613,0.000153,0.121263,0.000491,0.223944,0.013679,10
causal_feature_coverage_selection,sensor_modality_shift,0.586458,0.010944,0.575391,0.000468,0.625267,0.010542,0.546909,0.000666,0.445804,0.00066,0.047517,0.000402,0.07597,0.000271,0.036125,0.000265,0.140716,0.000272,0.243663,0.0,0.162524,0.0,0.039967,0.000192,0.051482,0.000195,0.041269,0.000282,0.034236,0.000134,0.122557,0.000483,0.226395,0.011902,10
causal_feature_coverage_selection,provenance_label_shift,0.566042,0.010526,0.571192,0.000473,0.603764,0.010279,0.544004,0.000396,0.444309,0.000564,0.048079,0.000266,0.078038,0.000338,0.037535,0.000234,0.141399,0.000253,0.244623,0.0,0.1644,0.0,0.043728,0.000202,0.053448,0.000163,0.05354,0.000204,0.034837,0.000119,0.125375,0.000448,0.236418,0.014139,10
causal_feature_coverage_selection,heldout_combined_catalog_gap,0.553542,0.014824,0.553629,0.000349,0.586497,0.014621,0.534369,0.000565,0.435966,0.000872,0.054495,0.00027,0.08634,0.000168,0.039751,0.000131,0.144316,0.000215,0.247983,0.0,0.166601,0.0,0.043674,0.000175,0.060025,0.00017,0.053774,0.000221,0.037141,0.000155,0.139125,0.000302,0.256755,0.014729,10
proposed_mechanism_coverage_audit_v4,nominal_catalog,0.664167,0.007743,0.660349,0.000343,0.72927,0.008126,0.637987,0.000596,0.528894,0.000484,0.021495,0.000237,0.041871,0.000281,0.028184,0.00029,0.11114,0.000229,0.215726,0.0,0.139416,0.0,0.035948,0.000125,0.039081,0.00024,0.031547,0.000162,0.024976,8.2e-05,0.06699,0.000435,0.181417,0.009459,10
proposed_mechanism_coverage_audit_v4,task_shift,0.633542,0.012541,0.637564,0.000382,0.696053,0.011715,0.627885,0.000854,0.51799,0.000786,0.027645,0.000397,0.050792,0.00022,0.029853,0.000154,0.115333,0.000232,0.221006,0.0,0.1432,0.0,0.036613,0.000208,0.042298,0.000201,0.033865,0.000188,0.027721,0.000126,0.080665,0.000469,0.197528,0.009025,10
proposed_mechanism_coverage_audit_v4,object_shift,0.621042,0.014046,0.627475,0.000477,0.681518,0.013674,0.623799,0.000797,0.511377,0.000729,0.02798,0.000271,0.054642,0.000258,0.030706,0.000234,0.117713,0.000207,0.223886,0.0,0.145279,0.0,0.037127,0.000162,0.04408,0.000282,0.03539,0.000187,0.029097,0.000188,0.084314,0.000425,0.195153,0.010397,10
proposed_mechanism_coverage_audit_v4,embodiment_shift,0.598333,0.012953,0.614936,0.000552,0.655659,0.012257,0.615399,0.000652,0.506604,0.000566,0.032225,0.000344,0.059432,0.000284,0.033447,0.000213,0.119747,0.00021,0.226286,0.0,0.147127,0.0,0.038073,0.000239,0.057232,0.000177,0.037408,0.000169,0.031122,0.000133,0.093523,0.000477,0.208465,0.012979,10
proposed_mechanism_coverage_audit_v4,mechanism_shift,0.59875,0.009473,0.60244,0.000524,0.652902,0.009093,0.598449,0.000472,0.500139,0.000571,0.034675,0.000252,0.064658,0.000216,0.032993,0.000278,0.122117,0.000255,0.229166,0.0,0.149243,0.0,0.038734,0.000156,0.048671,0.000171,0.039098,0.000225,0.032073,0.000135,0.099665,0.000444,0.199481,0.007915,10
proposed_mechanism_coverage_audit_v4,sensor_modality_shift,0.580417,0.010098,0.599039,0.000522,0.635104,0.010093,0.600688,0.000507,0.498211,0.000702,0.034795,0.000296,0.065843,0.00018,0.033646,0.000324,0.123056,0.000167,0.230126,0.0,0.150042,0.0,0.039309,0.000267,0.050351,0.000181,0.040378,0.000172,0.032521,0.000192,0.101,0.000332,0.220579,0.010517,10
proposed_mechanism_coverage_audit_v4,provenance_label_shift,0.594375,0.017548,0.594832,0.00027,0.646509,0.017366,0.597376,0.00092,0.496598,0.00096,0.035622,0.000231,0.067733,0.000133,0.035335,0.000242,0.123784,0.000162,0.231086,0.0,0.151862,0.0,0.042954,0.000151,0.052249,0.000244,0.052034,0.000186,0.033396,0.000107,0.104089,0.000348,0.20349,0.021803,10
proposed_mechanism_coverage_audit_v4,heldout_combined_catalog_gap,0.5675,0.016893,0.578733,0.000364,0.616703,0.016304,0.588479,0.000608,0.48955,0.000721,0.040643,0.000162,0.074168,0.000264,0.037102,0.000153,0.126491,0.000225,0.234446,0.0,0.154065,0.0,0.042834,0.000124,0.058082,0.0003,0.052038,0.000221,0.035383,0.00013,0.114819,0.000235,0.229951,0.011178,10
mechanism_coverage_gap_audit_v5,nominal_catalog,0.71,0.018188,0.706476,0.000437,0.794813,0.016593,0.725142,0.000722,0.600735,0.000735,0.003667,0.000175,0.036625,0.000355,0.024085,0.000132,0.087797,0.000205,0.177052,0.0,0.111725,0.0,0.032071,0.000141,0.03487,0.000217,0.028423,0.000229,0.022768,0.000143,0.043179,0.000276,0.12552,0.014365,10
mechanism_coverage_gap_audit_v5,task_shift,0.684167,0.012625,0.68571,0.000221,0.769146,0.010591,0.715807,0.000798,0.590367,0.000974,0.006449,0.000198,0.041539,0.000345,0.025257,0.000208,0.092272,0.000166,0.182332,0.0,0.115383,0.0,0.03256,0.00017,0.036664,0.000194,0.029563,0.000249,0.024396,0.000203,0.050232,0.000228,0.137094,0.011347,10
mechanism_coverage_gap_audit_v5,object_shift,0.672708,0.014577,0.675968,0.000472,0.756476,0.014286,0.710912,0.000385,0.58419,0.00075,0.006577,0.000142,0.044386,0.000243,0.025835,0.000267,0.094693,0.000163,0.185212,0.0,0.117386,0.0,0.032937,0.000203,0.037616,0.000216,0.030299,0.000231,0.025074,0.000135,0.052783,0.000235,0.13604,0.013356,10
mechanism_coverage_gap_audit_v5,embodiment_shift,0.665,0.016556,0.665587,0.000472,0.744742,0.015877,0.703354,0.00041,0.578441,0.000562,0.008346,0.000231,0.046833,0.00031,0.027133,0.000216,0.096689,0.000149,0.187612,0.0,0.119116,0.0,0.033202,0.000205,0.045064,0.000164,0.031514,0.000188,0.026104,0.000118,0.057037,0.000306,0.14167,0.019393,10
mechanism_coverage_gap_audit_v5,mechanism_shift,0.653542,0.013113,0.655104,0.000405,0.731099,0.011725,0.686817,0.000541,0.572727,0.000576,0.0097,0.000178,0.049527,0.000346,0.027038,0.000187,0.0989,0.000172,0.190492,0.0,0.121139,0.0,0.033427,0.000226,0.040105,0.000254,0.032241,8.5e-05,0.026785,0.000105,0.060364,0.000383,0.142175,0.010542,10
mechanism_coverage_gap_audit_v5,sensor_modality_shift,0.658542,0.011684,0.651642,0.000458,0.735871,0.011277,0.688952,0.000777,0.570838,0.000635,0.009631,0.000271,0.050755,0.00015,0.027507,0.000242,0.099762,0.000214,0.191452,0.0,0.121862,0.0,0.033677,0.000201,0.04117,0.000268,0.03323,0.000172,0.026876,0.000141,0.061451,0.000343,0.142081,0.011194,10
mechanism_coverage_gap_audit_v5,provenance_label_shift,0.648125,0.013217,0.647875,0.0003,0.724815,0.012095,0.685736,0.000495,0.568707,0.0008,0.010351,0.000226,0.051494,0.000259,0.0282,0.000164,0.100621,0.000204,0.192412,0.0,0.12312,0.0,0.035964,0.000197,0.04197,0.000222,0.039369,0.000175,0.027422,0.000117,0.063071,0.000383,0.146116,0.010892,10
mechanism_coverage_gap_audit_v5,heldout_combined_catalog_gap,0.642292,0.017044,0.633874,0.000489,0.717963,0.016601,0.676621,0.000743,0.561344,0.00056,0.012524,0.000319,0.055038,0.000305,0.029059,0.000238,0.103416,0.000294,0.195772,0.0,0.125341,0.0,0.035815,0.000217,0.045394,0.000167,0.039336,0.000232,0.02849,9.6e-05,0.068333,0.000511,0.147818,0.008205,10
oracle_mechanism_labeled_selector,nominal_catalog,0.793958,0.011637,0.783893,0.000345,0.876191,0.009392,0.776545,0.000352,0.649072,0.000462,6e-06,5e-06,0.033728,0.000249,0.021756,0.000209,0.072983,0.000204,0.168379,0.0,0.10548,0.0,0.029908,0.000183,0.032224,0.000137,0.026725,0.000155,0.021892,0.000138,0.03618,0.000196,0.0,0.0,10
oracle_mechanism_labeled_selector,task_shift,0.775833,0.012448,0.765372,0.000617,0.860272,0.0108,0.766543,0.000544,0.637612,0.000591,3.9e-05,2e-05,0.035572,0.000245,0.021856,0.000233,0.077254,0.000223,0.173659,0.0,0.109067,0.0,0.030066,0.000222,0.03306,0.000275,0.027376,0.000166,0.022533,0.000129,0.037646,0.000212,0.0,0.0,10
oracle_mechanism_labeled_selector,object_shift,0.754583,0.012516,0.756029,0.000248,0.839311,0.011793,0.761623,0.000587,0.632217,0.000983,5e-05,3e-05,0.036737,0.000171,0.022279,0.000211,0.079897,0.000229,0.176539,0.0,0.111027,0.0,0.030315,0.000232,0.033372,0.000167,0.027738,0.000128,0.022818,0.000179,0.038742,0.000145,0.0,0.0,10
oracle_mechanism_labeled_selector,embodiment_shift,0.744583,0.014599,0.747302,0.000502,0.828967,0.012454,0.753597,0.000654,0.626988,0.000534,0.000138,6.1e-05,0.037661,0.000329,0.02271,0.000206,0.081684,0.000201,0.178939,0.0,0.112689,0.0,0.030404,0.000146,0.03701,0.000185,0.028399,0.00019,0.023537,5.9e-05,0.039738,0.000211,0.0,0.0,10
oracle_mechanism_labeled_selector,mechanism_shift,0.728125,0.010117,0.736737,0.000617,0.81238,0.008812,0.738033,0.000617,0.621171,0.000672,0.000146,5.2e-05,0.038671,0.000369,0.022677,0.000204,0.084148,0.000221,0.181819,0.0,0.114658,0.0,0.03053,0.000206,0.03481,0.00019,0.028714,0.000228,0.02346,9.8e-05,0.040487,0.000315,0.0,0.0,10
oracle_mechanism_labeled_selector,sensor_modality_shift,0.737292,0.009241,0.73408,0.0003,0.821479,0.007371,0.739639,0.000861,0.618673,0.000936,0.000165,5.9e-05,0.038966,0.000165,0.022977,0.000173,0.084987,0.000132,0.182779,0.0,0.115338,0.0,0.030901,0.00019,0.035291,0.000187,0.028905,0.000226,0.023888,0.000174,0.040878,0.000219,0.0,0.0,10
oracle_mechanism_labeled_selector,provenance_label_shift,0.724167,0.014484,0.730025,0.000513,0.807879,0.011461,0.736798,0.000489,0.617062,0.000626,0.000192,6.2e-05,0.039121,0.000274,0.023292,0.000161,0.08584,0.00015,0.183739,0.0,0.116277,0.0,0.031727,0.000198,0.03573,0.000231,0.031844,0.000256,0.024008,0.000158,0.041179,0.000186,0.0,0.0,10
oracle_mechanism_labeled_selector,heldout_combined_catalog_gap,0.728125,0.016302,0.718239,0.000314,0.811777,0.014822,0.727641,0.000642,0.609361,0.000653,0.000433,7e-05,0.040638,0.000282,0.023691,0.000172,0.088514,0.000237,0.187099,0.0,0.118508,0.0,0.031569,0.000241,0.037325,0.000192,0.03197,0.000189,0.024473,0.000126,0.042758,0.000297,0.0,0.0,10
