risk_budget,method,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,fixed_risk_covered,fixed_risk_covered_ci95,fixed_risk_success,fixed_risk_success_ci95,fixed_risk_utility,fixed_risk_utility_ci95,groups
0.062,oracle_mechanism_labeled_selector,5,0.729167,0.037828,0.719452,0.002945,0.813125,0.033668,0.733167,0.002059,0.610266,0.001998,0.000302,0.000233,0.040615,0.001124,0.023901,0.000778,0.088462,0.000657,0.187099,0.0,0.118456,0.000155,0.03158,0.000755,0.036029,0.000837,0.031696,0.000771,0.024493,0.000493,0.042714,0.001155,0.0,0.0,1.0,0.0,0.729167,0.037828,0.813125,0.033668,80
0.062,oracle_mechanism_labeled_selector,6,0.722917,0.044235,0.71787,0.003089,0.804391,0.039975,0.73334,0.002037,0.609274,0.002164,0.000276,0.000227,0.040543,0.001124,0.022921,0.000761,0.088211,0.000701,0.187099,0.0,0.118456,0.000155,0.031127,0.000824,0.036329,0.0008,0.031935,0.000669,0.024419,0.000414,0.042144,0.001021,0.0,0.0,1.0,0.0,0.722917,0.044235,0.804391,0.039975,80
0.062,oracle_mechanism_labeled_selector,7,0.714583,0.039921,0.718298,0.003124,0.797317,0.035332,0.733036,0.001874,0.609577,0.002026,0.000138,0.000192,0.039997,0.001178,0.023694,0.000711,0.088631,0.000635,0.187099,0.0,0.118456,0.000155,0.031115,0.000832,0.035865,0.000865,0.031419,0.000685,0.024568,0.000485,0.041984,0.001074,0.0,0.0,1.0,0.0,0.714583,0.039921,0.797317,0.035332,80
0.062,oracle_mechanism_labeled_selector,8,0.720833,0.038885,0.718496,0.002678,0.802608,0.033798,0.734945,0.001734,0.610716,0.001858,0.000201,0.000196,0.040507,0.001068,0.022789,0.00081,0.088738,0.000681,0.187099,0.0,0.118456,0.000155,0.031449,0.000936,0.037056,0.000803,0.031318,0.000724,0.024558,0.000471,0.041975,0.001105,0.0,0.0,1.0,0.0,0.720833,0.038885,0.802608,0.033798,80
0.062,oracle_mechanism_labeled_selector,9,0.739583,0.040613,0.717937,0.003174,0.823393,0.037018,0.731537,0.002103,0.61127,0.001922,0.000234,0.000261,0.040596,0.001069,0.023915,0.000715,0.088574,0.000657,0.187099,0.0,0.118456,0.000155,0.030812,0.000911,0.036513,0.000803,0.031566,0.000772,0.024531,0.000541,0.042639,0.000967,0.0,0.0,1.0,0.0,0.739583,0.040613,0.823393,0.037018,80
0.066,trajectory_count_selection,0,0.420833,0.04648,0.396618,0.011296,0.370082,0.046397,0.18427,0.001949,0.127975,0.00212,0.152508,0.010717,0.166001,0.009282,0.064886,0.004617,0.216947,0.000579,0.102598,0.0,0.090275,0.001239,0.057233,0.004235,0.100333,0.004992,0.075477,0.002557,0.064921,0.001321,0.309451,0.019424,0.446822,0.049336,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,1,0.422917,0.0486,0.397786,0.011313,0.373217,0.048395,0.184386,0.001667,0.125184,0.002296,0.151387,0.010837,0.165477,0.009274,0.063321,0.004445,0.216837,0.000603,0.102598,0.0,0.090275,0.001239,0.056702,0.004147,0.0994,0.004703,0.075768,0.002489,0.064648,0.001204,0.307154,0.019435,0.432099,0.056185,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,2,0.385417,0.042937,0.397466,0.011416,0.336494,0.042788,0.18334,0.001686,0.129101,0.002589,0.151796,0.010706,0.165236,0.009201,0.063281,0.004664,0.21719,0.00068,0.102598,0.0,0.090275,0.001239,0.056862,0.004077,0.100302,0.004782,0.076026,0.002618,0.064997,0.001275,0.307364,0.019319,0.473717,0.050751,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,3,0.452083,0.046921,0.397518,0.011372,0.400793,0.047722,0.185114,0.002012,0.127569,0.001924,0.15219,0.010538,0.165146,0.00921,0.064364,0.004598,0.217287,0.000627,0.102598,0.0,0.090275,0.001239,0.056998,0.004249,0.099939,0.004916,0.075713,0.002467,0.064726,0.001257,0.308231,0.019093,0.423174,0.057978,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,4,0.397917,0.048443,0.397402,0.011521,0.350708,0.047738,0.184292,0.001906,0.127564,0.002396,0.151901,0.010728,0.165737,0.009388,0.06354,0.00462,0.21691,0.000759,0.102598,0.0,0.090275,0.001239,0.056493,0.004134,0.099829,0.005057,0.075813,0.002561,0.064325,0.001374,0.307974,0.019495,0.445984,0.047479,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,5,0.43125,0.043755,0.396959,0.011364,0.381072,0.043807,0.183934,0.001831,0.127676,0.002117,0.152283,0.010911,0.166085,0.009447,0.063562,0.004601,0.216561,0.000745,0.102598,0.0,0.090275,0.001239,0.056887,0.004212,0.099492,0.004826,0.076175,0.002469,0.064533,0.001263,0.308628,0.019667,0.435435,0.052421,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,6,0.429167,0.048541,0.398492,0.011387,0.379951,0.048979,0.184603,0.0021,0.127927,0.002354,0.152147,0.010814,0.165004,0.009352,0.064394,0.004594,0.216987,0.000669,0.102598,0.0,0.090275,0.001239,0.056977,0.004102,0.099893,0.005003,0.076044,0.002529,0.064857,0.001236,0.308097,0.019501,0.440049,0.0571,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,7,0.397917,0.040048,0.396981,0.01124,0.348117,0.040103,0.184621,0.001684,0.127826,0.002133,0.152617,0.010863,0.165982,0.009368,0.063198,0.004463,0.217347,0.000687,0.102598,0.0,0.090275,0.001239,0.057282,0.004122,0.099855,0.004884,0.075636,0.002515,0.065008,0.00126,0.308702,0.019452,0.452379,0.048749,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,8,0.38125,0.046559,0.397131,0.011129,0.333959,0.046394,0.18164,0.002073,0.127176,0.002393,0.151667,0.010915,0.165817,0.009426,0.063642,0.004586,0.216045,0.000598,0.102598,0.0,0.090275,0.001239,0.056576,0.004182,0.099862,0.004894,0.075567,0.00268,0.064573,0.001264,0.30785,0.019646,0.471785,0.05797,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,trajectory_count_selection,9,0.377083,0.040571,0.396965,0.011849,0.327811,0.04108,0.184887,0.001904,0.129011,0.00236,0.151743,0.010837,0.165554,0.00932,0.063574,0.004635,0.216713,0.000637,0.102598,0.0,0.090275,0.001239,0.056916,0.004043,0.098925,0.004934,0.07567,0.002731,0.064501,0.00128,0.307695,0.019519,0.50248,0.049496,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,0,0.422917,0.04719,0.423006,0.010681,0.383935,0.046279,0.231613,0.002154,0.162408,0.002245,0.139748,0.009869,0.155855,0.008757,0.061403,0.004377,0.205959,0.000677,0.133786,0.0,0.109286,0.00119,0.055116,0.004001,0.095432,0.004827,0.074244,0.002632,0.061588,0.001191,0.287341,0.018051,0.43837,0.051796,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,1,0.402083,0.045272,0.422836,0.010817,0.362043,0.045719,0.231216,0.002076,0.164268,0.002332,0.139373,0.010079,0.156205,0.008684,0.061398,0.004145,0.206175,0.000637,0.133786,0.0,0.109286,0.00119,0.055324,0.003849,0.095411,0.004687,0.073858,0.002556,0.061551,0.001212,0.287226,0.018121,0.444666,0.053278,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,2,0.454167,0.043864,0.423782,0.010865,0.413017,0.044953,0.231164,0.001853,0.165514,0.002254,0.139806,0.010136,0.155821,0.008685,0.060987,0.004332,0.206484,0.000722,0.133786,0.0,0.109286,0.00119,0.055428,0.003868,0.095279,0.004699,0.07406,0.00268,0.061878,0.001267,0.287165,0.018259,0.400449,0.050703,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,3,0.395833,0.045895,0.4238,0.010881,0.35547,0.045478,0.231366,0.001907,0.164188,0.002112,0.140301,0.010032,0.155425,0.008566,0.060667,0.004413,0.205857,0.00069,0.133786,0.0,0.109286,0.00119,0.055523,0.004087,0.094645,0.004731,0.07394,0.002373,0.061643,0.00117,0.287203,0.018062,0.466798,0.056561,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,4,0.39375,0.041599,0.423065,0.010987,0.353074,0.041381,0.230843,0.001763,0.163881,0.002303,0.140856,0.010007,0.155939,0.008623,0.061484,0.00431,0.206407,0.000633,0.133786,0.0,0.109286,0.00119,0.055921,0.003921,0.095982,0.004556,0.074066,0.002501,0.061675,0.001221,0.288552,0.018075,0.445771,0.054033,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,5,0.408333,0.04105,0.423788,0.010621,0.366563,0.041544,0.232522,0.002012,0.165134,0.002196,0.14155,0.010119,0.156856,0.008754,0.060955,0.004324,0.205919,0.00069,0.133786,0.0,0.109286,0.00119,0.055611,0.004043,0.095475,0.004654,0.073376,0.002584,0.061545,0.001181,0.28967,0.018241,0.455404,0.049833,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,6,0.402083,0.041781,0.422835,0.010857,0.360593,0.042379,0.230261,0.002064,0.163802,0.001928,0.140494,0.010062,0.156927,0.008706,0.06033,0.00447,0.206147,0.00057,0.133786,0.0,0.109286,0.00119,0.055713,0.004003,0.095779,0.004559,0.073736,0.002454,0.061638,0.00118,0.288355,0.018238,0.456322,0.052398,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,7,0.41875,0.041088,0.423187,0.010529,0.376692,0.041246,0.229775,0.002096,0.163886,0.002231,0.140563,0.010105,0.155839,0.008753,0.06151,0.00437,0.205876,0.000711,0.133786,0.0,0.109286,0.00119,0.055703,0.003978,0.095923,0.004666,0.07402,0.002431,0.061622,0.001181,0.288197,0.018238,0.424697,0.04934,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,8,0.41875,0.043094,0.424104,0.01065,0.376573,0.043869,0.230862,0.001973,0.164586,0.002157,0.139693,0.010052,0.155338,0.008566,0.061275,0.004346,0.206459,0.000609,0.133786,0.0,0.109286,0.00119,0.056041,0.003885,0.09569,0.0046,0.073861,0.002558,0.061563,0.00115,0.286834,0.018085,0.432244,0.052421,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,task_count_selection,9,0.425,0.040636,0.422794,0.010616,0.384538,0.040306,0.232652,0.00226,0.164435,0.002219,0.140056,0.010037,0.156419,0.008734,0.0613,0.004479,0.205928,0.000607,0.133786,0.0,0.109286,0.00119,0.055076,0.003939,0.095641,0.004617,0.073502,0.002551,0.061283,0.001214,0.288021,0.018204,0.448994,0.05346,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,0,0.433333,0.045609,0.448818,0.010021,0.402439,0.045957,0.28141,0.002236,0.191056,0.002079,0.127814,0.008936,0.150766,0.008121,0.055037,0.003641,0.199351,0.000667,0.153538,0.0,0.116536,0.001151,0.054958,0.003847,0.080123,0.002999,0.071865,0.002515,0.057563,0.001067,0.268407,0.016335,0.413529,0.053459,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,1,0.439583,0.041599,0.447974,0.009748,0.408012,0.042266,0.277292,0.001976,0.189771,0.002071,0.128061,0.009187,0.149885,0.008265,0.05485,0.003809,0.198908,0.00067,0.153538,0.0,0.116536,0.001151,0.054528,0.003788,0.080808,0.003155,0.071959,0.002397,0.057512,0.001016,0.2679,0.016774,0.396092,0.048163,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,2,0.46875,0.043133,0.447324,0.009776,0.438751,0.042849,0.280311,0.001985,0.189426,0.00215,0.127534,0.009029,0.14907,0.008199,0.055638,0.003751,0.199429,0.000653,0.153538,0.0,0.116536,0.001151,0.05441,0.003852,0.080787,0.003043,0.072719,0.002405,0.057817,0.001053,0.267155,0.016513,0.376938,0.049025,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,3,0.45625,0.045291,0.449313,0.009689,0.424022,0.046157,0.277051,0.00196,0.18928,0.002208,0.127905,0.008892,0.149882,0.008164,0.055779,0.003758,0.199055,0.000582,0.153538,0.0,0.116536,0.001151,0.054627,0.00376,0.080654,0.003016,0.072015,0.002349,0.057859,0.001047,0.268207,0.016414,0.408447,0.05148,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,4,0.4125,0.051642,0.448271,0.009758,0.383507,0.051485,0.278714,0.001808,0.188931,0.002458,0.127116,0.009041,0.149127,0.008081,0.054715,0.003605,0.199237,0.000742,0.153538,0.0,0.116536,0.001151,0.054805,0.003926,0.080543,0.003007,0.071819,0.002477,0.057335,0.001058,0.266319,0.016333,0.418722,0.055379,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,5,0.452083,0.039496,0.448822,0.009692,0.421409,0.039517,0.278781,0.00188,0.188056,0.001982,0.127683,0.009087,0.14912,0.00832,0.055062,0.003747,0.199316,0.000617,0.153538,0.0,0.116536,0.001151,0.055158,0.003861,0.080795,0.003085,0.072446,0.002353,0.05761,0.001098,0.267054,0.016649,0.401393,0.048562,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,6,0.441667,0.048654,0.448915,0.010135,0.411486,0.049113,0.278584,0.001751,0.190649,0.002176,0.127061,0.009094,0.149486,0.008423,0.05514,0.00362,0.199082,0.000685,0.153538,0.0,0.116536,0.001151,0.05499,0.003872,0.080876,0.003184,0.072623,0.002413,0.057378,0.001085,0.266746,0.016721,0.402411,0.058123,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,7,0.439583,0.043192,0.448355,0.010201,0.409357,0.043178,0.278693,0.002174,0.190761,0.002136,0.127648,0.008993,0.149458,0.00819,0.055536,0.00374,0.199954,0.000725,0.153538,0.0,0.116536,0.001151,0.054308,0.003878,0.080621,0.003111,0.072606,0.002445,0.057177,0.001158,0.26751,0.016456,0.391915,0.049282,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,8,0.4375,0.045153,0.449082,0.010188,0.406835,0.045352,0.277654,0.001683,0.192717,0.00221,0.127068,0.00909,0.149668,0.00818,0.055439,0.003729,0.199189,0.000637,0.153538,0.0,0.116536,0.001151,0.05466,0.003852,0.080657,0.003031,0.07162,0.002323,0.057556,0.001071,0.267039,0.016588,0.401079,0.0529,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embodiment_count_selection,9,0.420833,0.051968,0.44801,0.009885,0.392092,0.051482,0.279474,0.002015,0.192001,0.001924,0.127942,0.008973,0.150503,0.008353,0.055058,0.003839,0.199441,0.000697,0.153538,0.0,0.116536,0.001151,0.055092,0.00381,0.080541,0.003192,0.072087,0.002392,0.057232,0.001071,0.268348,0.016566,0.451812,0.057928,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,0,0.410417,0.041477,0.454754,0.009399,0.38868,0.04167,0.31545,0.001911,0.233487,0.002023,0.117093,0.008412,0.140837,0.007557,0.055691,0.003649,0.176461,0.000612,0.173694,0.0,0.133743,0.001005,0.052108,0.003208,0.08465,0.003824,0.066313,0.002124,0.05505,0.001017,0.250566,0.015448,0.427542,0.046301,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,1,0.439583,0.045847,0.452894,0.009274,0.418207,0.046395,0.313634,0.002097,0.231053,0.002381,0.118075,0.008577,0.13952,0.007607,0.055346,0.00382,0.1763,0.00063,0.173694,0.0,0.133743,0.001005,0.051088,0.003447,0.084679,0.003823,0.066116,0.002022,0.055162,0.000999,0.250389,0.01573,0.399618,0.0553,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,2,0.495833,0.044247,0.452685,0.009363,0.473593,0.044383,0.314543,0.002053,0.231356,0.002195,0.116409,0.008471,0.140119,0.007578,0.054715,0.003781,0.176599,0.000672,0.173694,0.0,0.133743,0.001005,0.051836,0.003473,0.084108,0.003859,0.065767,0.002089,0.054624,0.001075,0.248856,0.015528,0.347141,0.049304,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,3,0.39375,0.039942,0.453949,0.009204,0.372221,0.039844,0.314572,0.001929,0.233068,0.001929,0.116834,0.008402,0.140092,0.007535,0.055487,0.00378,0.176786,0.000593,0.173694,0.0,0.133743,0.001005,0.051603,0.003387,0.08344,0.00376,0.066468,0.002171,0.054928,0.001028,0.249646,0.015455,0.445961,0.047417,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,4,0.44375,0.038958,0.453943,0.009365,0.421871,0.039542,0.315161,0.001772,0.23293,0.002248,0.116257,0.00852,0.140183,0.00748,0.055295,0.003664,0.176374,0.000629,0.173694,0.0,0.133743,0.001005,0.050985,0.003398,0.084645,0.003973,0.065657,0.002135,0.054616,0.000972,0.249041,0.01546,0.381021,0.049943,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,5,0.495833,0.050318,0.454001,0.009622,0.474102,0.05042,0.313361,0.001848,0.233825,0.002254,0.117012,0.008307,0.140117,0.007798,0.054895,0.003708,0.175966,0.000678,0.173694,0.0,0.133743,0.001005,0.051665,0.003426,0.084113,0.003891,0.066233,0.002054,0.055138,0.000953,0.249547,0.015527,0.350351,0.05221,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,6,0.452083,0.043562,0.453481,0.0094,0.429921,0.043846,0.314187,0.001739,0.232103,0.002245,0.116738,0.008428,0.139833,0.007753,0.055009,0.00383,0.175689,0.000635,0.173694,0.0,0.133743,0.001005,0.051441,0.003431,0.084433,0.003863,0.065906,0.002031,0.054688,0.001022,0.249118,0.015664,0.390635,0.051057,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,7,0.404167,0.050585,0.45396,0.009392,0.384287,0.050114,0.314067,0.001863,0.232366,0.002231,0.117153,0.00857,0.140079,0.007657,0.055141,0.003627,0.176778,0.000579,0.173694,0.0,0.133743,0.001005,0.051919,0.003476,0.084317,0.003864,0.066323,0.002174,0.054721,0.001061,0.249783,0.015619,0.418645,0.052361,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,8,0.452083,0.046195,0.454878,0.009507,0.430681,0.04626,0.313968,0.002143,0.233349,0.002307,0.117053,0.008546,0.140608,0.007546,0.055253,0.003711,0.175326,0.000558,0.173694,0.0,0.133743,0.001005,0.051337,0.003396,0.084709,0.00378,0.065832,0.002147,0.055066,0.001056,0.250135,0.01558,0.387217,0.052713,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,random_balanced_selection,9,0.447917,0.047422,0.453783,0.00942,0.426389,0.047338,0.314925,0.001905,0.233546,0.002098,0.117495,0.008545,0.140586,0.007452,0.055179,0.003664,0.176168,0.000707,0.173694,0.0,0.133743,0.001005,0.050997,0.00336,0.083901,0.00371,0.066223,0.002298,0.05432,0.001079,0.250524,0.015458,0.408693,0.05174,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,0,0.45,0.048061,0.486494,0.00854,0.441334,0.04828,0.379067,0.001947,0.275277,0.002162,0.102871,0.007618,0.131161,0.006898,0.052561,0.003367,0.160082,0.00067,0.20771,0.0,0.144433,0.000956,0.050296,0.003223,0.078653,0.003564,0.06411,0.001989,0.051107,0.000924,0.227523,0.014024,0.384542,0.053181,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,1,0.491667,0.04105,0.486572,0.008771,0.482257,0.041238,0.380035,0.001708,0.275512,0.002428,0.102976,0.00749,0.130611,0.006868,0.052544,0.003479,0.160386,0.000688,0.20771,0.0,0.144433,0.000956,0.050192,0.003209,0.079237,0.003482,0.064399,0.002085,0.050379,0.000973,0.227207,0.013875,0.32601,0.046025,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,2,0.491667,0.049616,0.487961,0.008455,0.482587,0.050459,0.377656,0.001771,0.275868,0.00203,0.102082,0.007563,0.131275,0.006719,0.051967,0.003453,0.16041,0.000717,0.20771,0.0,0.144433,0.000956,0.049901,0.003172,0.078589,0.003533,0.063634,0.002113,0.050752,0.000929,0.226522,0.013841,0.336773,0.047586,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,3,0.50625,0.049461,0.486602,0.009062,0.497715,0.049771,0.378805,0.001936,0.275551,0.002512,0.101788,0.007472,0.130667,0.006919,0.052275,0.003424,0.161155,0.000642,0.20771,0.0,0.144433,0.000956,0.050669,0.003112,0.078014,0.003504,0.064591,0.00204,0.050779,0.00096,0.225926,0.013946,0.343894,0.055993,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,4,0.4875,0.045674,0.487244,0.008354,0.478673,0.046143,0.376774,0.002002,0.276474,0.002398,0.102619,0.007672,0.130129,0.006988,0.052294,0.003443,0.160452,0.000684,0.20771,0.0,0.144433,0.000956,0.049803,0.003197,0.078311,0.00348,0.064274,0.00204,0.050902,0.001044,0.226362,0.014199,0.332597,0.052346,0.0125,0.0245,0.010417,0.020417,0.010679,0.02093,80
0.066,embedding_diversity_selection,5,0.454167,0.044247,0.487157,0.008587,0.445394,0.0441,0.378687,0.001676,0.275409,0.001997,0.10204,0.007539,0.130693,0.006852,0.052569,0.003268,0.160631,0.000667,0.20771,0.0,0.144433,0.000956,0.050076,0.003027,0.078951,0.003565,0.064486,0.001895,0.050734,0.000964,0.226344,0.013812,0.379735,0.047538,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,6,0.470833,0.047129,0.486428,0.008712,0.461546,0.047877,0.380627,0.001986,0.275126,0.002121,0.102922,0.007624,0.130625,0.006825,0.052454,0.003536,0.160858,0.000601,0.20771,0.0,0.144433,0.000956,0.050341,0.003086,0.078244,0.003376,0.064226,0.002144,0.050718,0.000978,0.227117,0.014018,0.362343,0.052224,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,7,0.46875,0.044292,0.487292,0.008661,0.459736,0.044958,0.378982,0.002047,0.27843,0.002031,0.102785,0.007401,0.131059,0.006955,0.052222,0.003434,0.161177,0.000671,0.20771,0.0,0.144433,0.000956,0.050613,0.003273,0.077783,0.003438,0.063965,0.001946,0.051091,0.001038,0.227191,0.013808,0.347296,0.045407,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,8,0.460417,0.039942,0.487647,0.008341,0.4514,0.040115,0.379128,0.001938,0.278225,0.002158,0.102728,0.007619,0.130489,0.006848,0.052455,0.0034,0.160579,0.000646,0.20771,0.0,0.144433,0.000956,0.050038,0.003247,0.078492,0.00344,0.064252,0.002062,0.05088,0.000944,0.226823,0.013968,0.359517,0.048937,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,embedding_diversity_selection,9,0.529167,0.04417,0.486799,0.008316,0.520392,0.044017,0.380698,0.001969,0.27671,0.001849,0.101943,0.007614,0.130634,0.006954,0.051835,0.003455,0.160757,0.000595,0.20771,0.0,0.144433,0.000956,0.05004,0.00317,0.078244,0.003473,0.064278,0.001928,0.050485,0.00092,0.225836,0.014113,0.3305,0.048381,0.0,0.0,0.0,0.0,0.0,0.0,80
0.066,uncertainty_sampling,0,0.477083,0.043774,0.502817,0.007764,0.479583,0.044062,0.40996,0.00206,0.337152,0.002403,0.086718,0.006674,0.10607,0.005277,0.046751,0.003032,0.166859,0.000681,0.237351,0.0,0.163763,0.000906,0.049369,0.003141,0.074888,0.003349,0.061801,0.001981,0.046767,0.000944,0.189646,0.011705,0.342988,0.053058,0.0125,0.0245,0.00625,0.01225,0.006577,0.012891,80
0.066,uncertainty_sampling,1,0.541667,0.04368,0.502555,0.007633,0.543337,0.043599,0.409432,0.001953,0.335,0.002175,0.086866,0.006791,0.105902,0.00535,0.046947,0.002858,0.166849,0.000666,0.237351,0.0,0.163763,0.000906,0.049545,0.003021,0.075083,0.003372,0.06212,0.001901,0.047465,0.000906,0.189766,0.011809,0.271183,0.048554,0.025,0.034428,0.004167,0.008167,0.0048,0.008835,80
0.066,uncertainty_sampling,2,0.495833,0.051642,0.503267,0.007341,0.498045,0.051801,0.410361,0.002019,0.334791,0.00196,0.086699,0.006858,0.106626,0.005202,0.047591,0.002979,0.167026,0.000643,0.237351,0.0,0.163763,0.000906,0.049183,0.002963,0.074616,0.003396,0.06209,0.001909,0.047494,0.00089,0.190464,0.011836,0.332153,0.050015,0.025,0.034428,0.0125,0.018169,0.013199,0.01907,80
0.066,uncertainty_sampling,3,0.529167,0.043399,0.502202,0.007871,0.530822,0.043614,0.409107,0.001663,0.335873,0.002003,0.087488,0.00688,0.106851,0.005408,0.047573,0.002956,0.166811,0.000649,0.237351,0.0,0.163763,0.000906,0.049039,0.002999,0.075415,0.003416,0.062037,0.001927,0.047629,0.000917,0.191413,0.01196,0.312661,0.052497,0.025,0.034428,0.016667,0.022952,0.017314,0.023843,80
0.066,uncertainty_sampling,4,0.45625,0.043387,0.504597,0.007551,0.457885,0.044087,0.408155,0.001649,0.333352,0.002459,0.087328,0.006743,0.106111,0.005275,0.047428,0.002873,0.166999,0.000662,0.237351,0.0,0.163763,0.000906,0.049146,0.003194,0.075336,0.003502,0.062604,0.001984,0.04796,0.000848,0.190626,0.011703,0.348467,0.05083,0.0125,0.0245,0.008333,0.016333,0.008671,0.016995,80
0.066,uncertainty_sampling,5,0.491667,0.044218,0.502607,0.007475,0.493474,0.044504,0.409133,0.001717,0.334348,0.002462,0.087879,0.006886,0.106007,0.00525,0.047468,0.002908,0.166379,0.000619,0.237351,0.0,0.163763,0.000906,0.04872,0.003175,0.075273,0.003453,0.062573,0.00203,0.047806,0.000903,0.191118,0.011859,0.328544,0.055329,0.0125,0.0245,0.010417,0.020417,0.010751,0.021072,80
0.066,uncertainty_sampling,6,0.491667,0.045349,0.502061,0.007731,0.493467,0.045496,0.408814,0.001852,0.336151,0.002234,0.087313,0.006785,0.106077,0.005257,0.047137,0.002886,0.167117,0.000633,0.237351,0.0,0.163763,0.000906,0.049154,0.003032,0.074877,0.003386,0.062197,0.001884,0.048024,0.000853,0.190439,0.011775,0.328038,0.052829,0.0125,0.0245,0.00625,0.01225,0.006582,0.0129,80
0.066,uncertainty_sampling,7,0.520833,0.042851,0.503307,0.007609,0.522819,0.043579,0.409491,0.002093,0.334251,0.00207,0.087376,0.006728,0.106362,0.005375,0.047592,0.003056,0.166739,0.00061,0.237351,0.0,0.163763,0.000906,0.049298,0.003015,0.075048,0.003445,0.062138,0.001927,0.047727,0.000862,0.190943,0.011866,0.287079,0.044744,0.0125,0.0245,0.008333,0.016333,0.008628,0.01691,80
0.066,uncertainty_sampling,8,0.483333,0.043719,0.502553,0.007752,0.485854,0.044145,0.410494,0.002068,0.335957,0.00225,0.087198,0.006791,0.106236,0.005208,0.046575,0.003001,0.16699,0.00062,0.237351,0.0,0.163763,0.000906,0.04854,0.003047,0.075011,0.003338,0.06216,0.002105,0.047839,0.00088,0.190163,0.011751,0.334087,0.047735,0.025,0.034428,0.016667,0.023676,0.017349,0.024579,80
