method,split,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
random_balanced_selection,embodiment_shift,5,0.4875,0.043008,0.499237,0.008233,0.478692,0.04385,0.336512,0.00208,0.2502,0.002065,0.100562,0.006861,0.103513,0.005204,0.048777,0.003105,0.16943,0.000632,0.165534,0.0,0.126191,0.000706,0.044546,0.002407,0.088647,0.004055,0.044827,0.001579,0.045553,0.000854,0.202585,0.011947,0.36704,0.052347,80
random_balanced_selection,embodiment_shift,6,0.485417,0.041983,0.499344,0.008012,0.47658,0.042442,0.335444,0.001783,0.249182,0.002464,0.100097,0.007131,0.103765,0.005048,0.049548,0.00305,0.170127,0.000635,0.165534,0.0,0.126191,0.000706,0.044581,0.002446,0.087793,0.004094,0.045257,0.001428,0.045194,0.000839,0.202695,0.012076,0.343868,0.053307,80
random_balanced_selection,embodiment_shift,7,0.502083,0.04557,0.498599,0.008123,0.493244,0.046044,0.335879,0.001894,0.248843,0.002183,0.099922,0.007004,0.1039,0.005248,0.047869,0.003156,0.170126,0.000528,0.165534,0.0,0.126191,0.000706,0.044609,0.002387,0.087401,0.003987,0.045842,0.001491,0.045533,0.000873,0.201782,0.012088,0.343989,0.045603,80
random_balanced_selection,embodiment_shift,8,0.475,0.039456,0.498025,0.007927,0.465639,0.039666,0.333541,0.001777,0.249336,0.002059,0.101587,0.007103,0.103985,0.005073,0.048643,0.00305,0.169539,0.000698,0.165534,0.0,0.126191,0.000706,0.044725,0.002452,0.088549,0.004084,0.044879,0.001444,0.04599,0.000809,0.203897,0.012087,0.359235,0.045602,80
random_balanced_selection,embodiment_shift,9,0.495833,0.050318,0.499215,0.008136,0.487239,0.050352,0.336448,0.00168,0.250713,0.002245,0.100377,0.007117,0.104338,0.005038,0.048885,0.003129,0.169624,0.000689,0.165534,0.0,0.126191,0.000706,0.044525,0.002414,0.087515,0.004045,0.04543,0.001518,0.045481,0.000907,0.203073,0.012023,0.329694,0.052808,80
random_balanced_selection,mechanism_shift,0,0.50625,0.045551,0.480454,0.008388,0.492242,0.045688,0.316919,0.002111,0.243931,0.002017,0.107996,0.007646,0.11749,0.005936,0.047612,0.00311,0.171574,0.000683,0.168414,0.0,0.128432,0.000752,0.045838,0.002597,0.068853,0.003173,0.047675,0.001646,0.047933,0.000874,0.219919,0.013223,0.352229,0.050272,80
random_balanced_selection,mechanism_shift,1,0.529167,0.04677,0.480296,0.008195,0.515051,0.046617,0.318297,0.001883,0.243864,0.002015,0.10773,0.007553,0.116992,0.006025,0.048852,0.003122,0.172154,0.000689,0.168414,0.0,0.128432,0.000752,0.045418,0.002553,0.069685,0.003079,0.048073,0.001637,0.047887,0.000929,0.2199,0.013175,0.30572,0.049354,80
random_balanced_selection,mechanism_shift,2,0.495833,0.042296,0.480787,0.008314,0.481515,0.042701,0.319688,0.001846,0.241704,0.002456,0.107993,0.00769,0.118053,0.006002,0.048211,0.003093,0.172306,0.000663,0.168414,0.0,0.128432,0.000752,0.046267,0.002628,0.0691,0.002921,0.047916,0.001625,0.047861,0.000889,0.220638,0.013325,0.334823,0.051184,80
random_balanced_selection,mechanism_shift,3,0.48125,0.041902,0.480752,0.008506,0.467275,0.042458,0.3188,0.002072,0.243726,0.002138,0.108553,0.007605,0.1166,0.005905,0.047816,0.003024,0.171614,0.000689,0.168414,0.0,0.128432,0.000752,0.046216,0.002536,0.069605,0.003117,0.047654,0.001696,0.047959,0.0009,0.219912,0.01312,0.352159,0.046482,80
random_balanced_selection,mechanism_shift,4,0.458333,0.043292,0.480785,0.008673,0.444651,0.043554,0.3192,0.002164,0.244367,0.002196,0.107947,0.007728,0.116449,0.006122,0.049011,0.003112,0.17139,0.000642,0.168414,0.0,0.128432,0.000752,0.045645,0.00271,0.069081,0.00315,0.047785,0.00156,0.048204,0.000904,0.219789,0.013402,0.380179,0.051465,80
random_balanced_selection,mechanism_shift,5,0.458333,0.045572,0.481196,0.008724,0.444357,0.045994,0.31848,0.001818,0.243148,0.002096,0.108537,0.007629,0.11673,0.006173,0.048556,0.003007,0.171534,0.000723,0.168414,0.0,0.128432,0.000752,0.04564,0.002592,0.068945,0.003194,0.047934,0.001569,0.04779,0.00097,0.220362,0.013366,0.378386,0.053249,80
random_balanced_selection,mechanism_shift,6,0.414583,0.039837,0.480848,0.008538,0.400797,0.040024,0.319625,0.001933,0.244853,0.002501,0.108592,0.007552,0.117668,0.006213,0.048614,0.003085,0.171972,0.000753,0.168414,0.0,0.128432,0.000752,0.045716,0.002507,0.069174,0.003067,0.047677,0.001383,0.047981,0.000896,0.22115,0.013308,0.426967,0.048254,80
random_balanced_selection,mechanism_shift,7,0.4625,0.047911,0.480326,0.008774,0.448754,0.048154,0.31788,0.001844,0.242945,0.002248,0.107886,0.007629,0.116909,0.006113,0.048583,0.003148,0.171621,0.000706,0.168414,0.0,0.128432,0.000752,0.04575,0.002555,0.069052,0.003183,0.048088,0.001576,0.04798,0.000967,0.219859,0.013336,0.366755,0.049148,80
random_balanced_selection,mechanism_shift,8,0.491667,0.04572,0.480055,0.008284,0.477577,0.046254,0.320373,0.00209,0.244018,0.002013,0.108937,0.007559,0.117301,0.00617,0.048372,0.003036,0.171874,0.0006,0.168414,0.0,0.128432,0.000752,0.045698,0.002517,0.069444,0.003204,0.048212,0.00169,0.048115,0.0009,0.221099,0.013246,0.379149,0.052383,80
random_balanced_selection,mechanism_shift,9,0.502083,0.046305,0.480936,0.008482,0.488373,0.046128,0.320922,0.001969,0.243172,0.002034,0.107787,0.007556,0.117897,0.006138,0.048553,0.002985,0.171875,0.000576,0.168414,0.0,0.128432,0.000752,0.045152,0.002652,0.068734,0.003148,0.046765,0.001517,0.047737,0.000925,0.220486,0.013222,0.33163,0.046677,80
random_balanced_selection,sensor_modality_shift,0,0.475,0.043525,0.477343,0.008476,0.460338,0.044037,0.322893,0.001746,0.242907,0.002357,0.108023,0.007875,0.121129,0.006156,0.049632,0.003156,0.173055,0.000685,0.169374,0.0,0.129332,0.000788,0.04642,0.002729,0.07309,0.003321,0.050303,0.001569,0.049382,0.000896,0.223686,0.013591,0.369619,0.050712,80
random_balanced_selection,sensor_modality_shift,1,0.466667,0.044787,0.477302,0.00852,0.452043,0.045587,0.320898,0.001982,0.243468,0.002053,0.10872,0.007691,0.121384,0.006354,0.050433,0.003158,0.172781,0.000661,0.169374,0.0,0.129332,0.000788,0.046166,0.002734,0.072973,0.003234,0.050429,0.001564,0.04917,0.000954,0.224974,0.013614,0.386594,0.052069,80
random_balanced_selection,sensor_modality_shift,2,0.477083,0.044158,0.478035,0.008444,0.462473,0.044556,0.32134,0.002057,0.242787,0.002048,0.107984,0.007763,0.121119,0.00632,0.049944,0.003217,0.172663,0.000747,0.169374,0.0,0.129332,0.000788,0.046476,0.002716,0.072887,0.003406,0.050078,0.001758,0.048907,0.000955,0.223795,0.013694,0.377484,0.055076,80
random_balanced_selection,sensor_modality_shift,3,0.454167,0.047201,0.477403,0.008349,0.440105,0.047033,0.321591,0.001884,0.241824,0.00207,0.107975,0.007714,0.121326,0.006396,0.050397,0.003158,0.172452,0.000777,0.169374,0.0,0.129332,0.000788,0.046278,0.002679,0.07297,0.003378,0.050166,0.001743,0.048819,0.000983,0.224168,0.013664,0.392553,0.056013,80
random_balanced_selection,sensor_modality_shift,4,0.525,0.051026,0.477946,0.008473,0.510975,0.051071,0.320668,0.001905,0.241614,0.001922,0.107876,0.007797,0.121673,0.006413,0.049731,0.003271,0.172202,0.000585,0.169374,0.0,0.129332,0.000788,0.04666,0.002755,0.07251,0.003469,0.050369,0.001635,0.048783,0.000963,0.223996,0.013809,0.32588,0.049232,80
random_balanced_selection,sensor_modality_shift,5,0.497917,0.046668,0.476553,0.008411,0.483086,0.046922,0.321378,0.00234,0.241,0.002065,0.108495,0.007642,0.122999,0.006317,0.049756,0.003111,0.173206,0.000643,0.169374,0.0,0.129332,0.000788,0.04605,0.002557,0.072226,0.003353,0.049954,0.001576,0.049094,0.000969,0.225622,0.013448,0.326214,0.047877,80
random_balanced_selection,sensor_modality_shift,6,0.472917,0.048076,0.477605,0.008685,0.45854,0.048431,0.323338,0.002007,0.241001,0.002489,0.107546,0.007603,0.121919,0.006327,0.050181,0.003195,0.172981,0.000611,0.169374,0.0,0.129332,0.000788,0.046842,0.002673,0.072971,0.003237,0.050765,0.001598,0.049423,0.000863,0.224075,0.013489,0.368299,0.052486,80
random_balanced_selection,sensor_modality_shift,7,0.458333,0.045572,0.476878,0.008634,0.443998,0.045749,0.321237,0.001715,0.242311,0.002097,0.108185,0.00771,0.121236,0.006232,0.050292,0.003268,0.172165,0.000601,0.169374,0.0,0.129332,0.000788,0.04651,0.002611,0.073437,0.003378,0.050367,0.001683,0.04944,0.000978,0.224258,0.013607,0.385608,0.05154,80
random_balanced_selection,sensor_modality_shift,8,0.416667,0.043097,0.478242,0.008367,0.402592,0.04303,0.321287,0.001952,0.239545,0.002334,0.107999,0.007507,0.121067,0.006252,0.04957,0.003245,0.172536,0.000603,0.169374,0.0,0.129332,0.000788,0.047008,0.002537,0.07267,0.003385,0.05016,0.001711,0.048849,0.000907,0.223584,0.013384,0.433791,0.051213,80
random_balanced_selection,sensor_modality_shift,9,0.458333,0.047031,0.476444,0.008393,0.444189,0.046931,0.320651,0.001877,0.241973,0.002095,0.108396,0.007597,0.121577,0.006359,0.049799,0.003197,0.172374,0.000548,0.169374,0.0,0.129332,0.000788,0.046889,0.002694,0.072821,0.003274,0.050368,0.00162,0.048997,0.000873,0.224478,0.013552,0.392694,0.048028,80
random_balanced_selection,provenance_label_shift,0,0.46875,0.049682,0.47269,0.008591,0.452171,0.049387,0.318176,0.001841,0.23812,0.002182,0.108521,0.00783,0.125209,0.006492,0.052488,0.003478,0.173446,0.000619,0.170334,0.0,0.131904,0.001062,0.053132,0.003558,0.076898,0.003507,0.069393,0.00214,0.050311,0.001008,0.228672,0.013976,0.390518,0.051121,80
random_balanced_selection,provenance_label_shift,1,0.458333,0.044065,0.472978,0.008557,0.442027,0.044319,0.316496,0.002234,0.241179,0.002473,0.108195,0.007721,0.125338,0.006612,0.053034,0.003381,0.173086,0.000652,0.170334,0.0,0.131904,0.001062,0.053389,0.003618,0.077395,0.003567,0.069068,0.002342,0.050574,0.000943,0.228716,0.013905,0.370014,0.049628,80
random_balanced_selection,provenance_label_shift,2,0.48125,0.048269,0.472355,0.008706,0.464027,0.048861,0.31581,0.002296,0.238662,0.002166,0.108576,0.007856,0.125077,0.006757,0.052727,0.003512,0.173329,0.000649,0.170334,0.0,0.131904,0.001062,0.052797,0.003509,0.076641,0.003524,0.06952,0.00218,0.050695,0.000967,0.228747,0.014253,0.35648,0.052736,80
random_balanced_selection,provenance_label_shift,3,0.45625,0.044539,0.472408,0.008679,0.439544,0.044776,0.319334,0.002117,0.239048,0.002189,0.108547,0.007727,0.125382,0.006457,0.052274,0.003547,0.172838,0.000695,0.170334,0.0,0.131904,0.001062,0.053233,0.003535,0.076847,0.003382,0.069477,0.00216,0.050942,0.001054,0.228721,0.013877,0.384939,0.05336,80
random_balanced_selection,provenance_label_shift,4,0.483333,0.049514,0.473039,0.008826,0.466131,0.050308,0.317732,0.002116,0.239194,0.002372,0.109571,0.007625,0.125883,0.00659,0.052756,0.003424,0.172853,0.000656,0.170334,0.0,0.131904,0.001062,0.052494,0.00344,0.076913,0.003613,0.069624,0.00217,0.051112,0.000931,0.230362,0.01386,0.365679,0.053837,80
random_balanced_selection,provenance_label_shift,5,0.472917,0.045551,0.472499,0.008565,0.455905,0.04608,0.318292,0.002005,0.240829,0.002413,0.108452,0.007724,0.124836,0.006483,0.052664,0.003432,0.173343,0.000611,0.170334,0.0,0.131904,0.001062,0.052337,0.003579,0.076991,0.003575,0.06936,0.002115,0.050505,0.001002,0.22841,0.013828,0.353053,0.054242,80
random_balanced_selection,provenance_label_shift,6,0.489583,0.047688,0.473168,0.008683,0.472824,0.048126,0.317519,0.00171,0.240001,0.002161,0.108438,0.00762,0.12505,0.006605,0.052633,0.003384,0.173049,0.00066,0.170334,0.0,0.131904,0.001062,0.053282,0.003464,0.076862,0.003559,0.069537,0.002232,0.050538,0.000989,0.228542,0.013831,0.373386,0.055685,80
random_balanced_selection,provenance_label_shift,7,0.464583,0.046012,0.473158,0.00883,0.447676,0.046811,0.317525,0.001952,0.240587,0.00211,0.108898,0.007787,0.125087,0.006523,0.052417,0.00336,0.17417,0.000594,0.170334,0.0,0.131904,0.001062,0.052292,0.00362,0.076967,0.003612,0.069023,0.002244,0.050425,0.001012,0.228922,0.013797,0.338151,0.053091,80
random_balanced_selection,provenance_label_shift,8,0.489583,0.045884,0.472137,0.008454,0.472199,0.04647,0.317695,0.001898,0.238817,0.002324,0.108378,0.007679,0.125394,0.006523,0.053466,0.003459,0.173237,0.000756,0.170334,0.0,0.131904,0.001062,0.052859,0.003594,0.076864,0.003505,0.070166,0.002123,0.050374,0.000944,0.229156,0.013911,0.350904,0.050978,80
random_balanced_selection,provenance_label_shift,9,0.51875,0.041497,0.471832,0.008394,0.501694,0.04196,0.318706,0.001903,0.239866,0.00212,0.108754,0.00772,0.124699,0.006674,0.052431,0.003541,0.173357,0.000792,0.170334,0.0,0.131904,0.001062,0.052758,0.003561,0.076931,0.003434,0.069196,0.002308,0.050399,0.00102,0.228494,0.014023,0.300251,0.051534,80
random_balanced_selection,heldout_combined_catalog_gap,0,0.435417,0.044444,0.449387,0.009535,0.411121,0.044956,0.309951,0.001912,0.231601,0.002197,0.122053,0.008842,0.141309,0.007871,0.057457,0.003979,0.175808,0.000717,0.173694,0.0,0.134083,0.001053,0.05264,0.003583,0.089577,0.00417,0.06969,0.002257,0.055677,0.001085,0.256763,0.01625,0.394654,0.055271,80
random_balanced_selection,heldout_combined_catalog_gap,1,0.466667,0.042066,0.450349,0.009979,0.442322,0.043245,0.308834,0.001971,0.234418,0.002111,0.120305,0.008917,0.142023,0.007723,0.057151,0.003939,0.176783,0.000674,0.173694,0.0,0.134083,0.001053,0.052204,0.003571,0.089376,0.00419,0.069609,0.002201,0.055396,0.001018,0.255398,0.016138,0.405094,0.050717,80
random_balanced_selection,heldout_combined_catalog_gap,2,0.485417,0.051057,0.448684,0.009702,0.461442,0.051489,0.310575,0.001971,0.231975,0.00226,0.12196,0.008843,0.141892,0.00767,0.05738,0.003862,0.17618,0.000694,0.173694,0.0,0.134083,0.001053,0.052278,0.003563,0.089936,0.004088,0.068864,0.002075,0.05548,0.001098,0.257069,0.016037,0.356516,0.059683,80
random_balanced_selection,heldout_combined_catalog_gap,3,0.445833,0.048192,0.449586,0.009823,0.422225,0.047966,0.309198,0.001823,0.232285,0.002056,0.121462,0.008902,0.141499,0.007882,0.057351,0.004045,0.176166,0.000631,0.173694,0.0,0.134083,0.001053,0.052205,0.003379,0.090166,0.004232,0.06979,0.002181,0.055922,0.001105,0.256262,0.016306,0.368299,0.05643,80
random_balanced_selection,heldout_combined_catalog_gap,4,0.414583,0.053258,0.449855,0.009834,0.393216,0.053035,0.308525,0.002204,0.232258,0.002059,0.120844,0.008944,0.141526,0.007745,0.057014,0.003937,0.176236,0.000678,0.173694,0.0,0.134083,0.001053,0.052319,0.003523,0.089917,0.004016,0.069445,0.002386,0.055262,0.001105,0.255495,0.016243,0.444158,0.060075,80
random_balanced_selection,heldout_combined_catalog_gap,5,0.445833,0.046407,0.449177,0.01004,0.422298,0.046642,0.308937,0.002047,0.232104,0.002042,0.122236,0.00888,0.142378,0.007838,0.057046,0.003847,0.175923,0.000701,0.173694,0.0,0.134083,0.001053,0.052692,0.003545,0.089447,0.004181,0.070257,0.002183,0.055855,0.001101,0.257542,0.016207,0.413521,0.047965,80
random_balanced_selection,heldout_combined_catalog_gap,6,0.510417,0.043231,0.449827,0.009629,0.486272,0.043767,0.308533,0.002187,0.232079,0.002089,0.121196,0.008948,0.141716,0.007769,0.057043,0.003873,0.17599,0.000628,0.173694,0.0,0.134083,0.001053,0.052371,0.003655,0.089778,0.004008,0.069292,0.002095,0.055397,0.001084,0.256004,0.016191,0.32837,0.048659,80
random_balanced_selection,heldout_combined_catalog_gap,7,0.425,0.043057,0.447902,0.009547,0.400877,0.043554,0.308452,0.001996,0.232247,0.00238,0.121353,0.008811,0.141723,0.007671,0.057277,0.003883,0.176464,0.000734,0.173694,0.0,0.134083,0.001053,0.052009,0.003517,0.089821,0.004047,0.070232,0.002247,0.055556,0.001032,0.256283,0.016057,0.449921,0.0541,80
random_balanced_selection,heldout_combined_catalog_gap,8,0.447917,0.042542,0.450282,0.009755,0.423489,0.0435,0.307987,0.001861,0.233437,0.002034,0.121995,0.009061,0.142044,0.0078,0.057775,0.003737,0.17656,0.000614,0.173694,0.0,0.134083,0.001053,0.052389,0.003606,0.090111,0.00425,0.069972,0.002195,0.055966,0.001122,0.257416,0.016244,0.38226,0.052303,80
random_balanced_selection,heldout_combined_catalog_gap,9,0.458333,0.041703,0.450072,0.009705,0.434543,0.042135,0.310652,0.002098,0.232933,0.002302,0.120958,0.008957,0.142048,0.007689,0.05736,0.00396,0.175696,0.000786,0.173694,0.0,0.134083,0.001053,0.052327,0.003511,0.089969,0.004133,0.069406,0.002264,0.055854,0.001107,0.256174,0.016222,0.370105,0.045479,80
embedding_diversity_selection,nominal_catalog,0,0.579167,0.043087,0.587271,0.0055,0.599659,0.043184,0.420735,0.001797,0.315694,0.002104,0.065865,0.004296,0.056088,0.002272,0.035406,0.001852,0.145197,0.000685,0.18899,0.0,0.128899,0.000524,0.040012,0.001809,0.046165,0.002069,0.034584,0.0012,0.02936,0.000657,0.125634,0.006557,0.291618,0.046762,80
embedding_diversity_selection,nominal_catalog,1,0.570833,0.044551,0.587542,0.005143,0.590659,0.044332,0.422137,0.002018,0.315173,0.0025,0.06681,0.004108,0.056813,0.002243,0.036046,0.001804,0.145248,0.000664,0.18899,0.0,0.128899,0.000524,0.040718,0.001765,0.045901,0.002058,0.034719,0.001319,0.03012,0.000663,0.127442,0.00641,0.283463,0.046193,80
embedding_diversity_selection,nominal_catalog,2,0.597917,0.044139,0.588393,0.005355,0.618227,0.043965,0.421432,0.001885,0.316947,0.002001,0.066487,0.004343,0.055866,0.002258,0.03672,0.001812,0.144751,0.000619,0.18899,0.0,0.128899,0.000524,0.040397,0.001805,0.04649,0.001919,0.034764,0.00128,0.029868,0.000652,0.126747,0.006597,0.271011,0.047075,80
embedding_diversity_selection,nominal_catalog,3,0.595833,0.047841,0.586858,0.005354,0.616307,0.047692,0.422433,0.002105,0.314924,0.002251,0.066439,0.004338,0.056491,0.002341,0.035977,0.001866,0.144563,0.000711,0.18899,0.0,0.128899,0.000524,0.040529,0.001833,0.04588,0.002117,0.034869,0.001301,0.030445,0.000596,0.126795,0.006706,0.287345,0.054876,80
embedding_diversity_selection,nominal_catalog,4,0.610417,0.046831,0.586973,0.005425,0.630742,0.046457,0.420861,0.00214,0.316193,0.002211,0.065323,0.004415,0.056594,0.002377,0.035961,0.00194,0.145097,0.000694,0.18899,0.0,0.128899,0.000524,0.039898,0.001728,0.045947,0.002032,0.035398,0.001239,0.030383,0.000669,0.125749,0.006894,0.269495,0.051779,80
embedding_diversity_selection,nominal_catalog,5,0.597917,0.047812,0.587451,0.005382,0.618043,0.047608,0.422453,0.001854,0.316206,0.002545,0.065806,0.004364,0.056984,0.002212,0.036308,0.001914,0.145396,0.00065,0.18899,0.0,0.128899,0.000524,0.040157,0.001834,0.046487,0.001938,0.035007,0.001227,0.030086,0.000588,0.126698,0.006681,0.289865,0.044339,80
embedding_diversity_selection,nominal_catalog,6,0.59375,0.048216,0.587567,0.005351,0.613083,0.04785,0.421325,0.001982,0.316777,0.001989,0.066383,0.004348,0.056548,0.002138,0.036427,0.001975,0.145316,0.000632,0.18899,0.0,0.128899,0.000524,0.039579,0.001776,0.046383,0.001883,0.035117,0.001279,0.029759,0.000657,0.127008,0.00666,0.269408,0.044743,80
embedding_diversity_selection,nominal_catalog,7,0.597917,0.043368,0.586957,0.005337,0.618126,0.043124,0.423518,0.00232,0.315467,0.002014,0.065571,0.004574,0.056871,0.002317,0.036027,0.001907,0.145725,0.00074,0.18899,0.0,0.128899,0.000524,0.040386,0.001818,0.045812,0.001992,0.034893,0.001239,0.029866,0.000706,0.126238,0.007006,0.291177,0.045342,80
embedding_diversity_selection,nominal_catalog,8,0.585417,0.049307,0.587865,0.005189,0.605552,0.048972,0.422732,0.002084,0.316589,0.002229,0.0649,0.004276,0.056726,0.002222,0.035722,0.001914,0.145543,0.000739,0.18899,0.0,0.128899,0.000524,0.04057,0.001837,0.04552,0.001887,0.034651,0.001297,0.029928,0.000643,0.125305,0.006538,0.265406,0.045872,80
embedding_diversity_selection,nominal_catalog,9,0.56875,0.043368,0.588295,0.005298,0.588789,0.043302,0.421753,0.001752,0.314726,0.002157,0.065932,0.004321,0.056039,0.002321,0.036297,0.0019,0.145354,0.000642,0.18899,0.0,0.128899,0.000524,0.039808,0.001881,0.046152,0.001948,0.034857,0.001288,0.030052,0.000637,0.12611,0.006743,0.312608,0.041223,80
embedding_diversity_selection,task_shift,0,0.583333,0.048619,0.557594,0.006676,0.59525,0.04874,0.41216,0.002009,0.30418,0.002175,0.07859,0.005472,0.077666,0.003422,0.039735,0.002218,0.149302,0.000653,0.19427,0.0,0.132831,0.000582,0.041636,0.002024,0.052418,0.002383,0.038854,0.001381,0.035607,0.000735,0.156707,0.008793,0.280053,0.046994,80
embedding_diversity_selection,task_shift,1,0.5375,0.049981,0.55723,0.006417,0.549902,0.050087,0.41175,0.00219,0.305856,0.001993,0.078756,0.005314,0.077812,0.003633,0.038939,0.002124,0.149553,0.000677,0.19427,0.0,0.132831,0.000582,0.041757,0.002046,0.052877,0.002174,0.039293,0.001522,0.035851,0.000725,0.156584,0.008803,0.33264,0.052628,80
embedding_diversity_selection,task_shift,2,0.558333,0.048306,0.557479,0.006618,0.570254,0.048335,0.412089,0.001719,0.304244,0.002047,0.079095,0.005371,0.077288,0.003564,0.039941,0.002178,0.149361,0.000624,0.19427,0.0,0.132831,0.000582,0.041717,0.00214,0.052378,0.002319,0.039423,0.001249,0.03584,0.000729,0.157031,0.008792,0.315385,0.052325,80
embedding_diversity_selection,task_shift,3,0.535417,0.04886,0.556513,0.006372,0.54761,0.048989,0.413313,0.001988,0.303507,0.002381,0.079335,0.005415,0.077376,0.003356,0.039355,0.002185,0.149243,0.000634,0.19427,0.0,0.132831,0.000582,0.041877,0.002008,0.052561,0.002307,0.038996,0.001309,0.0358,0.00073,0.157045,0.008667,0.322884,0.051178,80
embedding_diversity_selection,task_shift,4,0.51875,0.051648,0.558248,0.006472,0.530942,0.051667,0.411301,0.001902,0.305077,0.002138,0.078042,0.005363,0.077626,0.003436,0.039804,0.002193,0.149441,0.000732,0.19427,0.0,0.132831,0.000582,0.041179,0.002044,0.052558,0.002127,0.039482,0.001369,0.036094,0.000729,0.156164,0.008673,0.356077,0.05592,80
embedding_diversity_selection,task_shift,5,0.56875,0.04452,0.556076,0.006233,0.580616,0.044328,0.413507,0.001823,0.305397,0.002379,0.078894,0.005553,0.07695,0.003439,0.039253,0.002142,0.149066,0.000657,0.19427,0.0,0.132831,0.000582,0.040961,0.002073,0.052475,0.002293,0.038981,0.00138,0.036114,0.00073,0.156234,0.008858,0.261263,0.047481,80
embedding_diversity_selection,task_shift,6,0.554167,0.044928,0.556337,0.006266,0.565891,0.044956,0.410716,0.002003,0.303926,0.00226,0.079299,0.005537,0.077525,0.003434,0.039544,0.002186,0.150116,0.000754,0.19427,0.0,0.132831,0.000582,0.041866,0.002009,0.0524,0.002236,0.038739,0.001355,0.035974,0.000695,0.157215,0.008879,0.318957,0.045488,80
embedding_diversity_selection,task_shift,7,0.535417,0.044898,0.557035,0.006987,0.547569,0.044869,0.411901,0.001811,0.303578,0.001983,0.078793,0.005658,0.077,0.003425,0.040084,0.002175,0.149442,0.000626,0.19427,0.0,0.132831,0.000582,0.0415,0.001999,0.052295,0.002347,0.038884,0.001288,0.035671,0.000778,0.156585,0.008987,0.331321,0.048051,80
embedding_diversity_selection,task_shift,8,0.53125,0.045048,0.558855,0.006509,0.544238,0.045483,0.413431,0.0022,0.303219,0.001991,0.07821,0.005406,0.077098,0.003502,0.039387,0.002144,0.148533,0.000648,0.19427,0.0,0.132831,0.000582,0.04176,0.002016,0.051765,0.00239,0.038674,0.001309,0.036086,0.000698,0.155727,0.008695,0.341316,0.051733,80
embedding_diversity_selection,task_shift,9,0.535417,0.043755,0.556397,0.006672,0.547823,0.04384,0.412374,0.001961,0.305962,0.00196,0.079161,0.00555,0.076928,0.003492,0.039061,0.002235,0.149502,0.000797,0.19427,0.0,0.132831,0.000582,0.042195,0.002047,0.052026,0.002286,0.039014,0.001346,0.03578,0.000719,0.156387,0.008937,0.338289,0.046977,80
embedding_diversity_selection,object_shift,0,0.525,0.049,0.546662,0.006636,0.534317,0.049281,0.40666,0.00211,0.296707,0.002481,0.079333,0.005589,0.086935,0.003964,0.041531,0.002374,0.151586,0.00061,0.19715,0.0,0.134998,0.000617,0.042531,0.00225,0.056481,0.002389,0.041057,0.001335,0.038657,0.000714,0.1653,0.009415,0.30906,0.048566,80
embedding_diversity_selection,object_shift,1,0.589583,0.041882,0.547396,0.006693,0.598914,0.042061,0.407846,0.001999,0.299346,0.002058,0.078819,0.005523,0.087378,0.004009,0.041304,0.00243,0.152118,0.000584,0.19715,0.0,0.134998,0.000617,0.042483,0.002143,0.05626,0.00247,0.041501,0.001449,0.03858,0.00076,0.165005,0.009446,0.287576,0.047446,80
embedding_diversity_selection,object_shift,2,0.535417,0.042582,0.546486,0.006633,0.544923,0.042706,0.407882,0.002018,0.297771,0.002178,0.079021,0.005421,0.087696,0.00403,0.041054,0.002435,0.151728,0.000669,0.19715,0.0,0.134998,0.000617,0.042451,0.002232,0.055872,0.002535,0.041373,0.001378,0.038466,0.000723,0.16532,0.009299,0.29862,0.047418,80
embedding_diversity_selection,object_shift,3,0.566667,0.045609,0.546812,0.006442,0.576044,0.045639,0.408748,0.001744,0.299407,0.002051,0.079107,0.005396,0.087692,0.004028,0.041005,0.002458,0.151707,0.000652,0.19715,0.0,0.134998,0.000617,0.042104,0.002154,0.056502,0.002465,0.04096,0.001418,0.038106,0.000697,0.165378,0.009238,0.287494,0.049849,80
embedding_diversity_selection,object_shift,4,0.585417,0.036288,0.547461,0.006834,0.594582,0.036262,0.406055,0.001835,0.299803,0.002091,0.07853,0.005348,0.088339,0.004103,0.041469,0.002379,0.152054,0.00059,0.19715,0.0,0.134998,0.000617,0.041995,0.00214,0.055488,0.002466,0.041391,0.001372,0.038226,0.000852,0.165519,0.009224,0.261216,0.042425,80
embedding_diversity_selection,object_shift,5,0.545833,0.040668,0.545325,0.006363,0.555149,0.040734,0.407571,0.002141,0.298299,0.002064,0.079993,0.00549,0.08749,0.003959,0.041574,0.002329,0.152159,0.000613,0.19715,0.0,0.134998,0.000617,0.042218,0.002064,0.056079,0.002431,0.041389,0.001472,0.038387,0.000689,0.166397,0.00927,0.3218,0.05046,80
