method,split,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
embedding_diversity_selection,object_shift,6,0.522917,0.046758,0.544461,0.006871,0.532053,0.046982,0.407503,0.002061,0.299156,0.002323,0.079946,0.005608,0.087961,0.004222,0.041384,0.00244,0.152264,0.00057,0.19715,0.0,0.134998,0.000617,0.042052,0.002273,0.05618,0.002418,0.041427,0.00136,0.038553,0.000692,0.166609,0.009639,0.316013,0.053286,80
embedding_diversity_selection,object_shift,7,0.5375,0.049981,0.546526,0.006546,0.546014,0.050217,0.405123,0.002098,0.296928,0.002272,0.079225,0.005552,0.088322,0.004069,0.041039,0.002364,0.151276,0.000632,0.19715,0.0,0.134998,0.000617,0.042854,0.002096,0.056506,0.002331,0.040917,0.001518,0.03822,0.000719,0.165986,0.009492,0.320059,0.043875,80
embedding_diversity_selection,object_shift,8,0.577083,0.046831,0.545887,0.006568,0.585963,0.047307,0.406729,0.002171,0.299731,0.002373,0.079919,0.005506,0.08797,0.004018,0.04088,0.002464,0.15193,0.000654,0.19715,0.0,0.134998,0.000617,0.042389,0.002094,0.056304,0.002389,0.040735,0.001518,0.038662,0.000747,0.166336,0.009413,0.259582,0.047301,80
embedding_diversity_selection,object_shift,9,0.522917,0.046031,0.546132,0.006499,0.531208,0.04587,0.406566,0.001728,0.296966,0.002277,0.079734,0.005593,0.087969,0.004066,0.041457,0.002369,0.151834,0.000674,0.19715,0.0,0.134998,0.000617,0.042166,0.002234,0.055712,0.002434,0.041518,0.001413,0.038631,0.000822,0.166439,0.009455,0.297566,0.047783,80
embedding_diversity_selection,embodiment_shift,0,0.527083,0.048426,0.528883,0.007221,0.530374,0.048602,0.39951,0.002006,0.292487,0.002313,0.087977,0.006265,0.097196,0.004755,0.046925,0.002989,0.153438,0.000671,0.19955,0.0,0.136985,0.000671,0.043861,0.002295,0.081271,0.003671,0.044185,0.001543,0.042963,0.000854,0.184337,0.010923,0.326325,0.052202,80
embedding_diversity_selection,embodiment_shift,1,0.572917,0.044954,0.529908,0.007359,0.575988,0.04537,0.400289,0.002091,0.292729,0.002348,0.087378,0.006347,0.098361,0.004808,0.046416,0.003016,0.153264,0.000585,0.19955,0.0,0.136985,0.000671,0.044568,0.002189,0.082371,0.003683,0.0443,0.001493,0.042643,0.000911,0.184356,0.01109,0.304299,0.050778,80
embedding_diversity_selection,embodiment_shift,2,0.514583,0.047635,0.530034,0.00725,0.517567,0.047747,0.399774,0.001852,0.292698,0.002039,0.087888,0.006318,0.097154,0.004722,0.04661,0.002916,0.154509,0.000621,0.19955,0.0,0.136985,0.000671,0.043244,0.002326,0.08166,0.003548,0.044469,0.001611,0.042601,0.000806,0.184059,0.010914,0.325295,0.050782,80
embedding_diversity_selection,embodiment_shift,3,0.525,0.042742,0.529491,0.007279,0.528899,0.043139,0.399652,0.002042,0.294158,0.002157,0.087813,0.006106,0.097553,0.004734,0.046942,0.002903,0.153807,0.000574,0.19955,0.0,0.136985,0.000671,0.044334,0.002329,0.08125,0.003577,0.044252,0.001544,0.042838,0.00088,0.184449,0.010746,0.335111,0.050832,80
embedding_diversity_selection,embodiment_shift,4,0.541667,0.040885,0.529434,0.007217,0.544561,0.040677,0.398108,0.001803,0.291582,0.002,0.08861,0.006351,0.09815,0.004655,0.046521,0.002988,0.153636,0.000766,0.19955,0.0,0.136985,0.000671,0.043464,0.002343,0.081487,0.003771,0.044079,0.001424,0.04257,0.000817,0.185483,0.010988,0.312825,0.048237,80
embedding_diversity_selection,embodiment_shift,5,0.508333,0.043057,0.528392,0.007233,0.511478,0.04297,0.398502,0.001782,0.291707,0.002076,0.087872,0.006075,0.097629,0.004639,0.047168,0.002896,0.154028,0.000602,0.19955,0.0,0.136985,0.000671,0.043394,0.0022,0.081839,0.003655,0.044422,0.001506,0.042447,0.000752,0.184678,0.010619,0.334014,0.045152,80
embedding_diversity_selection,embodiment_shift,6,0.55,0.051125,0.53082,0.007249,0.55306,0.051574,0.397078,0.001539,0.296985,0.002154,0.088024,0.006242,0.097707,0.004577,0.046478,0.003022,0.154153,0.000601,0.19955,0.0,0.136985,0.000671,0.043772,0.002325,0.081295,0.003726,0.044539,0.001497,0.042151,0.000864,0.184543,0.010816,0.280331,0.047403,80
embedding_diversity_selection,embodiment_shift,7,0.570833,0.048541,0.530121,0.007234,0.57368,0.048489,0.398883,0.002041,0.294887,0.002347,0.088511,0.006219,0.097112,0.004613,0.046461,0.003017,0.153768,0.000643,0.19955,0.0,0.136985,0.000671,0.04403,0.002397,0.081757,0.003595,0.043872,0.001398,0.042358,0.000874,0.184575,0.010829,0.285126,0.053265,80
embedding_diversity_selection,embodiment_shift,8,0.51875,0.043094,0.529667,0.00698,0.521945,0.043208,0.39917,0.001816,0.292804,0.001785,0.088642,0.006326,0.097348,0.004869,0.046433,0.003032,0.154129,0.000678,0.19955,0.0,0.136985,0.000671,0.043273,0.002201,0.081254,0.003645,0.044738,0.001511,0.042761,0.00087,0.18487,0.011106,0.315961,0.050264,80
embedding_diversity_selection,embodiment_shift,9,0.533333,0.041662,0.530598,0.007352,0.536879,0.041517,0.400402,0.001974,0.293171,0.002166,0.087701,0.006274,0.097871,0.004918,0.047284,0.002878,0.154313,0.000611,0.19955,0.0,0.136985,0.000671,0.043085,0.002352,0.082021,0.00367,0.044298,0.001514,0.042262,0.000844,0.184747,0.010968,0.267497,0.041851,80
embedding_diversity_selection,mechanism_shift,0,0.529167,0.049232,0.513767,0.007833,0.527745,0.049607,0.383661,0.001731,0.288356,0.002274,0.095773,0.006666,0.109824,0.005545,0.04643,0.002815,0.156072,0.000589,0.20243,0.0,0.13921,0.000715,0.045098,0.002324,0.06499,0.002777,0.046846,0.001537,0.044767,0.000797,0.201356,0.011856,0.326291,0.053572,80
embedding_diversity_selection,mechanism_shift,1,0.504167,0.036279,0.512928,0.007827,0.502861,0.036699,0.383848,0.001933,0.288662,0.002304,0.094431,0.006754,0.109835,0.005516,0.046501,0.002814,0.15603,0.000631,0.20243,0.0,0.13921,0.000715,0.045071,0.00245,0.064888,0.002952,0.046613,0.001677,0.044867,0.000898,0.200058,0.011896,0.315004,0.048513,80
embedding_diversity_selection,mechanism_shift,2,0.504167,0.046842,0.513433,0.007679,0.502375,0.04747,0.381946,0.002027,0.287534,0.002235,0.093972,0.006744,0.109901,0.005632,0.045737,0.002837,0.156172,0.00068,0.20243,0.0,0.13921,0.000715,0.04497,0.00245,0.065183,0.002874,0.046703,0.001432,0.044831,0.000817,0.199267,0.011977,0.319177,0.053945,80
embedding_diversity_selection,mechanism_shift,3,0.50625,0.050808,0.513863,0.007853,0.504993,0.050972,0.384177,0.001868,0.287594,0.002074,0.093723,0.006682,0.109236,0.005603,0.045804,0.0028,0.156318,0.000701,0.20243,0.0,0.13921,0.000715,0.044494,0.002487,0.064595,0.002883,0.046786,0.00142,0.044866,0.000849,0.198552,0.011897,0.322376,0.057414,80
embedding_diversity_selection,mechanism_shift,4,0.539583,0.044349,0.513326,0.0077,0.537939,0.044773,0.379812,0.002119,0.287954,0.002448,0.093454,0.006616,0.109769,0.005546,0.04631,0.002803,0.156412,0.000693,0.20243,0.0,0.13921,0.000715,0.044666,0.002347,0.064521,0.002896,0.046142,0.001545,0.044872,0.000936,0.198935,0.011776,0.297016,0.052328,80
embedding_diversity_selection,mechanism_shift,5,0.510417,0.050441,0.513668,0.007652,0.508764,0.051018,0.381894,0.001801,0.287347,0.001902,0.093792,0.006583,0.109145,0.005524,0.04654,0.002962,0.156905,0.000605,0.20243,0.0,0.13921,0.000715,0.045207,0.002309,0.064629,0.002847,0.047193,0.001623,0.044529,0.000819,0.198921,0.011783,0.325428,0.050994,80
embedding_diversity_selection,mechanism_shift,6,0.51875,0.035819,0.512805,0.007596,0.517624,0.036307,0.382397,0.001915,0.289534,0.002091,0.093949,0.006736,0.10874,0.00555,0.046166,0.002901,0.15632,0.000657,0.20243,0.0,0.13921,0.000715,0.044341,0.002379,0.064673,0.002985,0.046532,0.001462,0.04462,0.000875,0.198587,0.011948,0.32012,0.04443,80
embedding_diversity_selection,mechanism_shift,7,0.477083,0.044158,0.512521,0.00782,0.475687,0.045014,0.382315,0.00186,0.288441,0.002076,0.095157,0.006743,0.109311,0.005449,0.046935,0.002878,0.156412,0.000685,0.20243,0.0,0.13921,0.000715,0.04463,0.002561,0.064704,0.002879,0.046657,0.001609,0.044748,0.000783,0.200608,0.011885,0.336648,0.05425,80
embedding_diversity_selection,mechanism_shift,8,0.475,0.052654,0.512724,0.008002,0.473509,0.052988,0.384161,0.001722,0.286736,0.002158,0.095101,0.006812,0.110255,0.005712,0.04615,0.002895,0.155866,0.000573,0.20243,0.0,0.13921,0.000715,0.044915,0.002414,0.064798,0.002942,0.046877,0.001618,0.044795,0.000892,0.200867,0.012169,0.383664,0.058292,80
embedding_diversity_selection,mechanism_shift,9,0.510417,0.045884,0.513314,0.007855,0.509124,0.045524,0.382935,0.002087,0.287654,0.002006,0.095083,0.006754,0.110125,0.005568,0.045783,0.002909,0.155458,0.000617,0.20243,0.0,0.13921,0.000715,0.045381,0.002534,0.06501,0.003012,0.046715,0.00149,0.044712,0.000811,0.200568,0.011969,0.31002,0.051566,80
embedding_diversity_selection,sensor_modality_shift,0,0.516667,0.047779,0.510682,0.007921,0.514288,0.047713,0.384083,0.001777,0.28506,0.002275,0.094323,0.006886,0.113349,0.005882,0.047537,0.002919,0.157863,0.000632,0.20339,0.0,0.140097,0.00075,0.04533,0.002546,0.068518,0.003087,0.049382,0.001668,0.045555,0.000822,0.203103,0.012333,0.330848,0.049402,80
embedding_diversity_selection,sensor_modality_shift,1,0.514583,0.042383,0.511537,0.007836,0.512328,0.042859,0.384791,0.002002,0.286335,0.002369,0.09501,0.006747,0.112866,0.006051,0.047528,0.00304,0.156521,0.00065,0.20339,0.0,0.140097,0.00075,0.045114,0.002536,0.068678,0.003043,0.048777,0.001628,0.045304,0.000862,0.203424,0.012384,0.324125,0.043144,80
embedding_diversity_selection,sensor_modality_shift,2,0.504167,0.046115,0.509077,0.00783,0.501874,0.046624,0.385879,0.002008,0.283834,0.002052,0.09439,0.006829,0.113255,0.005839,0.048168,0.003045,0.15682,0.000638,0.20339,0.0,0.140097,0.00075,0.045631,0.002584,0.068297,0.003078,0.049192,0.001662,0.045941,0.000913,0.203416,0.012314,0.341558,0.04563,80
embedding_diversity_selection,sensor_modality_shift,3,0.483333,0.047067,0.510178,0.007578,0.481286,0.047731,0.384759,0.002091,0.28491,0.002192,0.094757,0.006536,0.113928,0.005632,0.047359,0.002886,0.157206,0.000656,0.20339,0.0,0.140097,0.00075,0.045152,0.002563,0.068491,0.003079,0.048978,0.00155,0.045751,0.000842,0.203883,0.011821,0.34721,0.049535,80
embedding_diversity_selection,sensor_modality_shift,4,0.466667,0.041255,0.509003,0.007976,0.464439,0.041162,0.385792,0.002244,0.285695,0.001848,0.094148,0.00676,0.113252,0.005747,0.048138,0.003,0.157047,0.000611,0.20339,0.0,0.140097,0.00075,0.045505,0.002549,0.06918,0.002997,0.049424,0.001527,0.045825,0.000739,0.203156,0.012168,0.368619,0.052184,80
embedding_diversity_selection,sensor_modality_shift,5,0.529167,0.047841,0.509728,0.007746,0.526897,0.048571,0.386527,0.002016,0.283011,0.001929,0.094314,0.006816,0.11342,0.005678,0.046896,0.002894,0.156971,0.000638,0.20339,0.0,0.140097,0.00075,0.046039,0.002545,0.06883,0.002934,0.04943,0.001613,0.04516,0.000901,0.202827,0.01213,0.292557,0.046482,80
embedding_diversity_selection,sensor_modality_shift,6,0.497917,0.045198,0.510266,0.007727,0.495542,0.045705,0.384185,0.001904,0.28527,0.002225,0.094283,0.0067,0.114013,0.005738,0.047288,0.002908,0.157191,0.00067,0.20339,0.0,0.140097,0.00075,0.045746,0.002645,0.068809,0.003047,0.049228,0.001523,0.046046,0.000833,0.203436,0.011981,0.324098,0.050288,80
embedding_diversity_selection,sensor_modality_shift,7,0.502083,0.045198,0.510049,0.007694,0.499693,0.045697,0.386724,0.001851,0.284473,0.002014,0.094461,0.006718,0.113604,0.005866,0.047111,0.002966,0.157144,0.000653,0.20339,0.0,0.140097,0.00075,0.044696,0.002647,0.06815,0.003063,0.04889,0.001708,0.045601,0.000932,0.203219,0.012211,0.335495,0.050114,80
embedding_diversity_selection,sensor_modality_shift,8,0.50625,0.04665,0.509732,0.007813,0.503877,0.046459,0.385349,0.001854,0.286126,0.00208,0.094764,0.006732,0.113978,0.005686,0.047562,0.002937,0.15674,0.000567,0.20339,0.0,0.140097,0.00075,0.045469,0.002563,0.068164,0.003135,0.049345,0.001628,0.045869,0.000812,0.204028,0.012055,0.341783,0.052764,80
embedding_diversity_selection,sensor_modality_shift,9,0.470833,0.04417,0.508766,0.007876,0.468093,0.044322,0.385196,0.002035,0.284773,0.002139,0.094904,0.006814,0.113981,0.005823,0.047544,0.003019,0.156959,0.000616,0.20339,0.0,0.140097,0.00075,0.045947,0.002602,0.068505,0.003038,0.049327,0.001572,0.045667,0.000887,0.204161,0.012297,0.374409,0.05377,80
embedding_diversity_selection,provenance_label_shift,0,0.508333,0.050959,0.505677,0.008008,0.503471,0.051403,0.381049,0.001886,0.283305,0.002428,0.094881,0.006782,0.11736,0.005975,0.049891,0.003358,0.157646,0.000671,0.20435,0.0,0.142574,0.00101,0.050961,0.0035,0.071891,0.003212,0.066823,0.002247,0.047263,0.000914,0.207847,0.012469,0.354732,0.055701,80
embedding_diversity_selection,provenance_label_shift,1,0.495833,0.049642,0.505705,0.007835,0.491082,0.05035,0.381643,0.002037,0.282264,0.00222,0.095833,0.006883,0.117774,0.00599,0.050484,0.003366,0.157991,0.000604,0.20435,0.0,0.142574,0.00101,0.051803,0.003408,0.071734,0.003253,0.067088,0.002286,0.047306,0.000838,0.209405,0.01257,0.327856,0.050028,80
embedding_diversity_selection,provenance_label_shift,2,0.539583,0.044349,0.505372,0.007803,0.535222,0.044666,0.381799,0.001897,0.284453,0.002152,0.095295,0.006911,0.116664,0.006163,0.050022,0.003205,0.157986,0.000674,0.20435,0.0,0.142574,0.00101,0.051328,0.003441,0.072112,0.0032,0.067268,0.002107,0.047349,0.001021,0.207804,0.012736,0.287714,0.045402,80
embedding_diversity_selection,provenance_label_shift,3,0.5125,0.038885,0.505239,0.008034,0.508101,0.039801,0.382218,0.001883,0.28455,0.002278,0.095651,0.006782,0.116978,0.006169,0.050005,0.003121,0.158315,0.000643,0.20435,0.0,0.142574,0.00101,0.051298,0.003407,0.072696,0.003102,0.066966,0.002134,0.046922,0.000856,0.208387,0.012569,0.328155,0.048783,80
embedding_diversity_selection,provenance_label_shift,4,0.477083,0.042602,0.505276,0.007901,0.47251,0.043151,0.381785,0.001899,0.283182,0.002364,0.095711,0.007059,0.117027,0.005988,0.049927,0.003219,0.158106,0.00069,0.20435,0.0,0.142574,0.00101,0.051944,0.003368,0.072549,0.003133,0.067187,0.0021,0.047311,0.000871,0.208444,0.012743,0.35138,0.049405,80
embedding_diversity_selection,provenance_label_shift,5,0.529167,0.044928,0.504614,0.008002,0.52485,0.044779,0.38142,0.001735,0.283313,0.00221,0.095195,0.006913,0.11676,0.005952,0.05057,0.003167,0.157547,0.000682,0.20435,0.0,0.142574,0.00101,0.051717,0.003396,0.071642,0.003049,0.066863,0.002056,0.047312,0.000908,0.208051,0.012527,0.296188,0.050515,80
embedding_diversity_selection,provenance_label_shift,6,0.502083,0.042898,0.504561,0.007894,0.497553,0.042964,0.381153,0.002043,0.281017,0.001751,0.095416,0.006922,0.116719,0.006059,0.049829,0.003223,0.157478,0.000712,0.20435,0.0,0.142574,0.00101,0.051331,0.003353,0.071528,0.003168,0.067649,0.002022,0.04721,0.000958,0.20787,0.012677,0.349363,0.049024,80
embedding_diversity_selection,provenance_label_shift,7,0.533333,0.041255,0.504542,0.008032,0.528553,0.041447,0.381466,0.001742,0.280849,0.002355,0.095485,0.007132,0.117252,0.005923,0.050317,0.003074,0.158002,0.000594,0.20435,0.0,0.142574,0.00101,0.051905,0.003361,0.072039,0.003224,0.066965,0.002006,0.046757,0.000992,0.208583,0.012716,0.270752,0.047628,80
embedding_diversity_selection,provenance_label_shift,8,0.485417,0.040758,0.505319,0.007952,0.480565,0.040871,0.38093,0.0021,0.282479,0.002097,0.095971,0.006891,0.118039,0.006113,0.050236,0.003313,0.157523,0.000568,0.20435,0.0,0.142574,0.00101,0.051455,0.003376,0.071895,0.003251,0.066926,0.002148,0.047793,0.000808,0.209618,0.0127,0.34565,0.049885,80
embedding_diversity_selection,provenance_label_shift,9,0.502083,0.047386,0.504568,0.007893,0.497723,0.047481,0.381448,0.001985,0.284272,0.002264,0.095434,0.006864,0.117705,0.005953,0.049747,0.003343,0.157847,0.000701,0.20435,0.0,0.142574,0.00101,0.051447,0.003351,0.071845,0.003139,0.067558,0.002114,0.047048,0.00091,0.208587,0.01252,0.305121,0.049968,80
embedding_diversity_selection,heldout_combined_catalog_gap,0,0.475,0.043912,0.482913,0.008862,0.464996,0.044177,0.372687,0.001725,0.27678,0.002223,0.106185,0.007999,0.131687,0.007127,0.053747,0.003556,0.16085,0.000673,0.20771,0.0,0.144756,0.001001,0.051224,0.003464,0.083327,0.003672,0.067583,0.002071,0.051663,0.001005,0.231823,0.0147,0.351919,0.05481,80
embedding_diversity_selection,heldout_combined_catalog_gap,1,0.45625,0.052217,0.482345,0.009069,0.445186,0.052566,0.371461,0.0022,0.274361,0.001953,0.106726,0.007808,0.132753,0.00694,0.05444,0.003503,0.160578,0.000617,0.20771,0.0,0.144756,0.001001,0.051216,0.003436,0.083167,0.003768,0.06733,0.00227,0.051421,0.000916,0.233511,0.014291,0.411368,0.055072,80
embedding_diversity_selection,heldout_combined_catalog_gap,2,0.485417,0.043562,0.483357,0.008891,0.474728,0.044111,0.372213,0.002234,0.277159,0.002017,0.106451,0.007935,0.131498,0.007309,0.054047,0.00356,0.160459,0.000669,0.20771,0.0,0.144756,0.001001,0.051054,0.003549,0.083779,0.003778,0.067018,0.002123,0.05131,0.000949,0.232098,0.014731,0.339407,0.050987,80
embedding_diversity_selection,heldout_combined_catalog_gap,3,0.535417,0.04452,0.482738,0.008635,0.525129,0.044732,0.373754,0.002048,0.275822,0.002258,0.107121,0.007697,0.132478,0.007005,0.053874,0.00367,0.160976,0.000675,0.20771,0.0,0.144756,0.001001,0.051194,0.003387,0.083571,0.003809,0.067302,0.002201,0.051883,0.000982,0.233416,0.014347,0.275582,0.047654,80
embedding_diversity_selection,heldout_combined_catalog_gap,4,0.472917,0.040446,0.482403,0.008813,0.461615,0.04091,0.372733,0.001734,0.273965,0.002332,0.10591,0.007831,0.132245,0.007137,0.054264,0.003592,0.160672,0.000619,0.20771,0.0,0.144756,0.001001,0.051435,0.003452,0.083667,0.003711,0.067097,0.002193,0.051603,0.001023,0.232226,0.014486,0.379456,0.052635,80
embedding_diversity_selection,heldout_combined_catalog_gap,5,0.497917,0.04329,0.483286,0.00865,0.487027,0.043628,0.374345,0.001766,0.276651,0.002234,0.107005,0.007936,0.131471,0.007126,0.053804,0.003614,0.159908,0.000653,0.20771,0.0,0.144756,0.001001,0.051055,0.00335,0.083616,0.003702,0.067366,0.002072,0.051431,0.001084,0.232511,0.01461,0.351178,0.045286,80
embedding_diversity_selection,heldout_combined_catalog_gap,6,0.4875,0.042614,0.483412,0.008845,0.476202,0.043189,0.371533,0.00221,0.276357,0.001842,0.106119,0.007808,0.132645,0.007111,0.054084,0.003605,0.160556,0.000552,0.20771,0.0,0.144756,0.001001,0.050926,0.003248,0.083233,0.003754,0.067041,0.002122,0.051223,0.001011,0.232644,0.014435,0.342489,0.052114,80
embedding_diversity_selection,heldout_combined_catalog_gap,7,0.4625,0.044247,0.483233,0.00854,0.452623,0.043924,0.37223,0.001987,0.27787,0.002097,0.106786,0.007901,0.132515,0.007275,0.053506,0.003522,0.160516,0.000671,0.20771,0.0,0.144756,0.001001,0.051126,0.003458,0.083007,0.00376,0.067776,0.002161,0.051538,0.000921,0.232926,0.014648,0.399372,0.05192,80
embedding_diversity_selection,heldout_combined_catalog_gap,8,0.475,0.050359,0.483147,0.009107,0.46457,0.049994,0.372924,0.002125,0.275151,0.002037,0.106637,0.007899,0.132567,0.007132,0.053982,0.003721,0.160501,0.000641,0.20771,0.0,0.144756,0.001001,0.051491,0.003273,0.083453,0.003612,0.068119,0.002129,0.051454,0.000945,0.233054,0.014578,0.351443,0.044711,80
embedding_diversity_selection,heldout_combined_catalog_gap,9,0.516667,0.049854,0.482404,0.008715,0.506271,0.050342,0.371659,0.001876,0.277758,0.002376,0.10604,0.008116,0.130997,0.006876,0.053847,0.003582,0.160934,0.000636,0.20771,0.0,0.144756,0.001001,0.05164,0.003339,0.083634,0.00375,0.067558,0.002227,0.051479,0.000993,0.231212,0.014604,0.308237,0.050143,80
uncertainty_sampling,nominal_catalog,0,0.589583,0.038958,0.598854,0.005013,0.618114,0.038857,0.453039,0.002317,0.375051,0.002246,0.053885,0.003835,0.051286,0.002026,0.034271,0.001713,0.151779,0.000665,0.218631,0.0,0.148387,0.000496,0.040023,0.001761,0.045565,0.001934,0.034434,0.001241,0.029045,0.000598,0.109485,0.00585,0.274893,0.043911,80
uncertainty_sampling,nominal_catalog,1,0.645833,0.039144,0.598492,0.004892,0.673065,0.038546,0.452372,0.00207,0.375543,0.002082,0.053311,0.003761,0.051583,0.001879,0.033766,0.001602,0.151412,0.000702,0.218631,0.0,0.148387,0.000496,0.039373,0.001688,0.045714,0.001962,0.034555,0.001102,0.028649,0.000573,0.108881,0.005617,0.21898,0.038077,80
uncertainty_sampling,nominal_catalog,2,0.6125,0.043008,0.598381,0.004889,0.639599,0.042371,0.45234,0.00168,0.373691,0.001966,0.053944,0.003935,0.052073,0.001907,0.033521,0.001633,0.150995,0.000656,0.218631,0.0,0.148387,0.000496,0.039945,0.001801,0.04575,0.001856,0.03423,0.001078,0.028678,0.000733,0.109759,0.005825,0.254919,0.044336,80
uncertainty_sampling,nominal_catalog,3,0.604167,0.049095,0.59792,0.005384,0.630555,0.048164,0.453764,0.001685,0.374532,0.002528,0.053793,0.003896,0.051104,0.001933,0.034354,0.001616,0.151618,0.000581,0.218631,0.0,0.148387,0.000496,0.040291,0.001736,0.046063,0.001907,0.034517,0.001165,0.028674,0.000697,0.109298,0.005823,0.284845,0.052652,80
