ablation,seed,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_full,regret_to_full_ci95,groups
minus_tail_risk_estimator,2,0.610417,0.043465,0.592665,0.0051,0.655182,0.04201,0.611609,0.002039,0.425821,0.002385,0.0483,0.003845,0.119465,0.006017,0.042072,0.002431,0.11477,0.00065,0.17723,0.0,0.116414,0.000398,0.037453,0.001448,0.051183,0.0015,0.041767,0.001059,0.034295,0.000587,0.158935,0.009084,0.131306,0.037662,80
minus_tail_risk_estimator,3,0.595833,0.037107,0.59385,0.005341,0.643092,0.037091,0.611145,0.002264,0.425383,0.002137,0.048521,0.003832,0.118983,0.005926,0.041836,0.002438,0.114704,0.000589,0.17723,0.0,0.116414,0.000398,0.037097,0.00132,0.050644,0.001542,0.042093,0.001085,0.034434,0.000576,0.158677,0.00903,0.135849,0.032844,80
minus_tail_risk_estimator,4,0.602083,0.046668,0.592538,0.005369,0.646374,0.045648,0.609154,0.001713,0.424498,0.001876,0.047746,0.00367,0.119787,0.005972,0.041595,0.002362,0.114801,0.000661,0.17723,0.0,0.116414,0.000398,0.037386,0.001496,0.051263,0.001647,0.041852,0.001093,0.033855,0.000668,0.158383,0.00881,0.131976,0.037227,80
minus_tail_risk_estimator,5,0.591667,0.04572,0.592828,0.005271,0.635757,0.043981,0.610126,0.002043,0.427839,0.00235,0.047524,0.003727,0.118532,0.006056,0.042191,0.002486,0.114341,0.000717,0.17723,0.0,0.116414,0.000398,0.036776,0.001413,0.050688,0.001596,0.041323,0.001108,0.034231,0.000592,0.157518,0.009039,0.142051,0.036732,80
minus_tail_risk_estimator,6,0.595833,0.049913,0.593637,0.005311,0.63878,0.0485,0.61063,0.002198,0.423266,0.002001,0.048238,0.00382,0.118874,0.005918,0.04238,0.002356,0.115027,0.00055,0.17723,0.0,0.116414,0.000398,0.037411,0.001462,0.050698,0.001438,0.04121,0.001044,0.033652,0.000568,0.158584,0.008943,0.144232,0.043217,80
minus_tail_risk_estimator,7,0.585417,0.049648,0.592144,0.00541,0.62834,0.04809,0.609265,0.00183,0.424208,0.002237,0.048408,0.003744,0.118854,0.006063,0.042476,0.002524,0.114436,0.000516,0.17723,0.0,0.116414,0.000398,0.037648,0.00153,0.050272,0.001423,0.04196,0.001072,0.034332,0.000538,0.158787,0.009016,0.179018,0.041974,80
minus_tail_risk_estimator,8,0.604167,0.042851,0.592548,0.005362,0.649249,0.042041,0.6122,0.002308,0.426303,0.002003,0.048356,0.003909,0.120135,0.006182,0.042628,0.002473,0.114918,0.000706,0.17723,0.0,0.116414,0.000398,0.037451,0.001402,0.051059,0.001616,0.041965,0.000943,0.034641,0.000563,0.159771,0.009312,0.120227,0.034822,80
minus_tail_risk_estimator,9,0.620833,0.04025,0.592567,0.005248,0.668208,0.040227,0.610541,0.001918,0.425931,0.00252,0.047252,0.003851,0.118549,0.005956,0.041824,0.002373,0.115204,0.000696,0.17723,0.0,0.116414,0.000398,0.037515,0.001373,0.051051,0.001611,0.042331,0.001067,0.033807,0.000608,0.157076,0.009054,0.139644,0.038036,80
minus_redundancy_penalty,0,0.58125,0.042701,0.613337,0.004152,0.647187,0.042082,0.64079,0.001946,0.529888,0.002566,0.022421,0.002539,0.063463,0.002259,0.031814,0.001493,0.182927,0.000673,0.181346,0.0,0.112414,0.000398,0.037774,0.001428,0.050861,0.001582,0.041529,0.000999,0.031936,0.000512,0.085925,0.004621,0.155168,0.038846,80
minus_redundancy_penalty,1,0.583333,0.049989,0.613294,0.004243,0.647132,0.048466,0.64248,0.001799,0.532394,0.002026,0.023044,0.002558,0.06387,0.002484,0.031798,0.001474,0.18288,0.000579,0.181346,0.0,0.112414,0.000398,0.037361,0.00131,0.051161,0.001508,0.041695,0.00105,0.031911,0.000504,0.086846,0.004809,0.151613,0.043693,80
minus_redundancy_penalty,2,0.620833,0.045748,0.613853,0.004159,0.684224,0.044103,0.640431,0.001871,0.529273,0.001986,0.02217,0.002629,0.063321,0.002478,0.032118,0.001456,0.1834,0.000701,0.181346,0.0,0.112414,0.000398,0.036972,0.001464,0.050847,0.001388,0.0409,0.001023,0.032051,0.000549,0.08572,0.004844,0.115706,0.034039,80
minus_redundancy_penalty,3,0.610417,0.041068,0.613494,0.004264,0.676834,0.04043,0.641669,0.002138,0.53252,0.002238,0.022958,0.002567,0.062665,0.002489,0.031398,0.001418,0.182913,0.000592,0.181346,0.0,0.112414,0.000398,0.037436,0.001477,0.05101,0.001597,0.041929,0.001105,0.032542,0.000509,0.085656,0.004818,0.105253,0.033622,80
minus_redundancy_penalty,4,0.595833,0.046042,0.61353,0.004396,0.659128,0.044547,0.641241,0.001728,0.531567,0.002272,0.023068,0.002677,0.064047,0.002415,0.03203,0.00141,0.182619,0.000695,0.181346,0.0,0.112414,0.000398,0.037717,0.001421,0.051042,0.0015,0.042612,0.001165,0.032018,0.000554,0.087118,0.004816,0.13019,0.038962,80
minus_redundancy_penalty,5,0.552083,0.047777,0.61324,0.004224,0.616803,0.04692,0.640861,0.001799,0.529698,0.002094,0.023416,0.002676,0.064706,0.002342,0.031923,0.00137,0.182731,0.000813,0.181346,0.0,0.112414,0.000398,0.036756,0.001479,0.050954,0.001399,0.041632,0.001175,0.031907,0.000522,0.087907,0.004724,0.175502,0.046951,80
minus_redundancy_penalty,6,0.614583,0.042937,0.613169,0.004148,0.679525,0.042066,0.642072,0.001964,0.530156,0.002186,0.023041,0.002613,0.064189,0.002495,0.031589,0.001423,0.182569,0.000626,0.181346,0.0,0.112414,0.000398,0.037329,0.001401,0.051061,0.001545,0.041525,0.000915,0.032352,0.000567,0.086977,0.004906,0.11815,0.036376,80
minus_redundancy_penalty,7,0.652083,0.043948,0.613839,0.004211,0.712922,0.041551,0.642713,0.001891,0.531496,0.002238,0.023373,0.002588,0.0639,0.002584,0.032187,0.001429,0.183117,0.000691,0.181346,0.0,0.112414,0.000398,0.037047,0.00138,0.051394,0.001453,0.04139,0.001152,0.032687,0.000539,0.087392,0.004903,0.136371,0.036346,80
minus_redundancy_penalty,8,0.5875,0.043477,0.614526,0.004354,0.65282,0.042426,0.640661,0.001983,0.53047,0.002238,0.022042,0.002733,0.06362,0.002368,0.031947,0.001433,0.18241,0.000694,0.181346,0.0,0.112414,0.000398,0.0368,0.001556,0.051334,0.001578,0.041992,0.001118,0.032215,0.000558,0.085731,0.004916,0.127231,0.036978,80
minus_redundancy_penalty,9,0.635417,0.035866,0.61414,0.004175,0.700654,0.034797,0.642021,0.002026,0.531011,0.002421,0.022325,0.002556,0.063574,0.002546,0.032522,0.001534,0.182713,0.000635,0.181346,0.0,0.112414,0.000398,0.037384,0.001406,0.050627,0.001532,0.041518,0.001047,0.032107,0.000521,0.086266,0.004893,0.103258,0.029983,80
v4_mechanism_coverage,0,0.539583,0.044728,0.579456,0.005119,0.588309,0.04372,0.58753,0.001731,0.488842,0.00272,0.040964,0.003769,0.074792,0.003071,0.037493,0.001869,0.125855,0.000687,0.234446,0.0,0.154065,0.000643,0.043143,0.002308,0.057569,0.002168,0.052534,0.001546,0.03563,0.000676,0.115804,0.006702,0.188337,0.041164,80
v4_mechanism_coverage,1,0.625,0.039627,0.579317,0.005083,0.673771,0.038887,0.589641,0.001655,0.488893,0.002656,0.041275,0.00388,0.074568,0.003142,0.036962,0.00199,0.126489,0.000607,0.234446,0.0,0.154065,0.000643,0.043146,0.002267,0.057951,0.002092,0.052328,0.001457,0.035695,0.000714,0.115682,0.006933,0.131232,0.036123,80
v4_mechanism_coverage,2,0.595833,0.048888,0.577762,0.004769,0.643577,0.047764,0.58815,0.002164,0.491057,0.002239,0.041035,0.00368,0.073794,0.003125,0.036855,0.002003,0.126544,0.000707,0.234446,0.0,0.154065,0.000643,0.042912,0.002196,0.058765,0.002148,0.052575,0.001495,0.035848,0.000598,0.114808,0.006661,0.139132,0.037127,80
v4_mechanism_coverage,3,0.602083,0.046668,0.578809,0.005167,0.650321,0.04589,0.587192,0.002089,0.490383,0.002221,0.040623,0.003826,0.074556,0.002933,0.036674,0.001997,0.126793,0.000605,0.234446,0.0,0.154065,0.000643,0.043234,0.002123,0.057972,0.002347,0.051904,0.001524,0.035303,0.000609,0.114877,0.00673,0.126708,0.038681,80
v4_mechanism_coverage,4,0.554167,0.045303,0.579365,0.005031,0.60338,0.044595,0.589158,0.001922,0.489285,0.002234,0.039967,0.003677,0.07401,0.003076,0.036691,0.001959,0.127087,0.000552,0.234446,0.0,0.154065,0.000643,0.042895,0.002214,0.058035,0.002177,0.051922,0.001513,0.035416,0.000644,0.11382,0.006582,0.170339,0.041844,80
v4_mechanism_coverage,5,0.589583,0.051304,0.577635,0.005184,0.637019,0.050485,0.58854,0.001845,0.489015,0.002035,0.040673,0.003864,0.07421,0.003128,0.037724,0.001809,0.126806,0.000633,0.234446,0.0,0.154065,0.000643,0.042947,0.002053,0.057998,0.002259,0.052383,0.001578,0.035741,0.000631,0.115193,0.006747,0.154024,0.048411,80
v4_mechanism_coverage,6,0.5875,0.044627,0.578753,0.005085,0.635853,0.043589,0.588165,0.001868,0.490296,0.002198,0.040382,0.003839,0.073837,0.003027,0.037396,0.002021,0.126371,0.000672,0.234446,0.0,0.154065,0.000643,0.042942,0.002202,0.057973,0.002181,0.051825,0.001417,0.03542,0.000641,0.114458,0.006798,0.145397,0.036802,80
v4_mechanism_coverage,7,0.61875,0.043948,0.580447,0.004986,0.666433,0.042636,0.588305,0.001862,0.488473,0.002209,0.041114,0.003652,0.073408,0.002973,0.037284,0.002061,0.126654,0.000606,0.234446,0.0,0.154065,0.000643,0.04317,0.002198,0.058205,0.002142,0.052248,0.001561,0.035478,0.000607,0.114812,0.006608,0.154368,0.037416,80
v4_mechanism_coverage,8,0.572917,0.042243,0.580845,0.005008,0.623719,0.042251,0.588746,0.001951,0.4891,0.002499,0.0418,0.003764,0.074005,0.003188,0.036681,0.002035,0.126362,0.000697,0.234446,0.0,0.154065,0.000643,0.042825,0.002244,0.057907,0.002197,0.052247,0.001538,0.035251,0.000671,0.115645,0.006842,0.143687,0.03847,80
v4_mechanism_coverage,9,0.583333,0.043487,0.578555,0.005076,0.631678,0.042533,0.589347,0.002112,0.489661,0.002183,0.040993,0.003626,0.074126,0.003144,0.036892,0.001665,0.125975,0.000622,0.234446,0.0,0.154065,0.000643,0.042422,0.002287,0.057912,0.002147,0.052436,0.00153,0.035444,0.000702,0.115033,0.00642,0.162402,0.039406,80
