method,catalog_family,regime,split,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
embedding_diversity_selection,robomimic_task_suite,embodiment_schema_gap,sensor_modality_shift,0.55,0.129298,0.545793,0.003599,0.550504,0.129331,0.386349,0.006207,0.280037,0.003021,0.075902,0.001277,0.110757,0.002394,0.045861,0.001606,0.156866,0.001782,0.20339,0.0,0.13956,0.0,0.043247,0.002056,0.081676,0.001878,0.051135,0.002032,0.044856,0.000747,0.1819,0.002061,0.282713,0.123411,10
embedding_diversity_selection,robomimic_task_suite,embodiment_schema_gap,provenance_label_shift,0.566667,0.087111,0.536784,0.003048,0.564994,0.087085,0.37776,0.004164,0.285969,0.006628,0.078561,0.003057,0.113848,0.002763,0.048172,0.001801,0.156869,0.001381,0.20435,0.0,0.141858,0.0,0.048105,0.001696,0.082631,0.00181,0.068252,0.001386,0.046304,0.001027,0.188034,0.00335,0.288049,0.137598,10
embedding_diversity_selection,robomimic_task_suite,embodiment_schema_gap,heldout_combined_catalog_gap,0.566667,0.121254,0.518936,0.003938,0.559098,0.121592,0.373389,0.004579,0.276668,0.005073,0.084944,0.003423,0.12934,0.001801,0.051982,0.001262,0.160546,0.001701,0.20771,0.0,0.14405,0.0,0.049458,0.002349,0.09781,0.00153,0.066367,0.00167,0.049828,0.001164,0.20794,0.002981,0.260247,0.136273,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,nominal_catalog,0.633333,0.117277,0.615983,0.003218,0.653539,0.114817,0.417538,0.007222,0.31442,0.004684,0.054117,0.001231,0.050685,0.003523,0.034446,0.002048,0.145544,0.001889,0.18899,0.0,0.132347,0.0,0.049778,0.002134,0.044735,0.001755,0.043255,0.001365,0.030277,0.000978,0.109354,0.003692,0.323252,0.10422,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,task_shift,0.683333,0.102726,0.586175,0.004144,0.696642,0.101101,0.410044,0.0043,0.30866,0.007178,0.062433,0.001905,0.075223,0.002954,0.039298,0.00292,0.149338,0.000747,0.19427,0.0,0.136663,0.0,0.053076,0.001379,0.051814,0.003012,0.049348,0.002128,0.036187,0.001055,0.1385,0.003735,0.179353,0.089243,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,object_shift,0.566667,0.139446,0.578046,0.00459,0.576515,0.137911,0.40922,0.005938,0.296149,0.004436,0.065001,0.002787,0.086079,0.002859,0.039099,0.001644,0.152625,0.001985,0.19715,0.0,0.139061,0.0,0.05504,0.00224,0.056203,0.00146,0.050931,0.002975,0.037286,0.00154,0.14911,0.003987,0.247564,0.141561,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,embodiment_shift,0.55,0.138165,0.560037,0.00355,0.55523,0.138374,0.397295,0.005538,0.292337,0.006158,0.070831,0.002361,0.096776,0.002143,0.04478,0.002237,0.153866,0.00167,0.19955,0.0,0.141404,0.0,0.056284,0.002073,0.077747,0.002727,0.055467,0.001967,0.041945,0.001357,0.165803,0.003956,0.23047,0.094816,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,mechanism_shift,0.516667,0.149697,0.547676,0.005642,0.517779,0.149473,0.387494,0.005167,0.287979,0.004414,0.074203,0.002401,0.110087,0.001597,0.045563,0.001349,0.157378,0.001447,0.20243,0.0,0.143908,0.0,0.061466,0.002528,0.062476,0.001701,0.056969,0.001674,0.043954,0.001175,0.17955,0.002681,0.226354,0.174464,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,sensor_modality_shift,0.566667,0.099798,0.540925,0.002914,0.566526,0.099795,0.386369,0.003051,0.28747,0.007658,0.076035,0.002726,0.113423,0.002459,0.045532,0.001044,0.157144,0.002105,0.20339,0.0,0.145025,0.0,0.062996,0.001777,0.066048,0.002353,0.060045,0.002227,0.045328,0.000754,0.183868,0.00414,0.359668,0.122134,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,provenance_label_shift,0.533333,0.117277,0.535917,0.00427,0.529215,0.117368,0.380338,0.005141,0.281483,0.00621,0.079731,0.002627,0.11765,0.00345,0.051155,0.001796,0.158544,0.00126,0.20435,0.0,0.149219,0.0,0.074779,0.001701,0.068708,0.002108,0.081772,0.001857,0.047003,0.001508,0.193546,0.004229,0.272484,0.134287,10
embedding_diversity_selection,robomimic_task_suite,provenance_label_gap,heldout_combined_catalog_gap,0.633333,0.193565,0.51982,0.002996,0.623878,0.193225,0.374116,0.00515,0.274,0.006422,0.085916,0.002312,0.131657,0.002362,0.053918,0.001505,0.162847,0.002722,0.20771,0.0,0.151353,0.0,0.070333,0.00118,0.083202,0.002916,0.083677,0.001796,0.051286,0.001479,0.211617,0.002762,0.332078,0.177449,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,nominal_catalog,0.583333,0.087789,0.595939,0.004921,0.600995,0.087249,0.41639,0.00576,0.313687,0.00898,0.07396,0.002464,0.057663,0.001607,0.040997,0.001942,0.14309,0.001612,0.18899,0.0,0.131271,0.0,0.048123,0.001344,0.051113,0.001348,0.040832,0.001749,0.032248,0.001162,0.137706,0.002897,0.296313,0.122841,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,task_shift,0.583333,0.13987,0.564097,0.003428,0.591584,0.139838,0.409132,0.005395,0.304034,0.00568,0.088817,0.002632,0.08673,0.001719,0.043201,0.002782,0.149311,0.00166,0.19427,0.0,0.135467,0.0,0.049958,0.001499,0.058546,0.001898,0.046186,0.001448,0.038079,0.001925,0.175465,0.003537,0.240223,0.149424,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,object_shift,0.566667,0.130667,0.551377,0.002537,0.570962,0.130004,0.405471,0.005329,0.296789,0.006112,0.090487,0.001392,0.10025,0.002176,0.044844,0.001812,0.152575,0.0014,0.19715,0.0,0.137793,0.0,0.051054,0.001197,0.062636,0.001952,0.047906,0.002259,0.041424,0.000739,0.188096,0.002677,0.25837,0.150528,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,embodiment_shift,0.55,0.154377,0.534297,0.002976,0.548196,0.15367,0.401858,0.006002,0.292495,0.002915,0.102285,0.003055,0.109286,0.001992,0.051941,0.001824,0.15411,0.002158,0.19955,0.0,0.140022,0.0,0.053159,0.002218,0.090918,0.001488,0.052015,0.001979,0.044533,0.001776,0.210219,0.003534,0.319226,0.151266,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,mechanism_shift,0.6,0.121254,0.516678,0.004496,0.592384,0.121056,0.380747,0.006676,0.2915,0.00814,0.107676,0.00254,0.125845,0.002258,0.055082,0.001781,0.155454,0.001774,0.20243,0.0,0.142437,0.0,0.054629,0.002777,0.073391,0.001897,0.053509,0.002254,0.047158,0.001299,0.229601,0.003637,0.231485,0.127164,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,sensor_modality_shift,0.5,0.161508,0.51176,0.004165,0.491533,0.161928,0.387658,0.005373,0.286846,0.005243,0.110496,0.001889,0.130967,0.00258,0.051909,0.001511,0.158651,0.001958,0.20339,0.0,0.143483,0.0,0.056844,0.002142,0.075596,0.00244,0.057674,0.001686,0.048333,0.00137,0.234675,0.003089,0.352943,0.151523,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,provenance_label_shift,0.516667,0.076222,0.50259,0.002845,0.505073,0.076363,0.380946,0.006103,0.28486,0.006246,0.110799,0.00232,0.136253,0.002382,0.056135,0.001833,0.157772,0.001725,0.20435,0.0,0.147143,0.0,0.066839,0.001851,0.081088,0.001941,0.080166,0.001614,0.049283,0.000842,0.241056,0.00332,0.289111,0.130788,10
embedding_diversity_selection,robomimic_task_suite,combined_catalog_gap,heldout_combined_catalog_gap,0.466667,0.117277,0.483274,0.004464,0.447367,0.116967,0.375639,0.006257,0.273577,0.004106,0.124376,0.002522,0.155039,0.001564,0.062689,0.001517,0.160887,0.001589,0.20771,0.0,0.149294,0.0,0.066601,0.001511,0.092354,0.00123,0.079089,0.001617,0.053437,0.001136,0.272,0.003451,0.376629,0.144412,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,nominal_catalog,0.6,0.099798,0.617866,0.002028,0.63249,0.09957,0.424366,0.003631,0.314024,0.004257,0.028737,0.00254,0.034808,0.002339,0.02176,0.001833,0.145459,0.002358,0.18899,0.0,0.12587,0.0,0.030567,0.002412,0.034814,0.001264,0.029756,0.001902,0.02525,0.001308,0.065723,0.004605,0.241442,0.115623,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,task_shift,0.633333,0.117277,0.595326,0.003964,0.658579,0.113294,0.412593,0.003237,0.30208,0.003916,0.030901,0.001889,0.040717,0.002585,0.023284,0.001561,0.149677,0.001777,0.19427,0.0,0.129464,0.0,0.030665,0.001834,0.040648,0.001901,0.031043,0.001504,0.031636,0.001166,0.073081,0.003046,0.224691,0.109746,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,object_shift,0.583333,0.121741,0.584378,0.003427,0.609998,0.122052,0.414471,0.00766,0.291977,0.006988,0.031571,0.002711,0.041727,0.00173,0.024462,0.002393,0.150436,0.001578,0.19715,0.0,0.131429,0.0,0.030861,0.0018,0.043777,0.002161,0.033424,0.001343,0.033702,0.001622,0.075097,0.003224,0.269959,0.138853,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,embodiment_shift,0.5,0.153992,0.575276,0.003933,0.521556,0.153947,0.393618,0.003836,0.291304,0.00592,0.036648,0.002509,0.045616,0.003238,0.024606,0.001191,0.154118,0.001547,0.19955,0.0,0.133099,0.0,0.032052,0.001787,0.06161,0.001479,0.039093,0.001493,0.037401,0.001531,0.083163,0.003924,0.394889,0.167146,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,mechanism_shift,0.466667,0.106689,0.564719,0.005222,0.486972,0.107319,0.382166,0.004917,0.287385,0.006553,0.034774,0.002625,0.044922,0.002052,0.025081,0.00131,0.15719,0.001346,0.20243,0.0,0.135074,0.0,0.032295,0.002362,0.048746,0.001239,0.039146,0.002501,0.039608,0.000553,0.081005,0.002389,0.371119,0.127897,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,sensor_modality_shift,0.516667,0.157419,0.560166,0.003462,0.53625,0.157338,0.38053,0.005303,0.286717,0.003865,0.035433,0.002241,0.045627,0.002828,0.02624,0.001193,0.158482,0.002187,0.20339,0.0,0.135758,0.0,0.03043,0.00119,0.051396,0.001727,0.041121,0.000962,0.03875,0.001463,0.082774,0.003255,0.294602,0.164924,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,provenance_label_shift,0.583333,0.13112,0.557288,0.004703,0.601743,0.131303,0.380388,0.005947,0.285218,0.007246,0.038292,0.003285,0.048156,0.002266,0.025332,0.001931,0.156551,0.001976,0.20435,0.0,0.136731,0.0,0.034241,0.001093,0.054538,0.001468,0.055943,0.001514,0.041447,0.001183,0.087075,0.004412,0.179936,0.115549,10
embedding_diversity_selection,rh20t_human_robot_teleop,nominal_metadata,heldout_combined_catalog_gap,0.55,0.146495,0.545647,0.003056,0.564968,0.144411,0.376256,0.003944,0.283468,0.006243,0.038864,0.00211,0.049538,0.00248,0.026136,0.002723,0.161513,0.001546,0.20771,0.0,0.138961,0.0,0.031048,0.001869,0.062413,0.002108,0.057533,0.002084,0.045225,0.000695,0.089086,0.002704,0.31398,0.128653,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,nominal_catalog,0.65,0.123674,0.582883,0.002903,0.670776,0.121048,0.423619,0.005344,0.311735,0.005196,0.062407,0.002253,0.054332,0.002766,0.030179,0.002523,0.14568,0.001849,0.18899,0.0,0.126926,0.0,0.032458,0.00132,0.040198,0.002213,0.032282,0.001335,0.029356,0.000659,0.118245,0.003729,0.231031,0.117805,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,task_shift,0.616667,0.161875,0.559859,0.003003,0.630394,0.160399,0.414556,0.004118,0.299574,0.006678,0.074057,0.003487,0.074504,0.002921,0.03331,0.002872,0.149563,0.002422,0.19427,0.0,0.130639,0.0,0.034466,0.001804,0.047295,0.001173,0.035448,0.002882,0.034627,0.001156,0.14659,0.003947,0.27047,0.174044,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,object_shift,0.55,0.069723,0.5433,0.003882,0.562642,0.070184,0.412381,0.006197,0.299874,0.005339,0.074905,0.002505,0.08477,0.001786,0.033794,0.001246,0.153151,0.001726,0.19715,0.0,0.132674,0.0,0.036098,0.001189,0.048344,0.00147,0.0365,0.002199,0.036607,0.001188,0.155379,0.003645,0.335113,0.092791,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,embodiment_shift,0.533333,0.126985,0.527847,0.004231,0.540909,0.127386,0.401451,0.002788,0.295151,0.005415,0.081612,0.002755,0.0931,0.002328,0.035707,0.001905,0.152497,0.001709,0.19955,0.0,0.134453,0.0,0.034847,0.001829,0.070918,0.001169,0.039629,0.001933,0.042286,0.00126,0.16929,0.003339,0.246981,0.167691,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,mechanism_shift,0.4,0.155524,0.508035,0.004578,0.400683,0.155397,0.37869,0.003538,0.287867,0.006732,0.094967,0.00299,0.102855,0.001468,0.038246,0.001905,0.155172,0.00231,0.20243,0.0,0.136514,0.0,0.036307,0.002603,0.057542,0.00165,0.041912,0.001149,0.043236,0.001571,0.191231,0.002278,0.476228,0.17565,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,sensor_modality_shift,0.55,0.138165,0.505074,0.003901,0.549823,0.138639,0.382246,0.004435,0.28119,0.007906,0.092801,0.002418,0.10874,0.002957,0.038931,0.002042,0.157543,0.002035,0.20339,0.0,0.137269,0.0,0.035164,0.001681,0.06005,0.001442,0.043996,0.00138,0.045168,0.001187,0.193822,0.002861,0.251045,0.163908,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,provenance_label_shift,0.5,0.16869,0.503084,0.003097,0.499168,0.16834,0.38074,0.003857,0.287681,0.004668,0.092439,0.00248,0.111831,0.003286,0.039305,0.001467,0.159186,0.002714,0.20435,0.0,0.138768,0.0,0.039995,0.00182,0.063714,0.001686,0.059103,0.001672,0.0455,0.001396,0.195965,0.004491,0.31318,0.195625,10
embedding_diversity_selection,rh20t_human_robot_teleop,contact_transition_gap,heldout_combined_catalog_gap,0.466667,0.152444,0.48362,0.004248,0.459609,0.152417,0.372953,0.006434,0.27929,0.008186,0.102716,0.002047,0.125367,0.002509,0.043084,0.001895,0.159894,0.001122,0.20771,0.0,0.140982,0.0,0.038368,0.002952,0.075238,0.001468,0.062151,0.002401,0.050883,0.001012,0.218283,0.002479,0.340836,0.176826,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,nominal_catalog,0.55,0.129298,0.579643,0.003808,0.57075,0.129168,0.419742,0.005637,0.312496,0.005551,0.070795,0.003315,0.055746,0.002054,0.032754,0.001659,0.144241,0.002097,0.18899,0.0,0.127438,0.0,0.035236,0.001013,0.0423,0.001456,0.0325,0.002187,0.029486,0.001187,0.128982,0.00315,0.289224,0.139504,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,task_shift,0.716667,0.098,0.54748,0.004352,0.728141,0.096328,0.413539,0.006707,0.303368,0.007366,0.082703,0.001852,0.078196,0.003083,0.036273,0.002012,0.149935,0.0021,0.19427,0.0,0.131207,0.0,0.035424,0.002188,0.047177,0.001889,0.036083,0.002126,0.035142,0.001513,0.159487,0.003151,0.128805,0.094807,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,object_shift,0.483333,0.113683,0.5304,0.002808,0.492719,0.113399,0.407891,0.006863,0.29766,0.004327,0.08515,0.003106,0.088051,0.002114,0.03714,0.002121,0.152228,0.002638,0.19715,0.0,0.133277,0.0,0.036719,0.000981,0.052784,0.002174,0.039105,0.001919,0.038367,0.001359,0.169758,0.003765,0.299912,0.139382,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,embodiment_shift,0.4,0.121254,0.515718,0.004311,0.402984,0.12024,0.399522,0.005296,0.292062,0.005395,0.09798,0.002684,0.096811,0.00221,0.042036,0.001884,0.153167,0.001892,0.19955,0.0,0.135112,0.0,0.038263,0.002657,0.076477,0.001502,0.041395,0.002084,0.043262,0.000772,0.191606,0.003269,0.382768,0.119202,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,mechanism_shift,0.533333,0.152444,0.492476,0.003784,0.530415,0.152268,0.384222,0.004506,0.287474,0.005111,0.110578,0.003483,0.111324,0.001774,0.041459,0.002422,0.156305,0.00214,0.20243,0.0,0.137217,0.0,0.038126,0.002536,0.060614,0.001908,0.042,0.00141,0.04648,0.001358,0.2148,0.004155,0.265312,0.138265,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,sensor_modality_shift,0.566667,0.139446,0.493561,0.003229,0.56296,0.139984,0.383463,0.004042,0.28234,0.004822,0.10749,0.002037,0.114768,0.002771,0.042482,0.00154,0.155817,0.00113,0.20339,0.0,0.138007,0.0,0.038948,0.002041,0.063558,0.000628,0.043938,0.001609,0.046272,0.001234,0.214808,0.002502,0.262962,0.150804,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,provenance_label_shift,0.5,0.084345,0.492131,0.003282,0.495753,0.084398,0.386777,0.008528,0.284534,0.00722,0.105415,0.002451,0.119619,0.002096,0.043742,0.001114,0.158994,0.001612,0.20435,0.0,0.139757,0.0,0.041304,0.001396,0.067373,0.001166,0.06109,0.002169,0.046638,0.000711,0.217001,0.00373,0.372935,0.123866,10
embedding_diversity_selection,rh20t_human_robot_teleop,force_tactile_gap,heldout_combined_catalog_gap,0.433333,0.087111,0.468544,0.004702,0.421797,0.087699,0.375405,0.006949,0.272677,0.004543,0.118288,0.003103,0.133372,0.001677,0.046659,0.001931,0.160502,0.001262,0.20771,0.0,0.141961,0.0,0.043199,0.001638,0.077198,0.001532,0.061324,0.001786,0.050956,0.000832,0.241647,0.003272,0.429484,0.112349,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,nominal_catalog,0.583333,0.13987,0.570721,0.002909,0.600506,0.137265,0.419764,0.004295,0.311503,0.005396,0.076969,0.002435,0.058154,0.001466,0.035427,0.002058,0.14361,0.002188,0.18899,0.0,0.127773,0.0,0.03651,0.001982,0.043391,0.001249,0.03284,0.001986,0.030184,0.001023,0.138299,0.002775,0.272751,0.14605,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,task_shift,0.5,0.097393,0.538384,0.003908,0.510672,0.097668,0.411773,0.005458,0.305189,0.007928,0.093436,0.001312,0.081599,0.00211,0.035632,0.001451,0.150007,0.001331,0.19427,0.0,0.131579,0.0,0.036571,0.002306,0.049278,0.001702,0.035115,0.002384,0.035573,0.001104,0.172451,0.001583,0.341223,0.125996,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,object_shift,0.45,0.138165,0.524702,0.002123,0.457365,0.138315,0.408255,0.007102,0.302476,0.003604,0.093065,0.002136,0.093028,0.002253,0.041617,0.002119,0.152378,0.001553,0.19715,0.0,0.133671,0.0,0.036961,0.002125,0.052969,0.001326,0.037971,0.002167,0.038991,0.001452,0.183644,0.003388,0.366871,0.152461,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,embodiment_shift,0.6,0.099798,0.506314,0.004316,0.601181,0.099582,0.403872,0.003679,0.294361,0.004747,0.105783,0.002369,0.102475,0.001723,0.04524,0.002995,0.152802,0.002165,0.19955,0.0,0.135541,0.0,0.039485,0.002024,0.07911,0.002623,0.042518,0.001385,0.043347,0.001051,0.205259,0.003342,0.193846,0.12258,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,mechanism_shift,0.5,0.119282,0.488311,0.002821,0.49468,0.119184,0.38161,0.00561,0.287558,0.002855,0.114348,0.002534,0.116683,0.003201,0.046014,0.001679,0.15614,0.000944,0.20243,0.0,0.137674,0.0,0.040798,0.001186,0.06463,0.001803,0.043539,0.001786,0.04597,0.001324,0.224868,0.003978,0.261941,0.091603,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,sensor_modality_shift,0.45,0.098,0.484522,0.004527,0.444328,0.09799,0.38859,0.00592,0.28244,0.006084,0.113267,0.002792,0.122126,0.003078,0.046511,0.000972,0.157695,0.00176,0.20339,0.0,0.138486,0.0,0.040474,0.002907,0.065152,0.001934,0.044918,0.001947,0.046968,0.001678,0.228117,0.00362,0.317859,0.132904,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,provenance_label_shift,0.45,0.069723,0.484252,0.003075,0.443037,0.069983,0.384678,0.00387,0.283398,0.006577,0.111016,0.00135,0.12555,0.002435,0.047564,0.002634,0.158946,0.002586,0.20435,0.0,0.140403,0.0,0.045432,0.002419,0.068876,0.001927,0.063256,0.001671,0.048965,0.000795,0.22896,0.001643,0.419692,0.120369,10
embedding_diversity_selection,rh20t_human_robot_teleop,recovery_gap,heldout_combined_catalog_gap,0.533333,0.081485,0.457567,0.004526,0.51886,0.081821,0.37369,0.006283,0.278875,0.006651,0.127427,0.003202,0.140837,0.001319,0.051207,0.001975,0.161871,0.001623,0.20771,0.0,0.142602,0.0,0.043585,0.002362,0.080614,0.001761,0.061946,0.002184,0.052472,0.001114,0.258659,0.003793,0.20514,0.122939,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,nominal_catalog,0.55,0.085045,0.571259,0.002814,0.567987,0.08519,0.42133,0.005061,0.311569,0.003763,0.078811,0.002762,0.06172,0.002758,0.037595,0.001631,0.144376,0.001496,0.18899,0.0,0.12816,0.0,0.036822,0.001321,0.047617,0.002602,0.032854,0.002087,0.031897,0.001215,0.143899,0.003626,0.302895,0.090513,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,task_shift,0.516667,0.132916,0.536287,0.00507,0.525273,0.133027,0.408209,0.005827,0.306478,0.005757,0.095768,0.00187,0.085616,0.002224,0.041806,0.001402,0.149736,0.002436,0.19427,0.0,0.13201,0.0,0.039381,0.002239,0.050591,0.001513,0.038708,0.002836,0.036249,0.001115,0.180883,0.002708,0.377286,0.125961,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,object_shift,0.516667,0.09045,0.522185,0.002791,0.522153,0.090194,0.409962,0.004938,0.292014,0.004978,0.097439,0.002292,0.096295,0.002936,0.042304,0.002121,0.149642,0.001628,0.19715,0.0,0.134127,0.0,0.039729,0.001954,0.056008,0.002057,0.04075,0.002024,0.038013,0.001225,0.190813,0.003229,0.384465,0.116924,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,embodiment_shift,0.616667,0.119778,0.508109,0.004385,0.615353,0.119773,0.396616,0.00362,0.287252,0.00669,0.10458,0.001037,0.107999,0.002809,0.048867,0.001596,0.15348,0.0018,0.19955,0.0,0.136037,0.0,0.039395,0.001947,0.082439,0.001837,0.041599,0.001858,0.04331,0.001299,0.210012,0.002671,0.283457,0.12514,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,mechanism_shift,0.5,0.128839,0.484992,0.004178,0.493796,0.128381,0.381223,0.006339,0.290597,0.005334,0.115508,0.003029,0.120594,0.002552,0.047706,0.001361,0.156245,0.003096,0.20243,0.0,0.138201,0.0,0.042943,0.001182,0.064825,0.001947,0.044511,0.00144,0.046531,0.001493,0.229807,0.003555,0.308438,0.112195,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,sensor_modality_shift,0.433333,0.121254,0.480402,0.004026,0.426946,0.121448,0.390027,0.006149,0.286217,0.007394,0.114894,0.003195,0.125873,0.002288,0.048369,0.00148,0.157296,0.002044,0.20339,0.0,0.139039,0.0,0.041136,0.001383,0.068923,0.002433,0.046618,0.002161,0.048647,0.001092,0.233484,0.003606,0.311963,0.129699,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,provenance_label_shift,0.333333,0.119282,0.479077,0.002396,0.324314,0.11943,0.379697,0.003849,0.284955,0.007454,0.113606,0.003158,0.129539,0.001846,0.051591,0.001431,0.158002,0.000956,0.20435,0.0,0.141149,0.0,0.047147,0.001396,0.072326,0.002188,0.065952,0.001154,0.048699,0.001501,0.236556,0.003804,0.4314,0.125064,10
embedding_diversity_selection,rh20t_human_robot_teleop,deformable_gap,heldout_combined_catalog_gap,0.4,0.099798,0.456106,0.003042,0.383505,0.10015,0.372317,0.004792,0.278329,0.00301,0.130004,0.001815,0.145526,0.003648,0.056862,0.001882,0.16069,0.00174,0.20771,0.0,0.143343,0.0,0.046489,0.001481,0.082757,0.001507,0.064286,0.002496,0.053176,0.001782,0.26758,0.003823,0.472573,0.15767,10
embedding_diversity_selection,rh20t_human_robot_teleop,irreversible_side_effect_gap,nominal_catalog,0.616667,0.138165,0.568311,0.003714,0.631521,0.136226,0.421956,0.005424,0.320865,0.004664,0.079436,0.00195,0.072151,0.002619,0.044003,0.001436,0.147064,0.001348,0.18899,0.0,0.12838,0.0,0.03846,0.002063,0.047249,0.001715,0.033185,0.002063,0.030983,0.001038,0.155551,0.003522,0.207985,0.128823,10
embedding_diversity_selection,rh20t_human_robot_teleop,irreversible_side_effect_gap,task_shift,0.533333,0.136002,0.536436,0.004095,0.540061,0.134397,0.41764,0.007595,0.302986,0.005532,0.092027,0.001847,0.097688,0.00137,0.04907,0.001589,0.149095,0.001772,0.19427,0.0,0.132254,0.0,0.039788,0.000816,0.053245,0.001192,0.039142,0.002208,0.037289,0.000878,0.189829,0.001744,0.374051,0.142891,10
embedding_diversity_selection,rh20t_human_robot_teleop,irreversible_side_effect_gap,object_shift,0.583333,0.111578,0.520802,0.002645,0.58671,0.11169,0.410211,0.005568,0.301038,0.005945,0.095625,0.002989,0.110384,0.003529,0.05233,0.001365,0.151264,0.001255,0.19715,0.0,0.134387,0.0,0.039169,0.001833,0.057354,0.001937,0.039567,0.001551,0.039085,0.000962,0.204578,0.003719,0.242619,0.125643,10
embedding_diversity_selection,rh20t_human_robot_teleop,irreversible_side_effect_gap,embodiment_shift,0.45,0.119778,0.505853,0.004404,0.446765,0.119678,0.401757,0.00394,0.293073,0.005225,0.104695,0.002246,0.121941,0.003017,0.056846,0.002142,0.152276,0.001252,0.19955,0.0,0.136318,0.0,0.042482,0.001433,0.084883,0.003613,0.043206,0.001975,0.044609,0.001144,0.224574,0.003977,0.367582,0.125422,10
embedding_diversity_selection,rh20t_human_robot_teleop,irreversible_side_effect_gap,mechanism_shift,0.483333,0.149697,0.486523,0.002885,0.474189,0.147919,0.383886,0.00482,0.283807,0.00428,0.115398,0.001306,0.139222,0.002059,0.060528,0.002116,0.157929,0.001792,0.20243,0.0,0.138499,0.0,0.041715,0.002405,0.064444,0.002045,0.046954,0.001077,0.04571,0.001591,0.250079,0.002102,0.416238,0.171581,10
