method,catalog_family,regime,split,success,success_ci95,success_probability,success_probability_ci95,utility,utility_ci95,mechanism_recall,mechanism_recall_ci95,rare_mechanism_recall,rare_mechanism_recall_ci95,coverage_false_negative,coverage_false_negative_ci95,tail_mechanism_failure,tail_mechanism_failure_ci95,unsafe_deployment_failure,unsafe_deployment_failure_ci95,redundancy_rate,redundancy_rate_ci95,selection_cost,selection_cost_ci95,annotation_burden,annotation_burden_ci95,label_noise_risk,label_noise_risk_ci95,schema_mismatch_rate,schema_mismatch_rate_ci95,provenance_risk,provenance_risk_ci95,calibration_ece,calibration_ece_ci95,audit_risk_score,audit_risk_score_ci95,regret_to_oracle,regret_to_oracle_ci95,groups
trajectory_count_selection,robonet_multi_robot_video,embodiment_schema_gap,heldout_combined_catalog_gap,0.45,0.119778,0.406037,0.003894,0.393562,0.119948,0.178143,0.004762,0.133347,0.004848,0.148082,0.001478,0.169495,0.003166,0.079835,0.001375,0.21708,0.002729,0.102598,0.0,0.093376,0.0,0.066674,0.00224,0.150783,0.001241,0.086649,0.001661,0.068391,0.001671,0.315121,0.003285,0.33818,0.15494,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,nominal_catalog,0.516667,0.123674,0.527477,0.00337,0.500506,0.124286,0.226562,0.004334,0.16732,0.006566,0.093281,0.002155,0.062982,0.002834,0.049349,0.001609,0.203208,0.001588,0.083878,0.0,0.082408,0.0,0.074328,0.001741,0.056847,0.00121,0.053196,0.001522,0.035342,0.001241,0.165191,0.003403,0.367438,0.138756,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,task_shift,0.566667,0.121254,0.495044,0.002524,0.540455,0.120687,0.221371,0.004508,0.152195,0.005605,0.108414,0.001239,0.094163,0.001559,0.053583,0.002413,0.204804,0.001549,0.089158,0.0,0.087416,0.0,0.07659,0.001786,0.068176,0.00163,0.058152,0.002177,0.044366,0.001804,0.205827,0.001843,0.361386,0.112015,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,object_shift,0.65,0.09045,0.485597,0.003813,0.619365,0.090016,0.215817,0.004827,0.155242,0.004955,0.109982,0.002767,0.110125,0.002309,0.057693,0.001308,0.209938,0.001532,0.092038,0.0,0.090229,0.0,0.080769,0.002593,0.07473,0.001174,0.062901,0.002689,0.048278,0.00079,0.221423,0.0035,0.25996,0.11078,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,embodiment_shift,0.433333,0.147704,0.463227,0.003612,0.397343,0.142673,0.205112,0.005076,0.144614,0.007573,0.123964,0.002976,0.124107,0.003256,0.068248,0.002405,0.20978,0.001242,0.094438,0.0,0.093232,0.0,0.084614,0.00151,0.114433,0.001762,0.070626,0.00245,0.054675,0.001273,0.251169,0.004373,0.466834,0.117449,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,mechanism_shift,0.366667,0.136002,0.446559,0.002286,0.326293,0.13071,0.185067,0.005995,0.142451,0.004478,0.130647,0.002463,0.139877,0.002563,0.064502,0.001366,0.212536,0.001887,0.097318,0.0,0.096257,0.0,0.088083,0.002246,0.087917,0.002079,0.07343,0.001259,0.057613,0.001012,0.267806,0.003645,0.425464,0.187756,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,sensor_modality_shift,0.383333,0.069723,0.440607,0.003757,0.337669,0.069271,0.190705,0.007449,0.141574,0.003956,0.127859,0.00327,0.146924,0.001923,0.066966,0.001984,0.212559,0.002316,0.098278,0.0,0.09779,0.0,0.092053,0.002252,0.092073,0.001557,0.077522,0.002011,0.059205,0.001204,0.271535,0.003688,0.44216,0.142629,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,provenance_label_shift,0.333333,0.153992,0.429976,0.003756,0.29191,0.144863,0.186049,0.007195,0.135773,0.006683,0.137512,0.002215,0.153754,0.002376,0.075804,0.002636,0.213599,0.002027,0.099238,0.0,0.105065,0.0,0.113118,0.001741,0.098113,0.00196,0.109815,0.001218,0.062867,0.001127,0.290729,0.003647,0.496567,0.172796,10
trajectory_count_selection,robonet_multi_robot_video,provenance_label_gap,heldout_combined_catalog_gap,0.316667,0.102726,0.405239,0.002428,0.263094,0.094639,0.182292,0.007306,0.126297,0.007576,0.150249,0.002553,0.173339,0.00241,0.080566,0.001702,0.21766,0.001155,0.102598,0.0,0.107092,0.0,0.112572,0.001027,0.117801,0.002101,0.110675,0.001913,0.069589,0.001465,0.320536,0.003661,0.580968,0.099693,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,nominal_catalog,0.483333,0.132916,0.50054,0.003533,0.460393,0.132633,0.228204,0.005689,0.17173,0.00497,0.128272,0.002518,0.072083,0.003464,0.057103,0.001215,0.201098,0.001681,0.083878,0.0,0.080373,0.0,0.066373,0.002338,0.070022,0.002607,0.049624,0.002345,0.037999,0.001097,0.210886,0.002476,0.432059,0.154726,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,task_shift,0.35,0.149697,0.456751,0.004206,0.32022,0.142302,0.215665,0.009014,0.155148,0.004384,0.153054,0.003336,0.109487,0.001919,0.064443,0.00205,0.205433,0.001334,0.089158,0.0,0.085154,0.0,0.071726,0.002379,0.081381,0.001759,0.057202,0.00163,0.047972,0.001258,0.267391,0.004104,0.609671,0.148229,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,object_shift,0.433333,0.053344,0.443427,0.00348,0.391593,0.052866,0.213523,0.004637,0.148168,0.005994,0.155552,0.002122,0.128778,0.002679,0.066179,0.001836,0.208214,0.001829,0.092038,0.0,0.087831,0.0,0.072054,0.002028,0.089031,0.001941,0.06136,0.00105,0.051478,0.001502,0.285225,0.002957,0.535094,0.048923,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,embodiment_shift,0.45,0.138165,0.417675,0.003977,0.398142,0.138001,0.205143,0.006199,0.142921,0.006452,0.174242,0.001798,0.144864,0.001785,0.078391,0.001395,0.209428,0.001586,0.094438,0.0,0.090618,0.0,0.075885,0.001896,0.135519,0.001692,0.06501,0.002069,0.058775,0.001436,0.322085,0.001911,0.466496,0.152357,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,mechanism_shift,0.366667,0.144457,0.395695,0.004591,0.314845,0.138767,0.192162,0.004917,0.137526,0.005868,0.186023,0.002925,0.165612,0.002238,0.075939,0.001985,0.213605,0.003083,0.097318,0.0,0.093473,0.0,0.077745,0.001411,0.104945,0.001805,0.070983,0.001497,0.062457,0.001287,0.348201,0.004139,0.515399,0.196846,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,sensor_modality_shift,0.25,0.13112,0.394769,0.003057,0.202659,0.121762,0.193221,0.004338,0.133114,0.005666,0.183131,0.002088,0.169895,0.002239,0.080501,0.001551,0.214169,0.002362,0.098278,0.0,0.09487,0.0,0.08279,0.001978,0.110716,0.002004,0.07503,0.001512,0.063543,0.001316,0.350803,0.003371,0.643153,0.156051,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,provenance_label_shift,0.333333,0.097393,0.381471,0.003968,0.269346,0.097487,0.190012,0.005936,0.133486,0.006203,0.189642,0.003295,0.177849,0.002169,0.087869,0.001556,0.214271,0.001779,0.099238,0.0,0.101136,0.0,0.099923,0.00189,0.117128,0.001395,0.104856,0.001397,0.066422,0.000831,0.366963,0.002898,0.599297,0.131163,10
trajectory_count_selection,robonet_multi_robot_video,combined_catalog_gap,heldout_combined_catalog_gap,0.316667,0.123674,0.353687,0.003895,0.249215,0.116345,0.176788,0.006377,0.129216,0.004835,0.211054,0.002585,0.204926,0.002985,0.096359,0.001534,0.217459,0.002044,0.102598,0.0,0.103199,0.0,0.099061,0.001974,0.139235,0.001328,0.105965,0.002278,0.073937,0.001492,0.412928,0.003054,0.67002,0.132004,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,nominal_catalog,0.6,0.087111,0.573511,0.004326,0.601563,0.086823,0.229415,0.006163,0.17047,0.005442,0.044991,0.003563,0.039038,0.002453,0.025577,0.001306,0.200231,0.001562,0.083878,0.0,0.070014,0.0,0.030476,0.001781,0.038191,0.00121,0.030843,0.00169,0.027266,0.001485,0.087058,0.004703,0.309372,0.113156,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,task_shift,0.6,0.130667,0.551046,0.003012,0.597201,0.130967,0.216656,0.005124,0.158947,0.006282,0.046339,0.003003,0.045685,0.00176,0.023936,0.001658,0.205804,0.001857,0.089158,0.0,0.073643,0.0,0.031567,0.002243,0.042348,0.001953,0.035846,0.001933,0.03502,0.001098,0.092571,0.003358,0.327349,0.102402,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,object_shift,0.55,0.098,0.542981,0.003388,0.544965,0.098127,0.21117,0.003957,0.148672,0.004407,0.046474,0.002781,0.047881,0.003316,0.02489,0.00142,0.206209,0.001598,0.092038,0.0,0.075628,0.0,0.029823,0.001637,0.048248,0.001835,0.036533,0.001506,0.039574,0.001489,0.09483,0.003807,0.238089,0.128347,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,embodiment_shift,0.5,0.068867,0.529835,0.002097,0.492715,0.068825,0.210723,0.007848,0.144283,0.003151,0.048561,0.002227,0.046222,0.002191,0.026611,0.00215,0.210921,0.001447,0.094438,0.0,0.07733,0.0,0.030947,0.001208,0.075208,0.002031,0.03902,0.002179,0.044087,0.000606,0.096533,0.00371,0.334487,0.113141,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,mechanism_shift,0.516667,0.123674,0.51962,0.003873,0.505834,0.12359,0.186959,0.004605,0.134528,0.006287,0.050253,0.002795,0.049861,0.003692,0.023797,0.001415,0.211605,0.001924,0.097318,0.0,0.07933,0.0,0.03085,0.001544,0.055181,0.00233,0.041723,0.000841,0.04631,0.001411,0.099547,0.004982,0.369394,0.08109,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,sensor_modality_shift,0.633333,0.094927,0.513462,0.003947,0.621916,0.095059,0.193379,0.002365,0.136017,0.007002,0.052098,0.002168,0.053107,0.002835,0.026597,0.002755,0.212944,0.00228,0.098278,0.0,0.080036,0.0,0.031985,0.001716,0.060718,0.001133,0.044896,0.001512,0.047693,0.001449,0.105226,0.003348,0.214751,0.131406,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,provenance_label_shift,0.466667,0.152444,0.514184,0.004433,0.453611,0.151809,0.187167,0.007828,0.133319,0.002812,0.052291,0.002771,0.053323,0.002665,0.028196,0.001465,0.215321,0.002432,0.099238,0.0,0.081159,0.0,0.034654,0.001088,0.06307,0.001866,0.064962,0.002166,0.050097,0.001889,0.106381,0.002887,0.387379,0.183212,10
trajectory_count_selection,bridge_data_mobile_manipulation,nominal_metadata,heldout_combined_catalog_gap,0.533333,0.117277,0.501075,0.004261,0.516647,0.117131,0.175258,0.005668,0.130543,0.005488,0.055667,0.002206,0.057206,0.002341,0.028267,0.002078,0.216545,0.001635,0.102598,0.0,0.083384,0.0,0.03425,0.000977,0.077329,0.001554,0.066082,0.002157,0.055252,0.000553,0.112705,0.001949,0.330403,0.10222,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,nominal_catalog,0.516667,0.157419,0.532808,0.003437,0.50694,0.157531,0.224726,0.003825,0.165094,0.00581,0.087209,0.002441,0.059759,0.002339,0.029759,0.001585,0.199478,0.002094,0.083878,0.0,0.071548,0.0,0.036245,0.002106,0.041707,0.001848,0.034611,0.001627,0.032496,0.00171,0.146908,0.003151,0.386145,0.159104,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,task_shift,0.5,0.097393,0.50297,0.005212,0.482659,0.09743,0.219484,0.005299,0.156091,0.00751,0.099423,0.001862,0.081702,0.002671,0.033401,0.001977,0.205143,0.002201,0.089158,0.0,0.075347,0.0,0.035362,0.00134,0.048269,0.001236,0.039334,0.001536,0.039246,0.001486,0.1774,0.003331,0.441329,0.103753,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,object_shift,0.55,0.098,0.490895,0.004074,0.52842,0.098383,0.217093,0.005485,0.149776,0.002673,0.100511,0.002626,0.097789,0.002611,0.037284,0.001899,0.207924,0.002211,0.092038,0.0,0.077434,0.0,0.037044,0.001945,0.053075,0.001925,0.041111,0.002117,0.045609,0.001699,0.192494,0.002304,0.395496,0.121741,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,embodiment_shift,0.416667,0.111578,0.475066,0.004993,0.388332,0.111304,0.202327,0.003003,0.146835,0.004839,0.109837,0.002241,0.109083,0.00246,0.038969,0.002286,0.209553,0.001833,0.094438,0.0,0.079296,0.0,0.037965,0.002097,0.083222,0.001295,0.043353,0.000872,0.048841,0.001301,0.211134,0.003338,0.421336,0.174865,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,mechanism_shift,0.5,0.108889,0.447278,0.004593,0.464399,0.108845,0.186609,0.006328,0.134011,0.006116,0.124554,0.002556,0.125755,0.003091,0.041201,0.001759,0.211328,0.002107,0.097318,0.0,0.081422,0.0,0.039335,0.001588,0.06313,0.001777,0.048878,0.001323,0.053126,0.001581,0.23947,0.003689,0.354928,0.170417,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,sensor_modality_shift,0.533333,0.152444,0.44573,0.003633,0.501247,0.147076,0.191881,0.005513,0.137423,0.006376,0.124523,0.002611,0.129639,0.002054,0.041275,0.001558,0.213256,0.002079,0.098278,0.0,0.082229,0.0,0.041694,0.002037,0.068695,0.001588,0.050455,0.001817,0.055172,0.001404,0.24239,0.003149,0.382067,0.173543,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,provenance_label_shift,0.5,0.108889,0.450091,0.005042,0.463261,0.108604,0.19199,0.005328,0.133629,0.005261,0.119577,0.003145,0.135267,0.003095,0.042674,0.001876,0.213435,0.001611,0.099238,0.0,0.084115,0.0,0.043396,0.001669,0.074391,0.002417,0.072707,0.001833,0.055172,0.001277,0.242364,0.003686,0.412232,0.172093,10
trajectory_count_selection,bridge_data_mobile_manipulation,contact_transition_gap,heldout_combined_catalog_gap,0.333333,0.084345,0.422218,0.003726,0.28933,0.084147,0.182306,0.004894,0.130059,0.004183,0.132936,0.002411,0.152585,0.002732,0.045026,0.001939,0.218372,0.002208,0.102598,0.0,0.086317,0.0,0.04451,0.002008,0.08647,0.001894,0.072109,0.001822,0.061663,0.001159,0.269888,0.003351,0.524428,0.097162,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,nominal_catalog,0.55,0.138165,0.532269,0.00474,0.540798,0.137292,0.227581,0.006231,0.174128,0.004683,0.085447,0.00349,0.059177,0.003007,0.033381,0.002136,0.200197,0.001948,0.083878,0.0,0.072307,0.0,0.040536,0.00249,0.045203,0.001372,0.033802,0.001265,0.032339,0.000994,0.146521,0.005278,0.351867,0.12065,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,task_shift,0.5,0.200781,0.501141,0.00349,0.482966,0.198857,0.221036,0.00638,0.155701,0.005959,0.099751,0.002146,0.087776,0.002168,0.038204,0.001645,0.206794,0.001583,0.089158,0.0,0.076191,0.0,0.04161,0.001493,0.052047,0.00107,0.03774,0.002183,0.040446,0.001275,0.184685,0.003568,0.389019,0.177397,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,object_shift,0.45,0.119778,0.489499,0.00363,0.42741,0.119826,0.215564,0.005872,0.15057,0.006457,0.100462,0.004219,0.101388,0.001869,0.038411,0.001744,0.206448,0.00194,0.092038,0.0,0.078329,0.0,0.040072,0.001375,0.056542,0.001646,0.041814,0.001633,0.044401,0.001114,0.195708,0.004676,0.420401,0.155561,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,embodiment_shift,0.516667,0.123674,0.470073,0.002897,0.485944,0.123432,0.204169,0.004126,0.144178,0.007406,0.11381,0.001983,0.115417,0.001541,0.042529,0.001404,0.209131,0.002303,0.094438,0.0,0.080274,0.0,0.043102,0.002103,0.089832,0.001842,0.043036,0.002607,0.050725,0.000803,0.221637,0.002178,0.373511,0.130831,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,mechanism_shift,0.466667,0.152444,0.449922,0.002612,0.433652,0.147483,0.184685,0.005521,0.144559,0.006408,0.125352,0.002642,0.129475,0.002716,0.044116,0.001555,0.21187,0.001252,0.097318,0.0,0.082466,0.0,0.043556,0.001934,0.066351,0.001463,0.04765,0.002227,0.053659,0.001798,0.244517,0.002828,0.423029,0.163556,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,sensor_modality_shift,0.366667,0.106689,0.445729,0.003702,0.328667,0.106468,0.188422,0.005712,0.133832,0.00584,0.124041,0.002493,0.136378,0.003117,0.044389,0.000638,0.213768,0.001853,0.098278,0.0,0.083324,0.0,0.043951,0.001431,0.071576,0.001758,0.050966,0.002109,0.054527,0.001168,0.248519,0.004135,0.514306,0.166443,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,provenance_label_shift,0.5,0.137735,0.448456,0.004782,0.460214,0.138178,0.187064,0.006568,0.132364,0.006293,0.122185,0.001709,0.140716,0.002239,0.049006,0.001449,0.214557,0.001691,0.099238,0.0,0.085583,0.0,0.049968,0.002374,0.076577,0.002874,0.073514,0.001832,0.055187,0.001008,0.252224,0.002803,0.375356,0.191105,10
trajectory_count_selection,bridge_data_mobile_manipulation,force_tactile_gap,heldout_combined_catalog_gap,0.4,0.147704,0.419854,0.004396,0.357789,0.142517,0.176476,0.00709,0.121698,0.00514,0.136627,0.002917,0.15663,0.001602,0.050542,0.001284,0.215474,0.001987,0.102598,0.0,0.08777,0.0,0.049353,0.002006,0.091055,0.001798,0.072885,0.001783,0.063599,0.001406,0.279371,0.003537,0.49796,0.170578,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,nominal_catalog,0.466667,0.152444,0.516294,0.003762,0.452875,0.152526,0.228318,0.005797,0.164191,0.007633,0.103296,0.001948,0.065051,0.002957,0.036936,0.002078,0.200242,0.001787,0.083878,0.0,0.072794,0.0,0.040713,0.002207,0.045572,0.001774,0.035206,0.002166,0.032415,0.001015,0.170552,0.002846,0.461346,0.156367,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,task_shift,0.533333,0.094927,0.483214,0.002672,0.509009,0.095717,0.219341,0.00319,0.154857,0.005312,0.12394,0.003649,0.093594,0.002716,0.041473,0.00229,0.205329,0.001726,0.089158,0.0,0.076732,0.0,0.04147,0.001716,0.053741,0.001486,0.037762,0.001765,0.043961,0.00108,0.214872,0.005213,0.369551,0.106423,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,object_shift,0.45,0.109432,0.470278,0.002613,0.421938,0.109232,0.212817,0.004551,0.148125,0.005519,0.121782,0.001802,0.107945,0.002206,0.041679,0.002086,0.208214,0.001362,0.092038,0.0,0.078903,0.0,0.04422,0.001732,0.058522,0.001484,0.041979,0.001251,0.045648,0.001142,0.223579,0.001737,0.375778,0.175984,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,embodiment_shift,0.483333,0.149697,0.455836,0.003096,0.447599,0.149766,0.202434,0.005679,0.147338,0.010112,0.13521,0.002481,0.12155,0.001611,0.048668,0.002682,0.209831,0.001707,0.094438,0.0,0.080899,0.0,0.044837,0.001966,0.092184,0.001095,0.047319,0.002592,0.053582,0.00164,0.250707,0.00371,0.404293,0.16734,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,mechanism_shift,0.416667,0.087789,0.431638,0.004459,0.375485,0.088062,0.188708,0.004285,0.136963,0.007262,0.146461,0.002737,0.136084,0.002069,0.04724,0.00138,0.212156,0.001726,0.097318,0.0,0.083131,0.0,0.043518,0.001841,0.069252,0.001716,0.04932,0.001706,0.054611,0.001434,0.272145,0.00286,0.554496,0.090462,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,sensor_modality_shift,0.416667,0.100391,0.429527,0.004061,0.373238,0.10005,0.187375,0.005986,0.136113,0.005897,0.145791,0.003006,0.144381,0.002428,0.05156,0.001524,0.213362,0.001853,0.098278,0.0,0.084022,0.0,0.046745,0.001363,0.074501,0.001763,0.052374,0.001891,0.05619,0.001722,0.279858,0.003879,0.385067,0.150539,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,provenance_label_shift,0.316667,0.123674,0.422561,0.003952,0.276544,0.118942,0.188028,0.004876,0.139162,0.008232,0.148773,0.002669,0.146725,0.001702,0.052143,0.001544,0.214671,0.001715,0.099238,0.0,0.086523,0.0,0.051926,0.002018,0.078635,0.002038,0.075206,0.001461,0.059098,0.001135,0.284889,0.003213,0.512157,0.144212,10
trajectory_count_selection,bridge_data_mobile_manipulation,recovery_gap,heldout_combined_catalog_gap,0.316667,0.149697,0.396318,0.004498,0.274409,0.140614,0.179707,0.004248,0.132941,0.005155,0.16304,0.002867,0.168586,0.002158,0.056789,0.00223,0.216683,0.001632,0.102598,0.0,0.088702,0.0,0.052429,0.002135,0.094176,0.001785,0.075937,0.002165,0.064898,0.00174,0.317873,0.003934,0.423539,0.171577,10
trajectory_count_selection,bridge_data_mobile_manipulation,deformable_gap,nominal_catalog,0.566667,0.139446,0.518332,0.003484,0.551713,0.139777,0.22538,0.00752,0.162389,0.006971,0.102828,0.002971,0.068475,0.001699,0.037685,0.002124,0.201249,0.00208,0.083878,0.0,0.073353,0.0,0.042149,0.002186,0.046517,0.001189,0.037234,0.00222,0.033959,0.001333,0.173026,0.003388,0.362598,0.169064,10
trajectory_count_selection,bridge_data_mobile_manipulation,deformable_gap,task_shift,0.366667,0.136002,0.482981,0.003784,0.343397,0.133236,0.214439,0.002395,0.151698,0.004224,0.122772,0.003357,0.095862,0.002187,0.043186,0.002016,0.205623,0.001658,0.089158,0.0,0.077353,0.0,0.045482,0.001738,0.056072,0.002346,0.042715,0.001746,0.042258,0.001137,0.216261,0.005317,0.538936,0.153486,10
trajectory_count_selection,bridge_data_mobile_manipulation,deformable_gap,object_shift,0.483333,0.171824,0.465859,0.003747,0.456808,0.168567,0.214903,0.00685,0.152018,0.004658,0.126323,0.002138,0.111874,0.002195,0.04471,0.002793,0.208325,0.002662,0.092038,0.0,0.079561,0.0,0.045883,0.002798,0.060589,0.002157,0.043234,0.001797,0.047993,0.001894,0.232583,0.002637,0.40588,0.181982,10
